gene	contig	start	stop	strand	ori	family	nb_copy_in_org	partition	persistent_neighbors	shell_neighbors	cloud_neighbors
KPL3070___1	c_000000000001	1	1338	+	F	GC_00000444	1	persistent	2	0	0
KPL3070___2	c_000000000001	1569	2705	+	F	GC_00000336	1	persistent	2	0	0
KPL3070___3	c_000000000001	2922	3158	+	F	GC_00000607	1	persistent	2	0	0
KPL3070___4	c_000000000001	3161	4306	+	F	GC_00001106	1	persistent	2	0	0
KPL3070___5	c_000000000001	4309	6255	+	F	GC_00000126	1	persistent	3	0	0
KPL3070___6	c_000000000001	6350	9013	+	F	GC_00001181	1	persistent	2	0	0
KPL3070___7	c_000000000001	9160	9897	+	F	GC_00000591	1	persistent	2	0	0
KPL3070___8	c_000000000001	9993	11288	-	F	GC_00001127	1	persistent	3	0	0
KPL3070___9	c_000000000001	11550	12887	-	F	GC_00000748	1	persistent	3	0	0
KPL3070___10	c_000000000001	13208	13507	+	F	GC_00000291	1	persistent	2	0	0
KPL3070___11	c_000000000001	13562	14077	+	F	GC_00000389	1	persistent	2	0	0
KPL3070___12	c_000000000001	14107	14343	+	F	GC_00000223	1	persistent	3	0	0
KPL3070___13	c_000000000001	14652	15938	-	F	GC_00000003	5	persistent	67	8	12
KPL3070___14	c_000000000001	16197	18188	+	F	GC_00000704	1	persistent	3	0	0
KPL3070___15	c_000000000001	18204	18656	+	F	GC_00000477	1	persistent	2	0	0
KPL3070___16	c_000000000001	18837	20231	+	F	GC_00000425	1	persistent	2	1	0
KPL3070___17	c_000000000001	21175	21903	-	F	GC_00001550	1	shell	2	1	0
KPL3070___18	c_000000000001	21900	22355	-	F	GC_00001499	2	shell	0	3	1
KPL3070___19	c_000000000001	22388	22795	-	F	GC_00001499	2	shell	0	3	1
KPL3070___20	c_000000000001	22808	23113	-	F	GC_00001556	1	shell	0	2	1
KPL3070___21	c_000000000001	23097	23339	-	F	GC_00001557	1	shell	2	1	1
KPL3070___22	c_000000000001	23673	23801	+	F	GC_00000002	6	persistent	37	10	4
KPL3070___23	c_000000000001	23764	24717	-	F	GC_00000976	1	persistent	3	1	0
KPL3070___24	c_000000000001	24788	25168	+	F	GC_00000274	1	persistent	2	0	0
KPL3070___25	c_000000000001	25165	25869	+	F	GC_00000525	1	persistent	2	0	0
KPL3070___26	c_000000000001	26006	26398	+	F	GC_00000273	1	persistent	2	0	0
KPL3070___27	c_000000000001	26395	27099	+	F	GC_00000589	1	persistent	2	0	0
KPL3070___28	c_000000000001	27225	28331	+	F	GC_00000096	1	persistent	5	0	0
KPL3070___29	c_000000000001	28567	28944	-	F	GC_00000554	1	persistent	4	0	0
KPL3070___30	c_000000000001	28963	29406	-	F	GC_00000440	1	persistent	2	0	0
KPL3070___31	c_000000000001	29557	30075	+	F	GC_00000779	1	persistent	2	0	0
KPL3070___32	c_000000000001	30153	30863	+	F	GC_00000433	1	persistent	2	0	0
KPL3070___33	c_000000000001	30871	32742	+	F	GC_00000514	1	persistent	2	0	0
KPL3070___34	c_000000000001	32739	34061	+	F	GC_00000916	1	persistent	2	0	0
KPL3070___35	c_000000000001	34051	34914	+	F	GC_00000519	1	persistent	2	0	0
KPL3070___36	c_000000000001	35045	35857	+	F	GC_00000402	1	persistent	3	0	0
KPL3070___37	c_000000000001	35961	37163	+	F	GC_00000993	1	persistent	3	0	0
KPL3070___38	c_000000000001	37384	37863	+	F	GC_00000852	1	persistent	3	0	1
KPL3070___39	c_000000000001	37963	39309	+	F	GC_00000363	1	persistent	2	0	1
KPL3070___40	c_000000000001	39318	40769	+	F	GC_00000142	1	persistent	3	0	0
KPL3070___41	c_000000000001	40843	41397	-	F	GC_00001344	1	persistent	2	0	0
KPL3070___42	c_000000000001	41778	42278	+	F	GC_00000377	1	persistent	2	0	0
KPL3070___43	c_000000000001	42264	42716	-	F	GC_00000954	1	persistent	2	0	0
KPL3070___44	c_000000000001	42767	43408	+	F	GC_00000812	1	persistent	2	0	0
KPL3070___45	c_000000000001	43395	44264	-	F	GC_00001073	1	persistent	2	0	0
KPL3070___46	c_000000000001	44335	44862	-	F	GC_00000975	1	persistent	2	0	2
KPL3070___47	c_000000000001	45088	45366	+	F	GC_00001959	1	cloud	2	0	0
KPL3070___48	c_000000000001	45657	47315	+	F	GC_00000912	1	persistent	2	0	2
KPL3070___49	c_000000000001	47315	48163	+	F	GC_00001295	1	persistent	2	0	0
KPL3070___50	c_000000000001	48222	49811	+	F	GC_00000069	1	persistent	4	0	2
KPL3070___51	c_000000000001	49964	50548	+	F	GC_00001337	1	persistent	2	0	1
KPL3070___52	c_000000000001	50582	50773	+	F	GC_00000234	1	persistent	3	0	0
KPL3070___53	c_000000000001	50742	51158	+	F	GC_00000289	1	persistent	2	0	0
KPL3070___54	c_000000000001	51342	51659	-	F	GC_00000280	1	persistent	2	0	0
KPL3070___55	c_000000000001	51771	51983	-	F	GC_00000431	1	persistent	2	0	0
KPL3070___56	c_000000000001	52036	53166	-	F	GC_00001146	1	persistent	2	2	1
KPL3070___57	c_000000000001	53687	55888	+	F	GC_00001168	1	persistent	2	2	1
KPL3070___58	c_000000000001	55869	56432	+	F	GC_00000759	1	persistent	2	0	0
KPL3070___59	c_000000000001	56542	57471	-	F	GC_00000945	1	persistent	2	0	0
