gene	contig	start	stop	strand	ori	family	nb_copy_in_org	partition	persistent_neighbors	shell_neighbors	cloud_neighbors
KPL3033___1	c_000000000001	1	1338	+	F	GC_00000444	1	persistent	2	0	0
KPL3033___2	c_000000000001	1569	2705	+	F	GC_00000336	1	persistent	2	0	0
KPL3033___3	c_000000000001	2921	3157	+	F	GC_00000607	1	persistent	2	0	0
KPL3033___4	c_000000000001	3160	4305	+	F	GC_00001106	1	persistent	2	0	0
KPL3033___5	c_000000000001	4308	6254	+	F	GC_00000126	1	persistent	3	0	0
KPL3033___6	c_000000000001	6349	9012	+	F	GC_00001181	1	persistent	2	0	0
KPL3033___7	c_000000000001	9159	9896	+	F	GC_00000591	1	persistent	2	0	0
KPL3033___8	c_000000000001	9992	11287	-	F	GC_00001127	1	persistent	3	0	0
KPL3033___9	c_000000000001	11549	12886	-	F	GC_00000748	1	persistent	3	0	0
KPL3033___10	c_000000000001	13205	13504	+	F	GC_00000291	1	persistent	2	0	0
KPL3033___11	c_000000000001	13559	14074	+	F	GC_00000389	1	persistent	2	0	0
KPL3033___12	c_000000000001	14104	14340	+	F	GC_00000223	1	persistent	3	0	0
KPL3033___13	c_000000000001	14490	16481	+	F	GC_00000704	1	persistent	3	0	0
KPL3033___14	c_000000000001	16497	16949	+	F	GC_00000477	1	persistent	2	0	0
KPL3033___15	c_000000000001	17130	18524	+	F	GC_00000425	1	persistent	2	1	0
KPL3033___16	c_000000000001	18591	19544	-	F	GC_00000976	1	persistent	3	1	0
KPL3033___17	c_000000000001	19615	19998	+	F	GC_00000274	1	persistent	2	0	0
KPL3033___18	c_000000000001	19991	20695	+	F	GC_00000525	1	persistent	2	0	0
KPL3033___19	c_000000000001	20832	21224	+	F	GC_00000273	1	persistent	2	0	0
KPL3033___20	c_000000000001	21221	21925	+	F	GC_00000589	1	persistent	2	0	0
KPL3033___21	c_000000000001	22051	23157	+	F	GC_00000096	1	persistent	5	0	0
KPL3033___22	c_000000000001	23491	23868	-	F	GC_00000554	1	persistent	4	0	0
KPL3033___23	c_000000000001	23887	24330	-	F	GC_00000440	1	persistent	2	0	0
KPL3033___24	c_000000000001	24481	24999	+	F	GC_00000779	1	persistent	2	0	0
KPL3033___25	c_000000000001	25077	25787	+	F	GC_00000433	1	persistent	2	0	0
KPL3033___26	c_000000000001	25795	27666	+	F	GC_00000514	1	persistent	2	0	0
KPL3033___27	c_000000000001	27663	28985	+	F	GC_00000916	1	persistent	2	0	0
KPL3033___28	c_000000000001	28975	29838	+	F	GC_00000519	1	persistent	2	0	0
KPL3033___29	c_000000000001	29969	30781	+	F	GC_00000402	1	persistent	3	0	0
KPL3033___30	c_000000000001	30885	32087	+	F	GC_00000993	1	persistent	3	0	0
KPL3033___31	c_000000000001	32308	32787	+	F	GC_00000852	1	persistent	3	0	1
KPL3033___32	c_000000000001	32887	34233	+	F	GC_00000363	1	persistent	2	0	1
KPL3033___33	c_000000000001	34242	35693	+	F	GC_00000142	1	persistent	3	0	0
KPL3033___34	c_000000000001	35763	36317	-	F	GC_00001344	1	persistent	2	0	0
KPL3033___35	c_000000000001	36697	37197	+	F	GC_00000377	1	persistent	2	0	0
KPL3033___36	c_000000000001	37183	37635	-	F	GC_00000954	1	persistent	2	0	0
KPL3033___37	c_000000000001	37686	38327	+	F	GC_00000812	1	persistent	2	0	0
KPL3033___38	c_000000000001	38314	39183	-	F	GC_00001073	1	persistent	2	0	0
KPL3033___39	c_000000000001	39254	39781	-	F	GC_00000975	1	persistent	2	0	2
KPL3033___40	c_000000000001	40576	42234	+	F	GC_00000912	1	persistent	2	0	2
KPL3033___41	c_000000000001	42234	43082	+	F	GC_00001295	1	persistent	2	0	0
KPL3033___42	c_000000000001	43142	44731	+	F	GC_00000069	1	persistent	4	0	2
KPL3033___43	c_000000000001	44969	45118	+	F	GC_00002241	1	cloud	2	0	0
KPL3033___44	c_000000000001	45203	45715	+	F	GC_00001337	1	persistent	2	0	1
KPL3033___45	c_000000000001	45749	45940	+	F	GC_00000234	1	persistent	3	0	0
KPL3033___46	c_000000000001	45909	46325	+	F	GC_00000289	1	persistent	2	0	0
KPL3033___47	c_000000000001	46509	46826	-	F	GC_00000280	1	persistent	2	0	0
KPL3033___48	c_000000000001	46938	47150	-	F	GC_00000431	1	persistent	2	0	0
KPL3033___49	c_000000000001	47203	48333	-	F	GC_00001146	1	persistent	2	2	1
KPL3033___50	c_000000000001	48855	51056	+	F	GC_00001168	1	persistent	2	2	1
KPL3033___51	c_000000000001	51037	51600	+	F	GC_00000759	1	persistent	2	0	0
KPL3033___52	c_000000000001	51710	52639	-	F	GC_00000945	1	persistent	2	0	0
KPL3033___53	c_000000000001	52685	53359	-	F	GC_00000371	1	persistent	2	0	0
KPL3033___54	c_000000000001	53356	54090	-	F	GC_00000508	1	persistent	2	0	1
KPL3033___55	c_000000000001	54345	54758	+	F	GC_00000581	1	persistent	2	0	1
KPL3033___56	c_000000000001	54825	55046	-	F	GC_00000544	1	persistent	2	0	0
KPL3033___57	c_000000000001	55286	56950	+	F	GC_00000960	1	persistent	2	0	0
KPL3033___58	c_000000000001	57079	57930	+	F	GC_00001032	1	persistent	2	0	0
KPL3033___59	c_000000000001	57920	58504	+	F	GC_00001080	1	persistent	2	0	0
KPL3033___60	c_000000000001	58506	59129	+	F	GC_00001117	1	persistent	2	0	0
KPL3033___61	c_000000000001	59161	59748	+	F	GC_00001035	1	persistent	2	0	0
KPL3033___62	c_000000000001	59976	61106	-	F	GC_00001206	1	persistent	2	0	0
KPL3033___63	c_000000000001	61199	62560	+	F	GC_00001205	1	persistent	2	0	1
KPL3033___64	c_000000000001	62807	62953	+	F	GC_00001758	2	cloud	2	0	3
KPL3033___65	c_000000000001	63260	63976	+	F	GC_00001237	1	persistent	2	0	2
KPL3033___66	c_000000000001	63997	64761	+	F	GC_00000593	1	persistent	2	0	0
KPL3033___67	c_000000000001	64751	65674	+	F	GC_00001230	1	persistent	2	0	0
KPL3033___68	c_000000000001	65675	65863	+	F	GC_00000449	1	persistent	2	0	0
KPL3033___69	c_000000000001	65921	67021	+	F	GC_00000696	1	persistent	2	0	0
KPL3033___70	c_000000000001	67038	67727	+	F	GC_00000408	1	persistent	3	0	0
KPL3033___71	c_000000000001	67837	68355	-	F	GC_00001375	1	persistent	2	0	0
KPL3033___72	c_000000000001	68395	68838	-	F	GC_00000509	1	persistent	4	0	1
KPL3033___73	c_000000000001	69103	69225	+	F	GC_00001400	1	persistent	2	0	0
KPL3033___74	c_000000000001	69438	71015	+	F	GC_00000124	1	persistent	4	0	1
KPL3033___75	c_000000000001	71177	72133	+	F	GC_00000532	1	persistent	2	0	0
KPL3033___76	c_000000000001	72140	72967	+	F	GC_00000489	1	persistent	2	0	0
KPL3033___77	c_000000000001	72970	73941	+	F	GC_00001251	1	persistent	2	0	0
KPL3033___78	c_000000000001	73938	74693	+	F	GC_00000729	1	persistent	2	1	2
KPL3033___79	c_000000000001	75900	77018	+	F	GC_00000772	1	persistent	2	1	3
KPL3033___80	c_000000000001	77091	78236	+	F	GC_00001284	1	persistent	2	0	0
KPL3033___81	c_000000000001	78233	81301	+	F	GC_00000204	1	persistent	3	0	0
KPL3033___82	c_000000000001	81327	82055	+	F	GC_00000908	1	persistent	2	0	0
KPL3033___83	c_000000000001	82175	82486	-	F	GC_00000426	1	persistent	2	0	0
KPL3033___84	c_000000000001	82764	83873	+	F	GC_00000416	1	persistent	2	0	0
KPL3033___85	c_000000000001	84010	84546	+	F	GC_00000962	1	persistent	2	0	0
KPL3033___86	c_000000000001	84599	85975	+	F	GC_00000699	1	persistent	2	0	0
KPL3033___87	c_000000000001	86022	87125	+	F	GC_00000445	1	persistent	2	1	0
KPL3033___88	c_000000000001	87197	87571	-	F	GC_00001350	1	persistent	2	3	0
KPL3033___89	c_000000000001	87617	88369	-	F	GC_00001643	1	shell	2	2	0
KPL3033___90	c_000000000001	89082	90200	+	F	GC_00001612	1	shell	1	3	0
KPL3033___91	c_000000000001	90224	90817	+	F	GC_00001599	1	shell	0	2	0
KPL3033___92	c_000000000001	90798	91292	+	F	GC_00001601	1	shell	1	2	0
