gene	contig	start	stop	strand	ori	family	nb_copy_in_org	partition	persistent_neighbors	shell_neighbors	cloud_neighbors
KPL1937_CDC4199_99___1	c_000000000001	513	866	+	F	GC_00000320	1	persistent	2	0	0
KPL1937_CDC4199_99___2	c_000000000001	898	1245	+	F	GC_00000305	1	persistent	2	0	0
KPL1937_CDC4199_99___3	c_000000000001	1343	2440	-	F	GC_00001043	1	persistent	2	0	0
KPL1937_CDC4199_99___4	c_000000000001	2613	3617	+	F	GC_00000584	1	persistent	4	0	0
KPL1937_CDC4199_99___5	c_000000000001	3931	5784	+	F	GC_00000005	3	persistent	7	0	0
KPL1937_CDC4199_99___6	c_000000000001	5861	8413	-	F	GC_00001304	1	persistent	3	0	0
KPL1937_CDC4199_99___7	c_000000000001	8748	8975	+	F	GC_00000018	2	persistent	3	2	0
KPL1937_CDC4199_99___8	c_000000000001	8972	9238	+	F	GC_00000312	1	persistent	2	0	0
KPL1937_CDC4199_99___9	c_000000000001	9349	10314	-	F	GC_00000492	1	persistent	2	0	1
KPL1937_CDC4199_99___10	c_000000000001	10450	12255	-	F	GC_00001313	1	persistent	2	0	1
KPL1937_CDC4199_99___11	c_000000000001	12409	12876	-	F	GC_00000631	1	persistent	2	0	0
KPL1937_CDC4199_99___12	c_000000000001	13278	14543	-	F	GC_00001026	1	persistent	2	0	0
KPL1937_CDC4199_99___13	c_000000000001	14588	15571	-	F	GC_00000191	1	persistent	3	0	0
KPL1937_CDC4199_99___14	c_000000000001	15693	17375	+	F	GC_00000500	1	persistent	2	0	0
KPL1937_CDC4199_99___15	c_000000000001	17469	18923	+	F	GC_00000197	1	persistent	3	0	0
KPL1937_CDC4199_99___16	c_000000000001	19014	19262	-	F	GC_00000067	1	persistent	2	1	1
KPL1937_CDC4199_99___17	c_000000000001	19698	20108	+	F	GC_00000985	1	persistent	2	5	0
KPL1937_CDC4199_99___18	c_000000000001	20289	20459	+	F	GC_00001624	1	shell	2	3	0
KPL1937_CDC4199_99___19	c_000000000001	20867	21256	+	F	GC_00000156	2	persistent	4	3	1
KPL1937_CDC4199_99___20	c_000000000001	21253	21765	+	F	GC_00000156	2	persistent	4	3	1
KPL1937_CDC4199_99___21	c_000000000001	21749	22474	+	F	GC_00001356	1	persistent	2	0	1
KPL1937_CDC4199_99___22	c_000000000001	22487	23185	+	F	GC_00001040	1	persistent	4	2	0
KPL1937_CDC4199_99___23	c_000000000001	23190	24674	+	F	GC_00001366	1	persistent	2	0	0
KPL1937_CDC4199_99___24	c_000000000001	24655	25254	+	F	GC_00000019	2	persistent	3	1	1
KPL1937_CDC4199_99___25	c_000000000001	25382	25564	+	F	GC_00001415	1	persistent	3	1	0
KPL1937_CDC4199_99___26	c_000000000001	26087	26431	+	F	GC_00001665	1	shell	2	1	0
KPL1937_CDC4199_99___27	c_000000000001	26508	26735	+	F	GC_00000018	2	persistent	3	2	0
KPL1937_CDC4199_99___28	c_000000000001	26852	27481	-	F	GC_00001569	1	shell	1	3	0
KPL1937_CDC4199_99___29	c_000000000001	27618	28502	+	F	GC_00001820	1	shell	0	2	0
KPL1937_CDC4199_99___30	c_000000000001	28742	29038	+	F	GC_00001825	1	shell	0	2	0
KPL1937_CDC4199_99___31	c_000000000001	29130	31154	+	F	GC_00001576	1	shell	0	3	0
KPL1937_CDC4199_99___32	c_000000000001	31154	31789	+	F	GC_00001570	1	shell	1	1	0
KPL1937_CDC4199_99___33	c_000000000001	31977	32312	+	F	GC_00000019	2	persistent	3	1	1
KPL1937_CDC4199_99___34	c_000000000001	32689	35349	+	F	GC_00001326	1	persistent	4	0	1
KPL1937_CDC4199_99___35	c_000000000001	35388	36221	+	F	GC_00001315	1	persistent	2	0	0
KPL1937_CDC4199_99___36	c_000000000001	36221	36832	+	F	GC_00001296	1	persistent	2	0	0
KPL1937_CDC4199_99___37	c_000000000001	36917	37375	+	F	GC_00000262	1	persistent	2	0	0
KPL1937_CDC4199_99___38	c_000000000001	37388	38779	+	F	GC_00001216	1	persistent	2	0	0
KPL1937_CDC4199_99___39	c_000000000001	38779	39705	+	F	GC_00001121	1	persistent	2	0	0
KPL1937_CDC4199_99___40	c_000000000001	40011	41405	+	F	GC_00001211	1	persistent	2	0	0
KPL1937_CDC4199_99___41	c_000000000001	41614	42048	+	F	GC_00000691	1	persistent	2	0	0
KPL1937_CDC4199_99___42	c_000000000001	42278	44041	+	F	GC_00000771	1	persistent	2	0	0
KPL1937_CDC4199_99___43	c_000000000001	44031	45803	+	F	GC_00001225	1	persistent	3	0	1
KPL1937_CDC4199_99___44	c_000000000001	45861	46718	-	F	GC_00001895	1	cloud	2	0	1
KPL1937_CDC4199_99___45	c_000000000001	47039	47479	+	F	GC_00001876	1	cloud	0	0	2
KPL1937_CDC4199_99___46	c_000000000001	47469	48317	-	F	GC_00001882	1	cloud	0	0	3
KPL1937_CDC4199_99___47	c_000000000001	48490	49791	-	F	GC_00001832	1	cloud	0	0	5
KPL1937_CDC4199_99___48	c_000000000001	49873	51042	-	F	GC_00001958	1	cloud	0	0	2
KPL1937_CDC4199_99___49	c_000000000001	51059	51760	-	F	GC_00001880	1	cloud	0	0	4
KPL1937_CDC4199_99___50	c_000000000001	52154	52546	-	F	GC_00001881	1	cloud	0	0	4
KPL1937_CDC4199_99___51	c_000000000001	52605	52823	+	F	GC_00001933	1	cloud	1	0	1
KPL1937_CDC4199_99___52	c_000000000001	52910	53749	+	F	GC_00000719	1	persistent	3	0	1
KPL1937_CDC4199_99___53	c_000000000001	53875	54720	+	F	GC_00000681	1	persistent	2	1	0
KPL1937_CDC4199_99___54	c_000000000001	55100	55399	+	F	GC_00001464	1	shell	2	0	0
KPL1937_CDC4199_99___55	c_000000000001	55513	56529	-	F	GC_00001099	1	persistent	2	1	0
KPL1937_CDC4199_99___56	c_000000000001	56651	57706	+	F	GC_00001109	1	persistent	2	0	0
KPL1937_CDC4199_99___57	c_000000000001	57729	58649	+	F	GC_00001142	1	persistent	2	0	0
KPL1937_CDC4199_99___58	c_000000000001	58662	59810	+	F	GC_00001037	1	persistent	2	0	0
KPL1937_CDC4199_99___59	c_000000000001	59803	61182	+	F	GC_00001162	1	persistent	4	0	0
KPL1937_CDC4199_99___60	c_000000000001	61237	62331	-	F	GC_00000844	1	persistent	4	0	0
KPL1937_CDC4199_99___61	c_000000000001	62582	63547	+	F	GC_00000931	1	persistent	2	0	0
KPL1937_CDC4199_99___62	c_000000000001	63569	64741	+	F	GC_00000949	1	persistent	2	0	0
KPL1937_CDC4199_99___63	c_000000000001	64761	65813	+	F	GC_00001012	1	persistent	2	1	0
KPL1937_CDC4199_99___64	c_000000000001	66037	68910	+	F	GC_00001548	1	shell	3	1	0
KPL1937_CDC4199_99___65	c_000000000001	69045	69596	+	F	GC_00000661	1	persistent	4	1	0
KPL1937_CDC4199_99___66	c_000000000001	69574	70545	+	F	GC_00001235	1	persistent	2	0	0
KPL1937_CDC4199_99___67	c_000000000001	70545	71216	+	F	GC_00000826	1	persistent	2	0	0
KPL1937_CDC4199_99___68	c_000000000001	71316	73526	+	F	GC_00000051	1	persistent	3	0	0
KPL1937_CDC4199_99___69	c_000000000001	73577	74029	+	F	GC_00001183	1	persistent	1	2	6
KPL1937_CDC4199_99___70	c_000000000001	74190	74291	+	F	GC_00001632	1	shell	2	0	7
KPL1937_CDC4199_99___71	c_000000000001	74332	74859	+	F	GC_00001901	1	cloud	1	2	2
KPL1937_CDC4199_99___72	c_000000000001	74988	75206	+	F	GC_00002769	1	cloud	0	0	2
KPL1937_CDC4199_99___73	c_000000000001	75207	76145	+	F	GC_00002023	1	cloud	0	0	3
KPL1937_CDC4199_99___74	c_000000000001	76132	80202	+	F	GC_00002016	1	cloud	1	0	2
KPL1937_CDC4199_99___75	c_000000000001	80275	81381	+	F	GC_00002904	1	cloud	0	0	2
