gene	contig	start	stop	strand	ori	family	nb_copy_in_org	partition	persistent_neighbors	shell_neighbors	cloud_neighbors
KPL1932_CDC4420_98___1	c_000000000008	113	448	+	F	GC_00002198	2	cloud	1	2	1
KPL1932_CDC4420_98___2	c_000000000008	482	1855	+	F	GC_00002198	2	cloud	1	2	1
KPL1932_CDC4420_98___3	c_000000000008	2024	2197	-	F	GC_00001534	1	shell	1	5	2
KPL1932_CDC4420_98___4	c_000000000008	2194	2790	-	F	GC_00001585	1	shell	0	3	3
KPL1932_CDC4420_98___5	c_000000000008	3082	3795	+	F	GC_00001736	1	shell	0	3	0
KPL1932_CDC4420_98___6	c_000000000008	3880	4893	+	F	GC_00001735	1	shell	0	2	0
KPL1932_CDC4420_98___7	c_000000000008	4910	7240	+	F	GC_00001741	1	shell	0	1	4
KPL1932_CDC4420_98___8	c_000000000012	449	2047	-	F	GC_00000090	1	persistent	4	0	0
KPL1932_CDC4420_98___9	c_000000000012	2231	2776	-	F	GC_00000119	1	persistent	2	0	0
KPL1932_CDC4420_98___10	c_000000000012	2922	4316	-	F	GC_00000106	1	persistent	2	0	0
KPL1932_CDC4420_98___11	c_000000000012	4336	4809	-	F	GC_00000095	1	persistent	2	0	0
KPL1932_CDC4420_98___12	c_000000000012	4796	6034	-	F	GC_00000195	1	persistent	2	0	0
KPL1932_CDC4420_98___13	c_000000000012	6031	7323	-	F	GC_00000150	1	persistent	2	0	0
KPL1932_CDC4420_98___14	c_000000000012	7336	8109	-	F	GC_00000094	1	persistent	2	0	0
KPL1932_CDC4420_98___15	c_000000000012	8316	8684	-	F	GC_00000129	1	persistent	2	0	0
KPL1932_CDC4420_98___16	c_000000000012	8702	9763	-	F	GC_00000048	1	persistent	3	0	0
KPL1932_CDC4420_98___17	c_000000000012	9773	10003	-	F	GC_00000104	1	persistent	3	0	0
KPL1932_CDC4420_98___18	c_000000000012	10076	10813	-	F	GC_00000847	1	persistent	2	0	0
KPL1932_CDC4420_98___19	c_000000000012	10875	12086	-	F	GC_00000047	1	persistent	4	0	0
KPL1932_CDC4420_98___20	c_000000000012	13104	13442	+	F	GC_00000139	1	persistent	3	0	0
