gene	contig	start	stop	strand	ori	family	nb_copy_in_org	partition	persistent_neighbors	shell_neighbors	cloud_neighbors
KPL1931_CDC4294_98___1	c_000000000002	110	277	+	F	GC_00000049	6	cloud	0	1	4
KPL1931_CDC4294_98___2	c_000000000002	317	466	+	F	GC_00000049	6	cloud	0	1	4
KPL1931_CDC4294_98___3	c_000000000002	506	655	+	F	GC_00000049	6	cloud	0	1	4
KPL1931_CDC4294_98___4	c_000000000003	194	1303	-	F	GC_00001000	1	persistent	2	0	1
KPL1931_CDC4294_98___5	c_000000000003	1407	2045	+	F	GC_00000187	1	persistent	3	1	0
KPL1931_CDC4294_98___6	c_000000000003	2190	3308	+	F	GC_00001176	1	persistent	2	1	0
KPL1931_CDC4294_98___7	c_000000000003	3383	3913	-	F	GC_00000738	1	persistent	2	1	1
KPL1931_CDC4294_98___8	c_000000000003	3946	4158	-	F	GC_00001714	1	shell	2	0	0
KPL1931_CDC4294_98___9	c_000000000003	4214	4819	+	F	GC_00000561	1	persistent	3	2	1
KPL1931_CDC4294_98___10	c_000000000003	5509	10647	+	F	GC_00001468	1	shell	5	1	3
KPL1931_CDC4294_98___11	c_000000000003	10914	12437	-	F	GC_00001463	1	shell	1	3	6
KPL1931_CDC4294_98___12	c_000000000004	195	554	-	F	GC_00001407	1	persistent	2	3	2
KPL1931_CDC4294_98___13	c_000000000004	1995	2870	-	F	GC_00002098	1	cloud	1	0	2
KPL1931_CDC4294_98___14	c_000000000004	2867	4285	-	F	GC_00002103	1	cloud	0	0	2
KPL1931_CDC4294_98___15	c_000000000004	4306	4617	-	F	GC_00002086	1	cloud	1	0	1
KPL1931_CDC4294_98___16	c_000000000004	4792	5241	+	F	GC_00000642	1	persistent	2	2	2
KPL1931_CDC4294_98___17	c_000000000004	5319	6557	+	F	GC_00001076	1	persistent	2	0	1
KPL1931_CDC4294_98___18	c_000000000004	6638	7261	-	F	GC_00000911	1	persistent	2	0	0
KPL1931_CDC4294_98___19	c_000000000004	7254	7694	-	F	GC_00001039	1	persistent	2	0	0
KPL1931_CDC4294_98___20	c_000000000004	7782	8633	-	F	GC_00000755	1	persistent	2	0	0
KPL1931_CDC4294_98___21	c_000000000004	8867	10351	-	F	GC_00000193	1	persistent	3	0	0
KPL1931_CDC4294_98___22	c_000000000004	10368	11033	-	F	GC_00000638	1	persistent	2	0	0
KPL1931_CDC4294_98___23	c_000000000004	11144	11464	-	F	GC_00000600	1	persistent	2	0	0
KPL1931_CDC4294_98___24	c_000000000004	11467	12300	-	F	GC_00000334	1	persistent	2	0	0
KPL1931_CDC4294_98___25	c_000000000004	12439	12879	-	F	GC_00000341	1	persistent	2	0	0
KPL1931_CDC4294_98___26	c_000000000004	13035	13844	-	F	GC_00001223	1	persistent	2	0	0
KPL1931_CDC4294_98___27	c_000000000004	13841	14728	-	F	GC_00001201	1	persistent	2	0	0
KPL1931_CDC4294_98___28	c_000000000004	14730	15704	-	F	GC_00000824	1	persistent	2	0	0
KPL1931_CDC4294_98___29	c_000000000004	16049	16822	-	F	GC_00000971	1	persistent	2	0	0
KPL1931_CDC4294_98___30	c_000000000004	16803	17675	-	F	GC_00000743	1	persistent	2	0	0
KPL1931_CDC4294_98___31	c_000000000004	17818	18435	-	F	GC_00000754	1	persistent	2	0	0
KPL1931_CDC4294_98___32	c_000000000004	18475	19947	-	F	GC_00001240	1	persistent	2	0	0
KPL1931_CDC4294_98___33	c_000000000004	20023	20733	-	F	GC_00000339	1	persistent	2	0	0
KPL1931_CDC4294_98___34	c_000000000004	20750	20977	-	F	GC_00000536	1	persistent	2	0	0
KPL1931_CDC4294_98___35	c_000000000004	21003	21617	-	F	GC_00001044	1	persistent	4	0	0
KPL1931_CDC4294_98___36	c_000000000005	414	722	-	F	GC_00001622	1	shell	0	2	0
KPL1931_CDC4294_98___37	c_000000000005	722	1048	-	F	GC_00001616	1	shell	1	2	0
KPL1931_CDC4294_98___38	c_000000000005	1053	2390	-	F	GC_00001638	1	shell	1	1	0
KPL1931_CDC4294_98___39	c_000000000005	2773	4200	-	F	GC_00000016	3	persistent	2	6	3
KPL1931_CDC4294_98___40	c_000000000005	4202	4429	-	F	GC_00001639	1	shell	1	1	0
KPL1931_CDC4294_98___41	c_000000000007	28	600	+	F	GC_00001368	1	persistent	3	0	0
