gene	contig	start	stop	strand	ori	family	nb_copy_in_org	partition	persistent_neighbors	shell_neighbors	cloud_neighbors
KPL3090___1	c_000000000001	1	1338	+	F	GC_00000444	1	persistent	2	0	0
KPL3090___2	c_000000000001	1569	2705	+	F	GC_00000336	1	persistent	2	0	0
KPL3090___3	c_000000000001	2922	3158	+	F	GC_00000607	1	persistent	2	0	0
KPL3090___4	c_000000000001	3161	4306	+	F	GC_00001106	1	persistent	2	0	0
KPL3090___5	c_000000000001	4309	6255	+	F	GC_00000126	1	persistent	3	0	0
KPL3090___6	c_000000000001	6350	8857	+	F	GC_00001181	1	persistent	2	0	0
KPL3090___7	c_000000000001	9160	9897	+	F	GC_00000591	1	persistent	2	0	0
KPL3090___8	c_000000000001	9993	11288	-	F	GC_00001127	1	persistent	3	0	0
KPL3090___9	c_000000000001	11563	11940	+	F	GC_00000003	9	persistent	67	8	12
KPL3090___10	c_000000000001	11922	12689	+	F	GC_00000003	9	persistent	67	8	12
KPL3090___11	c_000000000001	13023	13124	-	F	GC_00000002	11	persistent	37	10	4
KPL3090___12	c_000000000001	13111	14406	-	F	GC_00000001	14	persistent	76	15	10
KPL3090___13	c_000000000001	14968	16305	-	F	GC_00000748	1	persistent	3	0	0
KPL3090___14	c_000000000001	16624	16923	+	F	GC_00000291	1	persistent	2	0	0
KPL3090___15	c_000000000001	16978	17493	+	F	GC_00000389	1	persistent	2	0	0
KPL3090___16	c_000000000001	17523	17759	+	F	GC_00000223	1	persistent	3	0	0
KPL3090___17	c_000000000001	17909	19900	+	F	GC_00000704	1	persistent	3	0	0
KPL3090___18	c_000000000001	19916	20368	+	F	GC_00000477	1	persistent	2	0	0
KPL3090___19	c_000000000001	20549	21943	+	F	GC_00000425	1	persistent	2	1	0
KPL3090___20	c_000000000001	22010	22963	-	F	GC_00000976	1	persistent	3	1	0
KPL3090___21	c_000000000001	23034	23417	+	F	GC_00000274	1	persistent	2	0	0
KPL3090___22	c_000000000001	23410	24114	+	F	GC_00000525	1	persistent	2	0	0
KPL3090___23	c_000000000001	24251	24643	+	F	GC_00000273	1	persistent	2	0	0
KPL3090___24	c_000000000001	24640	25344	+	F	GC_00000589	1	persistent	2	0	0
KPL3090___25	c_000000000001	25470	26576	+	F	GC_00000096	1	persistent	5	0	0
KPL3090___26	c_000000000001	26941	27993	-	F	GC_00000003	9	persistent	67	8	12
KPL3090___27	c_000000000001	28481	29776	+	F	GC_00000001	14	persistent	76	15	10
KPL3090___28	c_000000000001	29763	29897	+	F	GC_00000002	11	persistent	37	10	4
KPL3090___29	c_000000000001	29836	30099	-	F	GC_00000003	9	persistent	67	8	12
KPL3090___30	c_000000000001	30487	30864	-	F	GC_00000554	1	persistent	4	0	0
KPL3090___31	c_000000000001	30883	31326	-	F	GC_00000440	1	persistent	2	0	0
KPL3090___32	c_000000000001	31477	31995	+	F	GC_00000779	1	persistent	2	0	0
KPL3090___33	c_000000000001	32073	32783	+	F	GC_00000433	1	persistent	2	0	0
KPL3090___34	c_000000000001	32791	34662	+	F	GC_00000514	1	persistent	2	0	0
KPL3090___35	c_000000000001	34659	35981	+	F	GC_00000916	1	persistent	2	0	0
KPL3090___36	c_000000000001	35971	36834	+	F	GC_00000519	1	persistent	2	0	0
