gene	contig	start	stop	strand	ori	family	nb_copy_in_org	partition	persistent_neighbors	shell_neighbors	cloud_neighbors
KPL1922_CDC39_95___1	c_000000000004	652	1152	+	F	GC_00000377	1	persistent	2	0	0
KPL1922_CDC39_95___2	c_000000000004	1138	1590	-	F	GC_00000954	1	persistent	2	0	0
KPL1922_CDC39_95___3	c_000000000004	1641	2282	+	F	GC_00000812	1	persistent	2	0	0
KPL1922_CDC39_95___4	c_000000000004	2269	3138	-	F	GC_00001073	1	persistent	2	0	0
KPL1922_CDC39_95___5	c_000000000004	3209	3736	-	F	GC_00000975	1	persistent	2	0	2
KPL1922_CDC39_95___6	c_000000000004	4530	6188	+	F	GC_00000912	1	persistent	2	0	2
KPL1922_CDC39_95___7	c_000000000004	6188	7036	+	F	GC_00001295	1	persistent	2	0	0
KPL1922_CDC39_95___8	c_000000000004	7101	8690	+	F	GC_00000069	1	persistent	4	0	2
KPL1922_CDC39_95___9	c_000000000004	8843	9427	+	F	GC_00001337	1	persistent	2	0	1
KPL1922_CDC39_95___10	c_000000000004	9461	9652	+	F	GC_00000234	1	persistent	3	0	0
KPL1922_CDC39_95___11	c_000000000004	9621	10037	+	F	GC_00000289	1	persistent	2	0	0
KPL1922_CDC39_95___12	c_000000000004	10221	10538	-	F	GC_00000280	1	persistent	2	0	0
KPL1922_CDC39_95___13	c_000000000004	10650	10862	-	F	GC_00000431	1	persistent	2	0	0
KPL1922_CDC39_95___14	c_000000000004	10921	12051	-	F	GC_00001146	1	persistent	2	2	1
KPL1922_CDC39_95___15	c_000000000004	12572	14773	+	F	GC_00001168	1	persistent	2	2	1
KPL1922_CDC39_95___16	c_000000000004	14754	15317	+	F	GC_00000759	1	persistent	2	0	0
KPL1922_CDC39_95___17	c_000000000004	15427	16356	-	F	GC_00000945	1	persistent	2	0	0
KPL1922_CDC39_95___18	c_000000000004	16402	17076	-	F	GC_00000371	1	persistent	2	0	0
KPL1922_CDC39_95___19	c_000000000004	17073	17807	-	F	GC_00000508	1	persistent	2	0	1
KPL1922_CDC39_95___20	c_000000000004	18062	18475	+	F	GC_00000581	1	persistent	2	0	1
KPL1922_CDC39_95___21	c_000000000004	18541	18762	-	F	GC_00000544	1	persistent	2	0	0
KPL1922_CDC39_95___22	c_000000000004	19002	20666	+	F	GC_00000960	1	persistent	2	0	0
KPL1922_CDC39_95___23	c_000000000004	20808	21659	+	F	GC_00001032	1	persistent	2	0	0
KPL1922_CDC39_95___24	c_000000000004	21649	22233	+	F	GC_00001080	1	persistent	2	0	0
KPL1922_CDC39_95___25	c_000000000004	22235	22858	+	F	GC_00001117	1	persistent	2	0	0
KPL1922_CDC39_95___26	c_000000000004	22890	23477	+	F	GC_00001035	1	persistent	2	0	0
KPL1922_CDC39_95___27	c_000000000004	23707	24837	-	F	GC_00001206	1	persistent	2	0	0
KPL1922_CDC39_95___28	c_000000000004	24930	26291	+	F	GC_00001205	1	persistent	2	0	1
KPL1922_CDC39_95___29	c_000000000004	26758	26907	+	F	GC_00001758	1	cloud	2	0	3
KPL1922_CDC39_95___30	c_000000000004	27529	28260	+	F	GC_00001944	1	cloud	0	0	3
KPL1922_CDC39_95___31	c_000000000004	28244	28993	+	F	GC_00001963	1	cloud	1	1	1
KPL1922_CDC39_95___32	c_000000000004	29290	30006	+	F	GC_00001237	1	persistent	2	0	2
KPL1922_CDC39_95___33	c_000000000004	30027	30791	+	F	GC_00000593	1	persistent	2	0	0
KPL1922_CDC39_95___34	c_000000000004	30781	31704	+	F	GC_00001230	1	persistent	2	0	0
KPL1922_CDC39_95___35	c_000000000004	31705	31893	+	F	GC_00000449	1	persistent	2	0	0
KPL1922_CDC39_95___36	c_000000000004	31951	33051	+	F	GC_00000696	1	persistent	2	0	0
KPL1922_CDC39_95___37	c_000000000004	33068	33751	+	F	GC_00000408	1	persistent	3	0	0
KPL1922_CDC39_95___38	c_000000000004	33861	34379	-	F	GC_00001375	1	persistent	2	0	0
KPL1922_CDC39_95___39	c_000000000004	34419	34862	-	F	GC_00000509	1	persistent	4	0	1
KPL1922_CDC39_95___40	c_000000000004	35127	35249	+	F	GC_00001400	1	persistent	2	0	0
KPL1922_CDC39_95___41	c_000000000004	35462	37039	+	F	GC_00000124	1	persistent	4	0	1
KPL1922_CDC39_95___42	c_000000000004	37199	38155	+	F	GC_00000532	1	persistent	2	0	0
KPL1922_CDC39_95___43	c_000000000004	38162	38989	+	F	GC_00000489	1	persistent	2	0	0
KPL1922_CDC39_95___44	c_000000000004	38992	39963	+	F	GC_00001251	1	persistent	2	0	0
KPL1922_CDC39_95___45	c_000000000004	39960	40715	+	F	GC_00000729	1	persistent	2	1	2
KPL1922_CDC39_95___46	c_000000000004	40892	42010	+	F	GC_00000772	1	persistent	2	1	3
KPL1922_CDC39_95___47	c_000000000004	42083	43228	+	F	GC_00001284	1	persistent	2	0	0
KPL1922_CDC39_95___48	c_000000000004	43225	46293	+	F	GC_00000204	1	persistent	3	0	0
KPL1922_CDC39_95___49	c_000000000004	46319	47047	+	F	GC_00000908	1	persistent	2	0	0
KPL1922_CDC39_95___50	c_000000000004	47166	47477	-	F	GC_00000426	1	persistent	2	0	0
KPL1922_CDC39_95___51	c_000000000004	47755	48864	+	F	GC_00000416	1	persistent	2	0	0
KPL1922_CDC39_95___52	c_000000000004	49001	49537	+	F	GC_00000962	1	persistent	2	0	0
KPL1922_CDC39_95___53	c_000000000004	49590	50966	+	F	GC_00000699	1	persistent	2	0	0
KPL1922_CDC39_95___54	c_000000000004	51013	52116	+	F	GC_00000445	1	persistent	2	1	0
KPL1922_CDC39_95___55	c_000000000004	52188	52574	-	F	GC_00001350	1	persistent	2	3	0
KPL1922_CDC39_95___56	c_000000000004	53035	53202	+	F	GC_00001600	1	shell	4	2	1
KPL1922_CDC39_95___57	c_000000000004	53287	54405	+	F	GC_00001612	1	shell	1	3	0
KPL1922_CDC39_95___58	c_000000000004	54429	55022	+	F	GC_00001599	1	shell	0	2	0
KPL1922_CDC39_95___59	c_000000000004	55003	55497	+	F	GC_00001601	1	shell	1	2	0
KPL1922_CDC39_95___60	c_000000000004	55613	55795	-	F	GC_00001593	1	shell	1	1	2
KPL1922_CDC39_95___61	c_000000000004	55989	56096	+	F	GC_00001393	1	persistent	2	5	2
KPL1922_CDC39_95___62	c_000000000004	57174	57305	+	F	GC_00001455	1	shell	2	1	2
KPL1922_CDC39_95___63	c_000000000004	57452	57592	-	F	GC_00000046	1	persistent	2	4	5
KPL1922_CDC39_95___64	c_000000000004	57648	57863	-	F	GC_00001722	1	shell	2	1	1
KPL1922_CDC39_95___65	c_000000000004	57892	58587	-	F	GC_00001684	1	shell	1	2	2
KPL1922_CDC39_95___66	c_000000000004	58580	59422	-	F	GC_00001667	1	shell	0	2	0
KPL1922_CDC39_95___67	c_000000000004	59452	59586	-	F	GC_00001558	1	shell	2	2	3
KPL1922_CDC39_95___68	c_000000000004	59796	59909	+	F	GC_00001763	1	shell	1	1	0
KPL1922_CDC39_95___69	c_000000000004	59935	61263	+	F	GC_00000027	2	persistent	3	2	2
KPL1922_CDC39_95___70	c_000000000004	61264	61422	+	F	GC_00000026	2	persistent	3	1	0
KPL1922_CDC39_95___71	c_000000000004	61903	62613	+	F	GC_00000701	1	persistent	3	3	1
KPL1922_CDC39_95___72	c_000000000004	62721	63458	-	F	GC_00000026	2	persistent	3	1	0
KPL1922_CDC39_95___73	c_000000000004	63459	64778	-	F	GC_00000027	2	persistent	3	2	2
KPL1922_CDC39_95___74	c_000000000004	64798	64911	-	F	GC_00001970	1	cloud	3	1	0
KPL1922_CDC39_95___75	c_000000000004	65244	66047	+	F	GC_00000665	1	persistent	3	0	2
KPL1922_CDC39_95___76	c_000000000004	66040	67704	+	F	GC_00000082	1	persistent	4	0	2
KPL1922_CDC39_95___77	c_000000000004	68183	69655	+	F	GC_00000788	1	persistent	4	1	1
KPL1922_CDC39_95___78	c_000000000004	70030	71604	+	F	GC_00000044	1	persistent	5	0	0
KPL1922_CDC39_95___79	c_000000000004	71820	73163	+	F	GC_00000934	1	persistent	2	0	0
KPL1922_CDC39_95___80	c_000000000004	73156	73719	+	F	GC_00000457	1	persistent	2	0	0
KPL1922_CDC39_95___81	c_000000000004	73730	74092	+	F	GC_00000725	1	persistent	2	1	0
KPL1922_CDC39_95___82	c_000000000004	74144	74467	-	F	GC_00001551	1	shell	2	0	0
KPL1922_CDC39_95___83	c_000000000004	74855	75574	+	F	GC_00000656	1	persistent	2	1	0
KPL1922_CDC39_95___84	c_000000000004	75574	76536	+	F	GC_00000613	1	persistent	2	0	0
KPL1922_CDC39_95___85	c_000000000004	76624	77271	+	F	GC_00000902	1	persistent	2	0	1
KPL1922_CDC39_95___86	c_000000000004	77336	77698	-	F	GC_00000034	1	persistent	2	2	1
KPL1922_CDC39_95___87	c_000000000004	77827	78741	-	F	GC_00001432	1	persistent	2	1	0
KPL1922_CDC39_95___88	c_000000000004	78806	79636	-	F	GC_00001046	1	persistent	2	1	0
KPL1922_CDC39_95___89	c_000000000004	79662	80348	-	F	GC_00000412	1	persistent	2	0	0
KPL1922_CDC39_95___90	c_000000000004	80385	81467	-	F	GC_00000775	1	persistent	2	0	0
KPL1922_CDC39_95___91	c_000000000004	82463	83740	+	F	GC_00000161	1	persistent	3	0	1
KPL1922_CDC39_95___92	c_000000000004	83811	84089	-	F	GC_00002545	1	cloud	2	0	0
KPL1922_CDC39_95___93	c_000000000004	84139	84690	-	F	GC_00001179	1	persistent	2	0	1
KPL1922_CDC39_95___94	c_000000000004	84725	85195	-	F	GC_00000009	2	persistent	4	1	0
KPL1922_CDC39_95___95	c_000000000004	85715	86470	-	F	GC_00001573	1	shell	2	0	0
KPL1922_CDC39_95___96	c_000000000004	86559	87128	-	F	GC_00000056	1	persistent	5	4	2
KPL1922_CDC39_95___97	c_000000000004	87349	87702	+	F	GC_00001367	2	shell	4	3	2
KPL1922_CDC39_95___98	c_000000000004	88002	90155	+	F	GC_00000125	1	shell	4	4	0
KPL1922_CDC39_95___99	c_000000000004	90220	90975	-	F	GC_00000068	1	persistent	5	4	2
KPL1922_CDC39_95___100	c_000000000004	90993	92303	-	F	GC_00001441	1	persistent	2	2	2
KPL1922_CDC39_95___101	c_000000000004	92364	92504	-	F	GC_00001952	1	cloud	1	1	0
KPL1922_CDC39_95___102	c_000000000004	92921	93013	+	F	GC_00001798	1	shell	2	1	1
KPL1922_CDC39_95___103	c_000000000004	93108	93689	+	F	GC_00001799	1	shell	2	1	0
KPL1922_CDC39_95___104	c_000000000004	93702	94121	+	F	GC_00001359	1	persistent	2	2	1
KPL1922_CDC39_95___105	c_000000000004	94105	94992	+	F	GC_00001358	1	persistent	2	0	0
KPL1922_CDC39_95___106	c_000000000004	94985	95749	+	F	GC_00001347	1	persistent	2	0	0
KPL1922_CDC39_95___107	c_000000000004	95776	96537	+	F	GC_00001369	1	persistent	4	1	0
KPL1922_CDC39_95___108	c_000000000012	914	1618	-	F	GC_00001368	1	persistent	3	0	0
KPL1922_CDC39_95___109	c_000000000014	134	3499	+	F	GC_00001776	1	shell	0	3	0
KPL1922_CDC39_95___110	c_000000000014	3814	8052	+	F	GC_00001541	1	shell	0	3	0
KPL1922_CDC39_95___111	c_000000000015	245	1942	+	F	GC_00001911	1	cloud	2	1	2
KPL1922_CDC39_95___112	c_000000000015	2066	3181	+	F	GC_00001413	1	persistent	1	1	5
KPL1922_CDC39_95___113	c_000000000015	3301	4923	+	F	GC_00000781	1	persistent	3	1	0
KPL1922_CDC39_95___114	c_000000000015	5090	5734	+	F	GC_00001017	1	persistent	2	1	2
KPL1922_CDC39_95___115	c_000000000015	5748	6488	+	F	GC_00000453	1	persistent	2	0	0
KPL1922_CDC39_95___116	c_000000000015	6525	7679	+	F	GC_00000829	1	persistent	2	0	0
KPL1922_CDC39_95___117	c_000000000015	7744	8397	+	F	GC_00000669	1	persistent	2	0	0
