gene	contig	start	stop	strand	ori	family	nb_copy_in_org	partition	persistent_neighbors	shell_neighbors	cloud_neighbors
KPL3077___1	c_000000000001	26	4216	+	F	GC_00001615	1	shell	3	1	3
KPL3077___2	c_000000000001	4440	4877	+	F	GC_00001605	1	shell	0	2	4
KPL3077___3	c_000000000001	4877	5158	+	F	GC_00001591	1	shell	0	2	0
KPL3077___4	c_000000000001	5176	5655	+	F	GC_00001592	1	shell	0	2	0
KPL3077___5	c_000000000001	5678	6496	+	F	GC_00001595	1	shell	0	2	0
KPL3077___6	c_000000000001	6486	7499	+	F	GC_00001588	1	shell	1	1	0
KPL3077___7	c_000000000001	7768	9225	+	F	GC_00000078	1	persistent	4	2	0
KPL3077___8	c_000000000001	9339	9944	+	F	GC_00001153	1	persistent	3	0	0
KPL3077___9	c_000000000001	9992	10498	-	F	GC_00000583	1	persistent	2	0	0
KPL3077___10	c_000000000001	10576	11292	-	F	GC_00001128	1	persistent	2	0	0
KPL3077___11	c_000000000001	11504	12700	+	F	GC_00000698	1	persistent	2	0	1
KPL3077___12	c_000000000001	12804	14048	+	F	GC_00001244	1	persistent	2	0	1
KPL3077___13	c_000000000001	14052	15344	+	F	GC_00001006	1	persistent	2	0	0
KPL3077___14	c_000000000001	15382	16224	+	F	GC_00001024	1	persistent	2	0	0
KPL3077___15	c_000000000001	16228	16812	+	F	GC_00000401	1	persistent	2	0	0
KPL3077___16	c_000000000001	16906	18087	+	F	GC_00000873	1	persistent	2	0	0
KPL3077___17	c_000000000001	18168	19277	+	F	GC_00000374	1	persistent	2	0	0
KPL3077___18	c_000000000001	19594	21156	+	F	GC_00000441	1	persistent	2	0	0
KPL3077___19	c_000000000001	21223	21771	-	F	GC_00000498	1	persistent	2	0	0
KPL3077___20	c_000000000001	21883	22410	-	F	GC_00000623	1	persistent	2	0	0
KPL3077___21	c_000000000001	22556	23206	+	F	GC_00000718	1	persistent	2	0	0
KPL3077___22	c_000000000001	23273	23503	+	F	GC_00000282	1	persistent	2	0	0
KPL3077___23	c_000000000001	23608	24339	+	F	GC_00001178	1	persistent	2	0	0
KPL3077___24	c_000000000001	24354	26723	+	F	GC_00001283	1	persistent	2	0	0
KPL3077___25	c_000000000001	26742	27452	+	F	GC_00000896	1	persistent	2	0	0
KPL3077___26	c_000000000001	27493	27954	+	F	GC_00000373	1	persistent	2	0	0
KPL3077___27	c_000000000001	28037	28243	-	F	GC_00000362	1	persistent	2	0	0
KPL3077___28	c_000000000001	28872	29900	+	F	GC_00000632	1	persistent	2	0	0
KPL3077___29	c_000000000001	29946	31283	+	F	GC_00000006	2	persistent	5	0	0
KPL3077___30	c_000000000001	31633	32451	+	F	GC_00001016	1	persistent	2	0	0
KPL3077___31	c_000000000001	32486	35092	+	F	GC_00000198	1	persistent	3	0	0
KPL3077___32	c_000000000001	35093	37030	+	F	GC_00001161	1	persistent	2	0	0
KPL3077___33	c_000000000001	37045	37485	+	F	GC_00000578	1	persistent	2	0	0
KPL3077___34	c_000000000001	37592	38200	+	F	GC_00000702	1	persistent	2	0	0
KPL3077___35	c_000000000001	38236	39249	+	F	GC_00000586	1	persistent	2	0	0
KPL3077___36	c_000000000001	39357	39692	+	F	GC_00000800	1	persistent	2	0	0
KPL3077___37	c_000000000001	39964	41145	+	F	GC_00000571	1	persistent	2	0	0
KPL3077___38	c_000000000001	41160	41810	+	F	GC_00001199	1	persistent	2	0	0
KPL3077___39	c_000000000001	41825	42838	+	F	GC_00001098	1	persistent	2	0	0
KPL3077___40	c_000000000001	42780	43478	+	F	GC_00000828	1	persistent	3	0	0
KPL3077___41	c_000000000001	43537	43923	-	F	GC_00000789	1	persistent	3	0	0
KPL3077___42	c_000000000001	44189	44515	+	F	GC_00000603	1	persistent	2	0	0
KPL3077___43	c_000000000001	44502	46448	+	F	GC_00001255	1	persistent	2	0	0
KPL3077___44	c_000000000001	46477	46956	+	F	GC_00000258	1	persistent	2	0	0
KPL3077___45	c_000000000001	46993	47571	+	F	GC_00000585	1	persistent	2	0	0
KPL3077___46	c_000000000001	47590	48588	+	F	GC_00000127	1	persistent	3	0	0
KPL3077___47	c_000000000001	48578	48889	+	F	GC_00000347	1	persistent	2	0	0
KPL3077___48	c_000000000001	48904	50694	+	F	GC_00000685	1	persistent	2	0	0
KPL3077___49	c_000000000001	50687	52063	+	F	GC_00000307	1	persistent	2	0	0
KPL3077___50	c_000000000001	52069	52713	+	F	GC_00000286	1	persistent	2	0	0
KPL3077___51	c_000000000001	52894	53508	+	F	GC_00000400	1	persistent	2	0	0
KPL3077___52	c_000000000001	53509	53733	+	F	GC_00000278	1	persistent	2	0	0
KPL3077___53	c_000000000001	53838	55040	+	F	GC_00001305	1	persistent	2	0	0
KPL3077___54	c_000000000001	55040	57454	+	F	GC_00001301	1	persistent	2	0	0
KPL3077___55	c_000000000001	57469	58419	+	F	GC_00000818	1	persistent	2	0	0
KPL3077___56	c_000000000001	58400	59740	+	F	GC_00001081	1	persistent	2	0	0
KPL3077___57	c_000000000001	59762	60514	+	F	GC_00001150	1	persistent	2	0	0
KPL3077___58	c_000000000001	60515	62494	+	F	GC_00001300	1	persistent	2	0	0
KPL3077___59	c_000000000001	62508	63395	+	F	GC_00000877	1	persistent	2	0	0
KPL3077___60	c_000000000001	63411	64070	+	F	GC_00000649	1	persistent	2	0	0
KPL3077___61	c_000000000001	64067	64711	+	F	GC_00001096	1	persistent	2	0	0
KPL3077___62	c_000000000001	64779	64967	-	F	GC_00000222	1	persistent	2	0	0
KPL3077___63	c_000000000001	65261	65614	+	F	GC_00000256	1	persistent	2	0	0
KPL3077___64	c_000000000001	65651	67339	+	F	GC_00000811	1	persistent	2	0	0
KPL3077___65	c_000000000001	67411	69438	+	F	GC_00000951	1	persistent	2	0	0
KPL3077___66	c_000000000001	69456	70463	+	F	GC_00000947	1	persistent	2	0	0
KPL3077___67	c_000000000001	70607	70846	+	F	GC_00000238	1	persistent	2	0	0
KPL3077___68	c_000000000001	71009	72016	+	F	GC_00000348	1	persistent	2	0	0
KPL3077___69	c_000000000001	72013	72999	+	F	GC_00000428	1	persistent	2	0	0
KPL3077___70	c_000000000001	73002	73964	+	F	GC_00000361	1	persistent	2	0	0
KPL3077___71	c_000000000001	73991	74950	+	F	GC_00000451	1	persistent	2	0	0
KPL3077___72	c_000000000001	75064	76878	-	F	GC_00000980	1	persistent	2	0	0
KPL3077___73	c_000000000001	77031	77864	-	F	GC_00001202	1	persistent	2	0	0
KPL3077___74	c_000000000001	78093	79682	+	F	GC_00001139	1	persistent	3	0	0
KPL3077___75	c_000000000001	79911	80645	+	F	GC_00000014	2	persistent	5	1	0
KPL3077___76	c_000000000001	80820	82265	+	F	GC_00001517	1	shell	1	1	0
KPL3077___77	c_000000000001	82325	84409	+	F	GC_00001488	1	shell	0	3	0
KPL3077___78	c_000000000001	84424	84855	+	F	GC_00001507	1	shell	0	2	0
KPL3077___79	c_000000000001	84855	86009	+	F	GC_00001527	1	shell	1	2	0
KPL3077___80	c_000000000001	86077	87234	-	F	GC_00000155	1	persistent	3	2	0
KPL3077___81	c_000000000001	87278	88018	-	F	GC_00000929	1	persistent	2	0	0
KPL3077___82	c_000000000001	88481	89164	+	F	GC_00000625	1	persistent	2	0	0
KPL3077___83	c_000000000001	89199	90182	+	F	GC_00000796	1	persistent	2	0	0
KPL3077___84	c_000000000001	90269	91009	+	F	GC_00000927	1	persistent	2	0	0
KPL3077___85	c_000000000001	91011	92906	+	F	GC_00001115	1	persistent	1	3	1
KPL3077___86	c_000000000001	92932	93057	+	F	GC_00002553	1	cloud	1	1	0
KPL3077___87	c_000000000001	93181	93468	+	F	GC_00001721	1	shell	1	1	1
KPL3077___88	c_000000000001	93500	93958	+	F	GC_00001674	1	shell	1	2	2
KPL3077___89	c_000000000001	94119	96983	+	F	GC_00001746	1	shell	0	2	0
KPL3077___90	c_000000000001	96976	98661	+	F	GC_00001732	1	shell	0	2	0
KPL3077___91	c_000000000001	98675	99292	+	F	GC_00001726	1	shell	0	2	0
KPL3077___92	c_000000000001	99296	100372	+	F	GC_00001713	1	shell	0	3	0
KPL3077___93	c_000000000001	100383	100820	+	F	GC_00001728	1	shell	0	2	0
KPL3077___94	c_000000000001	101115	101756	+	F	GC_00001719	1	shell	0	2	0
KPL3077___95	c_000000000001	101746	102690	+	F	GC_00001707	1	shell	0	3	0
KPL3077___96	c_000000000001	102696	103604	+	F	GC_00001731	1	shell	1	1	0
KPL3077___97	c_000000000001	104538	105485	+	F	GC_00001029	1	persistent	1	2	2
KPL3077___98	c_000000000001	105501	107300	+	F	GC_00000848	1	persistent	2	0	0
KPL3077___99	c_000000000001	107439	107912	-	F	GC_00000946	1	persistent	2	1	0
KPL3077___100	c_000000000001	108095	109057	+	F	GC_00001566	2	shell	2	0	2
KPL3077___101	c_000000000001	109246	112074	+	F	GC_00001008	1	persistent	2	1	0
KPL3077___102	c_000000000001	112228	113892	+	F	GC_00001145	1	persistent	3	0	0
KPL3077___103	c_000000000001	113882	114175	+	F	GC_00001334	1	persistent	2	0	0
KPL3077___104	c_000000000001	114287	114469	+	F	GC_00000423	1	persistent	3	0	0
KPL3077___105	c_000000000001	114490	114792	+	F	GC_00000460	1	persistent	2	0	0
KPL3077___106	c_000000000001	114897	115250	+	F	GC_00000326	1	persistent	2	0	0
KPL3077___107	c_000000000001	115374	116318	+	F	GC_00000469	1	persistent	2	0	0
KPL3077___108	c_000000000001	116322	117200	+	F	GC_00000651	1	persistent	2	0	0
KPL3077___109	c_000000000001	117202	118200	+	F	GC_00001001	1	persistent	2	0	0
KPL3077___110	c_000000000001	118253	118681	+	F	GC_00000855	1	persistent	2	0	0
KPL3077___111	c_000000000001	118694	119632	+	F	GC_00000751	1	persistent	2	0	0
KPL3077___112	c_000000000001	119721	121445	+	F	GC_00000842	1	persistent	2	0	0
KPL3077___113	c_000000000001	121480	122370	+	F	GC_00000747	1	persistent	2	0	0
KPL3077___114	c_000000000001	122367	123395	+	F	GC_00000442	1	persistent	2	0	0
KPL3077___115	c_000000000001	123433	124356	+	F	GC_00000383	1	persistent	2	0	0
KPL3077___116	c_000000000001	124449	125042	+	F	GC_00000263	1	persistent	2	0	0
KPL3077___117	c_000000000001	125632	127557	+	F	GC_00001062	1	persistent	2	0	0
KPL3077___118	c_000000000001	127681	128943	+	F	GC_00001138	1	persistent	2	0	0
KPL3077___119	c_000000000001	128959	129519	+	F	GC_00000546	1	persistent	2	0	0
KPL3077___120	c_000000000001	129529	129885	+	F	GC_00000011	2	persistent	3	0	0
KPL3077___121	c_000000000001	129872	131098	+	F	GC_00000011	2	persistent	3	0	0
KPL3077___122	c_000000000001	131142	133913	+	F	GC_00001324	1	persistent	2	0	0
KPL3077___123	c_000000000001	133985	134464	+	F	GC_00000709	1	persistent	2	0	0
KPL3077___124	c_000000000001	134492	135787	+	F	GC_00000533	1	persistent	2	0	0
KPL3077___125	c_000000000001	135866	136597	+	F	GC_00000968	1	persistent	2	0	0
KPL3077___126	c_000000000001	136599	137243	+	F	GC_00000809	1	persistent	3	0	1
KPL3077___127	c_000000000001	137402	137590	-	F	GC_00002234	1	cloud	2	0	0
KPL3077___128	c_000000000001	137845	139278	-	F	GC_00001318	1	persistent	3	0	1
KPL3077___129	c_000000000001	139420	140397	+	F	GC_00001269	1	persistent	3	0	0
KPL3077___130	c_000000000001	140437	141225	+	F	GC_00001372	1	persistent	2	0	1
KPL3077___131	c_000000000001	141335	142621	+	F	GC_00001345	1	persistent	2	0	1
KPL3077___132	c_000000000001	142869	143756	-	F	GC_00001333	1	persistent	2	0	0
KPL3077___133	c_000000000001	143995	144348	+	F	GC_00000320	1	persistent	2	0	0
KPL3077___134	c_000000000001	144380	144727	+	F	GC_00000305	1	persistent	2	0	0
KPL3077___135	c_000000000001	144825	145922	-	F	GC_00001043	1	persistent	2	0	0
KPL3077___136	c_000000000001	146095	147099	+	F	GC_00000584	1	persistent	4	0	0
KPL3077___137	c_000000000001	147840	150392	-	F	GC_00001304	1	persistent	3	0	0
KPL3077___138	c_000000000001	150726	150953	+	F	GC_00000018	1	persistent	3	2	0
KPL3077___139	c_000000000001	150950	151216	+	F	GC_00000312	1	persistent	2	0	0
KPL3077___140	c_000000000001	151330	152295	-	F	GC_00000492	1	persistent	2	0	1
KPL3077___141	c_000000000001	152431	154236	-	F	GC_00001313	1	persistent	2	0	1
KPL3077___142	c_000000000001	154390	154857	-	F	GC_00000631	1	persistent	2	0	0
KPL3077___143	c_000000000001	155258	156523	-	F	GC_00001026	1	persistent	2	0	0
KPL3077___144	c_000000000001	156568	157551	-	F	GC_00000191	1	persistent	3	0	0
KPL3077___145	c_000000000001	157673	159355	+	F	GC_00000500	1	persistent	2	0	0
KPL3077___146	c_000000000001	159449	160903	+	F	GC_00000197	1	persistent	3	0	0
KPL3077___147	c_000000000001	160994	161347	-	F	GC_00000067	2	persistent	2	1	1
KPL3077___148	c_000000000001	161540	161953	+	F	GC_00000985	1	persistent	2	5	0
KPL3077___149	c_000000000001	162176	162373	+	F	GC_00001738	1	shell	1	1	0
KPL3077___150	c_000000000001	162470	162892	+	F	GC_00001450	1	shell	3	4	1
KPL3077___151	c_000000000001	163270	163449	+	F	GC_00001553	1	shell	3	1	1
KPL3077___152	c_000000000001	163558	166056	+	F	GC_00001899	1	cloud	0	1	1
KPL3077___153	c_000000000001	166076	168121	+	F	GC_00001913	1	cloud	1	0	1
KPL3077___154	c_000000000001	168105	169013	+	F	GC_00000156	1	persistent	4	3	1
KPL3077___155	c_000000000001	168997	169722	+	F	GC_00001356	1	persistent	2	0	1
KPL3077___156	c_000000000001	169735	170433	+	F	GC_00001040	1	persistent	4	2	0
KPL3077___157	c_000000000001	170438	171922	+	F	GC_00001366	1	persistent	2	0	0
KPL3077___158	c_000000000001	171903	172502	+	F	GC_00000019	1	persistent	3	1	1
KPL3077___159	c_000000000001	172630	172812	+	F	GC_00001415	1	persistent	3	1	0
KPL3077___160	c_000000000001	173170	175830	+	F	GC_00001326	1	persistent	4	0	1
KPL3077___161	c_000000000001	175869	176702	+	F	GC_00001315	1	persistent	2	0	0
KPL3077___162	c_000000000001	176702	177313	+	F	GC_00001296	1	persistent	2	0	0
KPL3077___163	c_000000000001	177398	177856	+	F	GC_00000262	1	persistent	2	0	0
KPL3077___164	c_000000000001	177872	179263	+	F	GC_00001216	1	persistent	2	0	0
KPL3077___165	c_000000000001	179263	180189	+	F	GC_00001121	1	persistent	2	0	0
KPL3077___166	c_000000000001	180495	181889	+	F	GC_00001211	1	persistent	2	0	0
KPL3077___167	c_000000000001	182098	182532	+	F	GC_00000691	1	persistent	2	0	0
KPL3077___168	c_000000000001	182678	184441	+	F	GC_00000771	1	persistent	2	0	0
KPL3077___169	c_000000000001	184431	186206	+	F	GC_00001225	1	persistent	3	0	1
KPL3077___170	c_000000000001	186344	187132	+	F	GC_00000719	1	persistent	3	0	1
KPL3077___171	c_000000000001	187258	188103	+	F	GC_00000681	1	persistent	2	1	0
KPL3077___172	c_000000000001	188483	188824	+	F	GC_00001464	1	shell	2	0	0
KPL3077___173	c_000000000001	188898	189914	-	F	GC_00001099	1	persistent	2	1	0
KPL3077___174	c_000000000001	190037	191092	+	F	GC_00001109	1	persistent	2	0	0
KPL3077___175	c_000000000001	191115	192035	+	F	GC_00001142	1	persistent	2	0	0
KPL3077___176	c_000000000001	192048	193190	+	F	GC_00001037	1	persistent	2	0	0
KPL3077___177	c_000000000001	193183	194562	+	F	GC_00001162	1	persistent	4	0	0
KPL3077___178	c_000000000001	194617	195711	-	F	GC_00000844	1	persistent	4	0	0
KPL3077___179	c_000000000001	195962	196927	+	F	GC_00000931	1	persistent	2	0	0
KPL3077___180	c_000000000001	196949	198121	+	F	GC_00000949	1	persistent	2	0	0
KPL3077___181	c_000000000001	198141	199193	+	F	GC_00001012	1	persistent	2	1	0
KPL3077___182	c_000000000001	199325	199876	+	F	GC_00000661	1	persistent	4	1	0
KPL3077___183	c_000000000001	199854	200822	+	F	GC_00001235	1	persistent	2	0	0
KPL3077___184	c_000000000001	200822	201493	+	F	GC_00000826	1	persistent	2	0	0
KPL3077___185	c_000000000001	201593	203803	+	F	GC_00000051	1	persistent	3	0	0
KPL3077___186	c_000000000001	203854	204306	+	F	GC_00001183	1	persistent	1	2	6
KPL3077___187	c_000000000001	204544	206433	+	F	GC_00001962	1	cloud	1	1	0
KPL3077___188	c_000000000001	206498	207247	+	F	GC_00001773	1	shell	0	1	3
