gene	contig	start	stop	strand	ori	family	nb_copy_in_org	partition	persistent_neighbors	shell_neighbors	cloud_neighbors
KPL3246___1	c_000000000001	1	1338	+	F	GC_00000444	1	persistent	2	0	0
KPL3246___2	c_000000000001	1569	2705	+	F	GC_00000336	1	persistent	2	0	0
KPL3246___3	c_000000000001	2920	3156	+	F	GC_00000607	1	persistent	2	0	0
KPL3246___4	c_000000000001	3159	4304	+	F	GC_00001106	1	persistent	2	0	0
KPL3246___5	c_000000000001	4307	6253	+	F	GC_00000126	1	persistent	3	0	0
KPL3246___6	c_000000000001	6348	9011	+	F	GC_00001181	1	persistent	2	0	0
KPL3246___7	c_000000000001	9158	9895	+	F	GC_00000591	1	persistent	2	0	0
KPL3246___8	c_000000000001	9991	11286	-	F	GC_00001127	1	persistent	3	0	0
KPL3246___9	c_000000000001	11548	12885	-	F	GC_00000748	1	persistent	3	0	0
KPL3246___10	c_000000000001	13204	13503	+	F	GC_00000291	1	persistent	2	0	0
KPL3246___11	c_000000000001	13558	14073	+	F	GC_00000389	1	persistent	2	0	0
KPL3246___12	c_000000000001	14103	14339	+	F	GC_00000223	1	persistent	3	0	0
KPL3246___13	c_000000000001	14489	16480	+	F	GC_00000704	1	persistent	3	0	0
KPL3246___14	c_000000000001	16496	16948	+	F	GC_00000477	1	persistent	2	0	0
KPL3246___15	c_000000000001	17128	18522	+	F	GC_00000425	1	persistent	2	1	0
KPL3246___16	c_000000000001	19466	20194	-	F	GC_00001550	1	shell	2	1	0
KPL3246___17	c_000000000001	20191	20997	-	F	GC_00001499	1	shell	0	3	1
KPL3246___18	c_000000000001	20937	21089	-	F	GC_00002538	1	cloud	0	2	0
KPL3246___19	c_000000000001	21102	21407	-	F	GC_00001556	1	shell	0	2	1
KPL3246___20	c_000000000001	21391	21633	-	F	GC_00001557	1	shell	2	1	1
KPL3246___21	c_000000000001	22058	23011	-	F	GC_00000976	1	persistent	3	1	0
KPL3246___22	c_000000000001	23082	23465	+	F	GC_00000274	1	persistent	2	0	0
KPL3246___23	c_000000000001	23458	24162	+	F	GC_00000525	1	persistent	2	0	0
KPL3246___24	c_000000000001	24299	24691	+	F	GC_00000273	1	persistent	2	0	0
KPL3246___25	c_000000000001	24688	25392	+	F	GC_00000589	1	persistent	2	0	0
KPL3246___26	c_000000000001	25518	26624	+	F	GC_00000096	1	persistent	5	0	0
KPL3246___27	c_000000000001	26958	27335	-	F	GC_00000554	1	persistent	4	0	0
KPL3246___28	c_000000000001	27354	27797	-	F	GC_00000440	1	persistent	2	0	0
KPL3246___29	c_000000000001	27948	28466	+	F	GC_00000779	1	persistent	2	0	0
KPL3246___30	c_000000000001	28544	29254	+	F	GC_00000433	1	persistent	2	0	0
KPL3246___31	c_000000000001	29262	31133	+	F	GC_00000514	1	persistent	2	0	0
KPL3246___32	c_000000000001	31130	32452	+	F	GC_00000916	1	persistent	2	0	0
KPL3246___33	c_000000000001	32442	33305	+	F	GC_00000519	1	persistent	2	0	0
KPL3246___34	c_000000000001	33436	34248	+	F	GC_00000402	1	persistent	3	0	0
KPL3246___35	c_000000000001	34352	35554	+	F	GC_00000993	1	persistent	3	0	0
KPL3246___36	c_000000000001	35775	36254	+	F	GC_00000852	1	persistent	3	0	1
KPL3246___37	c_000000000001	36354	37700	+	F	GC_00000363	1	persistent	2	0	1
KPL3246___38	c_000000000001	37709	39160	+	F	GC_00000142	1	persistent	3	0	0
KPL3246___39	c_000000000001	39230	39784	-	F	GC_00001344	1	persistent	2	0	0
KPL3246___40	c_000000000001	40164	40664	+	F	GC_00000377	1	persistent	2	0	0
KPL3246___41	c_000000000001	40650	41102	-	F	GC_00000954	1	persistent	2	0	0
KPL3246___42	c_000000000001	41153	41794	+	F	GC_00000812	1	persistent	2	0	0
KPL3246___43	c_000000000001	41781	42650	-	F	GC_00001073	1	persistent	2	0	0
KPL3246___44	c_000000000001	42721	43248	-	F	GC_00000975	1	persistent	2	0	2
KPL3246___45	c_000000000001	43663	45321	+	F	GC_00000912	1	persistent	2	0	2
KPL3246___46	c_000000000001	45321	46169	+	F	GC_00001295	1	persistent	2	0	0
KPL3246___47	c_000000000001	46228	47817	+	F	GC_00000069	1	persistent	4	0	2
KPL3246___48	c_000000000001	47970	48554	+	F	GC_00001337	1	persistent	2	0	1
KPL3246___49	c_000000000001	48588	48779	+	F	GC_00000234	1	persistent	3	0	0
KPL3246___50	c_000000000001	48748	49164	+	F	GC_00000289	1	persistent	2	0	0
KPL3246___51	c_000000000001	49348	49665	-	F	GC_00000280	1	persistent	2	0	0
KPL3246___52	c_000000000001	49777	49989	-	F	GC_00000431	1	persistent	2	0	0
KPL3246___53	c_000000000001	50048	51178	-	F	GC_00001146	1	persistent	2	2	1
KPL3246___54	c_000000000001	51727	52482	-	F	GC_00001755	1	shell	1	1	0
KPL3246___55	c_000000000001	52817	53275	-	F	GC_00001679	1	shell	2	2	0
KPL3246___56	c_000000000001	53272	53373	-	F	GC_00001691	1	shell	1	1	0
KPL3246___57	c_000000000001	54039	56240	+	F	GC_00001168	1	persistent	2	2	1
KPL3246___58	c_000000000001	56221	56784	+	F	GC_00000759	1	persistent	2	0	0
KPL3246___59	c_000000000001	56894	57823	-	F	GC_00000945	1	persistent	2	0	0
KPL3246___60	c_000000000001	57869	58543	-	F	GC_00000371	1	persistent	2	0	0
KPL3246___61	c_000000000001	58540	59274	-	F	GC_00000508	1	persistent	2	0	1
KPL3246___62	c_000000000001	59529	59942	+	F	GC_00000581	1	persistent	2	0	1
KPL3246___63	c_000000000001	60008	60229	-	F	GC_00000544	1	persistent	2	0	0
KPL3246___64	c_000000000001	60469	62133	+	F	GC_00000960	1	persistent	2	0	0
KPL3246___65	c_000000000001	62276	63127	+	F	GC_00001032	1	persistent	2	0	0
KPL3246___66	c_000000000001	63117	63701	+	F	GC_00001080	1	persistent	2	0	0
