gene	contig	start	stop	strand	ori	family	nb_copy_in_org	partition	persistent_neighbors	shell_neighbors	cloud_neighbors
KPL3086___1	c_000000000001	1	1338	+	F	GC_00000444	1	persistent	2	0	0
KPL3086___2	c_000000000001	1569	2705	+	F	GC_00000336	1	persistent	2	0	0
KPL3086___3	c_000000000001	2921	3157	+	F	GC_00000607	1	persistent	2	0	0
KPL3086___4	c_000000000001	3160	4305	+	F	GC_00001106	1	persistent	2	0	0
KPL3086___5	c_000000000001	4308	6254	+	F	GC_00000126	1	persistent	3	0	0
KPL3086___6	c_000000000001	6349	9012	+	F	GC_00001181	1	persistent	2	0	0
KPL3086___7	c_000000000001	9159	9896	+	F	GC_00000591	1	persistent	2	0	0
KPL3086___8	c_000000000001	9992	11287	-	F	GC_00001127	1	persistent	3	0	0
KPL3086___9	c_000000000001	11549	12886	-	F	GC_00000748	1	persistent	3	0	0
KPL3086___10	c_000000000001	13205	13504	+	F	GC_00000291	1	persistent	2	0	0
KPL3086___11	c_000000000001	13559	14068	+	F	GC_00000389	1	persistent	2	0	0
KPL3086___12	c_000000000001	14098	14334	+	F	GC_00000223	1	persistent	3	0	0
KPL3086___13	c_000000000001	14484	16475	+	F	GC_00000704	1	persistent	3	0	0
KPL3086___14	c_000000000001	16491	16943	+	F	GC_00000477	1	persistent	2	0	0
KPL3086___15	c_000000000001	17124	18518	+	F	GC_00000425	1	persistent	2	1	0
KPL3086___16	c_000000000001	19461	20189	-	F	GC_00001550	1	shell	2	1	0
KPL3086___17	c_000000000001	20186	21082	-	F	GC_00001499	1	shell	0	3	1
KPL3086___18	c_000000000001	21095	21400	-	F	GC_00001556	1	shell	0	2	1
KPL3086___19	c_000000000001	21384	21626	-	F	GC_00001557	1	shell	2	1	1
KPL3086___20	c_000000000001	21960	22088	+	F	GC_00000002	4	persistent	37	10	4
KPL3086___21	c_000000000001	22051	23004	-	F	GC_00000976	1	persistent	3	1	0
KPL3086___22	c_000000000001	23075	23455	+	F	GC_00000274	1	persistent	2	0	0
KPL3086___23	c_000000000001	23452	24156	+	F	GC_00000525	1	persistent	2	0	0
KPL3086___24	c_000000000001	24293	24685	+	F	GC_00000273	1	persistent	2	0	0
KPL3086___25	c_000000000001	24682	25386	+	F	GC_00000589	1	persistent	2	0	0
KPL3086___26	c_000000000001	25512	26618	+	F	GC_00000096	1	persistent	5	0	0
