gene	contig	start	stop	strand	ori	family	nb_copy_in_org	partition	persistent_neighbors	shell_neighbors	cloud_neighbors
KPL3264___1	c_000000000001	30	1508	+	F	GC_00002391	1	cloud	0	0	2
KPL3264___2	c_000000000001	1514	1960	+	F	GC_00002191	1	cloud	0	0	4
KPL3264___3	c_000000000001	1960	2712	+	F	GC_00002300	1	cloud	0	0	2
KPL3264___4	c_000000000001	2803	3162	+	F	GC_00002238	1	cloud	0	1	1
KPL3264___5	c_000000000001	3902	4780	+	F	GC_00001522	1	shell	2	1	2
KPL3264___6	c_000000000001	4783	5541	+	F	GC_00001518	1	shell	0	2	0
KPL3264___7	c_000000000001	5507	5920	+	F	GC_00001524	1	shell	0	2	0
KPL3264___8	c_000000000001	5945	6178	+	F	GC_00001486	1	shell	2	1	0
KPL3264___9	c_000000000001	6336	7112	+	F	GC_00000601	1	persistent	2	1	1
KPL3264___10	c_000000000001	7330	9162	+	F	GC_00000356	1	persistent	2	0	0
KPL3264___11	c_000000000001	9270	9557	+	F	GC_00000399	1	persistent	2	0	0
KPL3264___12	c_000000000001	9667	9996	+	F	GC_00000906	1	persistent	2	0	0
KPL3264___13	c_000000000001	10030	10587	+	F	GC_00000723	1	persistent	2	0	0
KPL3264___14	c_000000000001	10587	11069	+	F	GC_00000827	1	persistent	2	0	0
KPL3264___15	c_000000000001	11240	13417	-	F	GC_00000158	1	persistent	3	0	0
KPL3264___16	c_000000000001	13735	14001	+	F	GC_00000300	1	persistent	2	0	0
KPL3264___17	c_000000000001	14005	15726	+	F	GC_00000841	1	persistent	3	0	0
KPL3264___18	c_000000000001	15894	16133	+	F	GC_00000295	1	persistent	3	0	0
KPL3264___19	c_000000000001	16156	16686	+	F	GC_00000555	1	persistent	2	0	0
KPL3264___20	c_000000000001	16679	17797	+	F	GC_00001018	1	persistent	2	0	0
KPL3264___21	c_000000000001	17851	18165	+	F	GC_00000232	1	persistent	2	0	0
KPL3264___22	c_000000000001	18181	18819	+	F	GC_00000822	1	persistent	2	0	0
KPL3264___23	c_000000000001	18806	19411	+	F	GC_00001159	1	persistent	2	0	0
KPL3264___24	c_000000000001	19424	19780	+	F	GC_00000357	1	persistent	2	0	0
KPL3264___25	c_000000000001	19782	20510	+	F	GC_00001011	1	persistent	2	0	0
KPL3264___26	c_000000000001	20512	21684	+	F	GC_00001045	1	persistent	2	0	0
KPL3264___27	c_000000000001	21868	22434	+	F	GC_00000375	1	persistent	2	0	0
KPL3264___28	c_000000000001	22459	22638	+	F	GC_00000233	1	persistent	2	0	0
KPL3264___29	c_000000000001	22727	23104	+	F	GC_00000777	1	persistent	2	0	0
KPL3264___30	c_000000000001	23365	23796	+	F	GC_00000061	1	persistent	3	0	0
KPL3264___31	c_000000000001	23815	24771	+	F	GC_00001052	1	persistent	2	0	0
KPL3264___32	c_000000000001	24771	25169	+	F	GC_00000499	1	persistent	3	0	0
KPL3264___33	c_000000000001	25169	27415	+	F	GC_00001245	1	persistent	3	0	0
KPL3264___34	c_000000000001	27461	28429	+	F	GC_00000153	1	persistent	4	0	0
KPL3264___35	c_000000000001	28523	29911	+	F	GC_00000205	1	persistent	3	0	0
KPL3264___36	c_000000000001	29895	31049	+	F	GC_00000690	1	persistent	2	0	0
KPL3264___37	c_000000000001	31049	31873	+	F	GC_00000895	1	persistent	2	0	0
KPL3264___38	c_000000000001	32035	33357	+	F	GC_00000099	1	persistent	3	0	0
KPL3264___39	c_000000000001	33395	34618	+	F	GC_00000298	1	persistent	2	0	0
KPL3264___40	c_000000000001	34642	35121	+	F	GC_00000458	1	persistent	2	0	0
KPL3264___41	c_000000000001	35137	35424	+	F	GC_00000360	1	persistent	2	0	0
KPL3264___42	c_000000000001	35429	36211	+	F	GC_00001023	1	persistent	2	0	0
KPL3264___43	c_000000000001	36291	36953	+	F	GC_00000645	1	persistent	2	0	0
KPL3264___44	c_000000000001	37229	40009	+	F	GC_00001264	1	persistent	2	0	0
KPL3264___45	c_000000000001	40265	41020	+	F	GC_00000314	1	persistent	2	0	0
KPL3264___46	c_000000000001	41076	41951	+	F	GC_00000382	1	persistent	3	0	0
KPL3264___47	c_000000000001	42163	43692	+	F	GC_00001213	1	persistent	3	0	0
KPL3264___48	c_000000000001	43775	44593	-	F	GC_00000132	1	persistent	3	0	0
KPL3264___49	c_000000000001	44784	45125	+	F	GC_00000735	1	persistent	2	0	0
KPL3264___50	c_000000000001	45193	47415	+	F	GC_00000851	1	persistent	2	0	0
KPL3264___51	c_000000000001	47428	50742	+	F	GC_00000956	1	persistent	2	0	0
KPL3264___52	c_000000000001	50807	51772	+	F	GC_00000227	1	persistent	2	0	0
KPL3264___53	c_000000000001	51821	52330	+	F	GC_00000101	2	persistent	3	0	0
KPL3264___54	c_000000000001	52453	53247	+	F	GC_00000101	2	persistent	3	0	0
KPL3264___55	c_000000000001	53368	54222	+	F	GC_00000953	1	persistent	2	0	0
KPL3264___56	c_000000000001	54348	54809	+	F	GC_00000526	1	persistent	2	0	0
KPL3264___57	c_000000000001	54836	55735	+	F	GC_00000136	1	persistent	3	0	0
