gene	contig	start	stop	strand	ori	family	nb_copy_in_org	partition	persistent_neighbors	shell_neighbors	cloud_neighbors
KPL1914___1	c_000000000001	1181	1675	-	F	GC_00001888	5	cloud	2	2	1
KPL1914___2	c_000000000001	1660	2940	-	F	GC_00001888	5	cloud	2	2	1
KPL1914___3	c_000000000001	2940	3959	-	F	GC_00000037	7	persistent	4	0	2
KPL1914___4	c_000000000001	4015	4335	-	F	GC_00001888	5	cloud	2	2	1
KPL1914___5	c_000000000001	4332	4670	-	F	GC_00001888	5	cloud	2	2	1
KPL1914___6	c_000000000001	4667	4807	-	F	GC_00000037	7	persistent	4	0	2
KPL1914___7	c_000000000001	4804	5190	-	F	GC_00000037	7	persistent	4	0	2
KPL1914___8	c_000000000001	5297	6106	-	F	GC_00000037	7	persistent	4	0	2
KPL1914___9	c_000000000001	6121	6684	-	F	GC_00000037	7	persistent	4	0	2
KPL1914___10	c_000000000001	6836	7165	-	F	GC_00000037	7	persistent	4	0	2
KPL1914___11	c_000000000001	7135	7335	-	F	GC_00001888	5	cloud	2	2	1
KPL1914___12	c_000000000001	7845	9515	+	F	GC_00000075	3	persistent	4	0	1
KPL1914___13	c_000000000001	9724	11118	+	F	GC_00000083	2	persistent	3	0	1
KPL1914___14	c_000000000001	11320	12033	+	F	GC_00000786	1	persistent	2	0	0
KPL1914___15	c_000000000001	12104	12316	+	F	GC_00000226	1	persistent	2	0	0
KPL1914___16	c_000000000001	12357	12866	+	F	GC_00000662	1	persistent	2	0	0
KPL1914___17	c_000000000001	12859	13188	+	F	GC_00000671	1	persistent	2	0	0
KPL1914___18	c_000000000001	13203	14729	+	F	GC_00000667	1	persistent	2	0	0
KPL1914___19	c_000000000001	14739	15671	+	F	GC_00000805	1	persistent	2	0	0
KPL1914___20	c_000000000001	15693	17147	+	F	GC_00000552	1	persistent	2	0	0
KPL1914___21	c_000000000001	17218	17682	+	F	GC_00000542	1	persistent	3	1	0
KPL1914___22	c_000000000001	18698	19891	-	F	GC_00001229	1	persistent	3	2	1
KPL1914___23	c_000000000001	20017	21291	-	F	GC_00001113	1	persistent	3	1	0
KPL1914___24	c_000000000001	21284	22183	-	F	GC_00001189	1	persistent	3	0	0
KPL1914___25	c_000000000001	22304	22705	-	F	GC_00000657	1	persistent	2	0	0
KPL1914___26	c_000000000001	22844	23527	-	F	GC_00001242	1	persistent	2	0	0
KPL1914___27	c_000000000001	23687	25051	-	F	GC_00000677	1	persistent	2	1	1
KPL1914___28	c_000000000001	26020	27183	-	F	GC_00000830	1	persistent	3	1	0
KPL1914___29	c_000000000001	27281	28000	-	F	GC_00000825	1	persistent	2	0	0
KPL1914___30	c_000000000001	28031	28726	-	F	GC_00000762	1	persistent	2	0	0
KPL1914___31	c_000000000001	28911	29786	+	F	GC_00000773	1	persistent	2	0	0
KPL1914___32	c_000000000001	29885	30652	+	F	GC_00000494	1	persistent	2	0	0
KPL1914___33	c_000000000001	30663	31130	+	F	GC_00000296	1	persistent	3	0	4
KPL1914___34	c_000000000001	31665	31835	+	F	GC_00001398	1	persistent	2	0	3
KPL1914___35	c_000000000001	32140	33000	-	F	GC_00000970	1	persistent	3	0	0
KPL1914___36	c_000000000001	33342	33575	-	F	GC_00000325	1	persistent	3	0	0
KPL1914___37	c_000000000001	33601	34335	-	F	GC_00001421	1	persistent	3	0	0
KPL1914___38	c_000000000001	34676	35566	+	F	GC_00000768	1	persistent	3	0	0
KPL1914___39	c_000000000001	35568	36317	+	F	GC_00000756	1	persistent	2	0	0
KPL1914___40	c_000000000001	36400	37125	-	F	GC_00000133	1	persistent	4	0	0
KPL1914___41	c_000000000001	37126	37863	-	F	GC_00001392	1	persistent	2	0	0
KPL1914___42	c_000000000001	37863	38642	-	F	GC_00000547	1	persistent	3	0	1
KPL1914___43	c_000000000001	38915	39970	-	F	GC_00001149	1	persistent	2	0	1
KPL1914___44	c_000000000001	39972	40745	-	F	GC_00000740	1	persistent	2	0	0
KPL1914___45	c_000000000001	40732	41481	-	F	GC_00000697	1	persistent	1	1	3
KPL1914___46	c_000000000001	41909	42334	-	F	GC_00001500	1	shell	1	1	0
KPL1914___47	c_000000000001	42343	42783	-	F	GC_00001491	1	shell	1	2	0
KPL1914___48	c_000000000001	43480	44202	+	F	GC_00000170	1	persistent	3	3	5
KPL1914___49	c_000000000001	44384	45523	+	F	GC_00001631	1	shell	1	1	0
KPL1914___50	c_000000000001	45542	46264	+	F	GC_00001621	1	shell	0	2	0
KPL1914___51	c_000000000001	46275	46961	+	F	GC_00001630	1	shell	1	1	0
KPL1914___52	c_000000000001	47048	47710	-	F	GC_00000553	1	persistent	2	1	0
KPL1914___53	c_000000000001	47720	49090	-	F	GC_00000406	1	persistent	2	0	0
KPL1914___54	c_000000000001	49345	50226	-	F	GC_00001164	1	persistent	2	0	0
KPL1914___55	c_000000000001	50245	51180	-	F	GC_00001215	1	persistent	2	1	1
KPL1914___56	c_000000000001	51463	52383	-	F	GC_00001478	1	shell	1	1	0
KPL1914___57	c_000000000001	52383	53225	-	F	GC_00001461	1	shell	0	3	0
KPL1914___58	c_000000000001	53231	54589	-	F	GC_00001477	1	shell	0	2	0
KPL1914___59	c_000000000001	54609	54899	-	F	GC_00001472	1	shell	0	2	0
KPL1914___60	c_000000000001	54903	56948	-	F	GC_00001454	1	shell	0	3	0
KPL1914___61	c_000000000001	57147	58073	-	F	GC_00001474	1	shell	0	2	0
KPL1914___62	c_000000000001	58091	59032	-	F	GC_00001470	1	shell	0	2	0
KPL1914___63	c_000000000001	59033	60511	-	F	GC_00001480	1	shell	0	2	0
KPL1914___64	c_000000000001	60529	60918	-	F	GC_00001479	1	shell	0	2	0
KPL1914___65	c_000000000001	60893	61801	-	F	GC_00001485	1	shell	0	2	0
KPL1914___66	c_000000000001	61807	62766	-	F	GC_00001482	1	shell	1	1	0
KPL1914___67	c_000000000001	62953	63345	-	F	GC_00000353	1	persistent	2	1	1
KPL1914___68	c_000000000001	63359	63802	-	F	GC_00000294	1	persistent	2	0	0
KPL1914___69	c_000000000001	64219	65415	+	F	GC_00001077	1	persistent	2	0	0
KPL1914___70	c_000000000001	65431	66381	+	F	GC_00000713	1	persistent	2	0	0
KPL1914___71	c_000000000001	66404	67333	+	F	GC_00000714	1	persistent	2	1	0
KPL1914___72	c_000000000001	67394	68593	+	F	GC_00000017	2	persistent	5	0	2
KPL1914___73	c_000000000001	68675	69601	-	F	GC_00001239	1	persistent	2	1	0
KPL1914___74	c_000000000001	69594	70811	-	F	GC_00001188	1	persistent	2	0	0
KPL1914___75	c_000000000001	70835	73093	-	F	GC_00001282	1	persistent	2	0	0
KPL1914___76	c_000000000001	73131	74780	-	F	GC_00001221	1	persistent	3	3	1
KPL1914___77	c_000000000001	75251	75397	-	F	GC_00001577	1	shell	2	2	1
KPL1914___78	c_000000000001	75415	76002	-	F	GC_00001525	1	shell	1	3	0
KPL1914___79	c_000000000001	76018	76662	-	F	GC_00001519	1	shell	0	2	0
KPL1914___80	c_000000000001	76659	77528	-	F	GC_00001503	1	shell	0	3	0
KPL1914___81	c_000000000001	77521	77901	-	F	GC_00001515	1	shell	2	3	1
KPL1914___82	c_000000000001	78366	79073	-	F	GC_00001879	1	cloud	0	1	1
KPL1914___83	c_000000000001	79070	79411	-	F	GC_00001867	1	cloud	0	0	2
KPL1914___84	c_000000000001	79519	79719	-	F	GC_00001866	1	cloud	0	0	2
KPL1914___85	c_000000000001	80439	81284	-	F	GC_00001872	1	cloud	0	0	2
KPL1914___86	c_000000000001	81382	82392	+	F	GC_00001877	1	cloud	0	0	2
KPL1914___87	c_000000000001	82412	82675	-	F	GC_00001868	1	cloud	2	0	1
KPL1914___88	c_000000000001	83461	84957	-	F	GC_00000175	1	persistent	4	3	3
KPL1914___89	c_000000000001	85132	85989	-	F	GC_00001141	1	persistent	2	0	1
KPL1914___90	c_000000000001	85986	87029	-	F	GC_00000174	1	persistent	3	0	0
KPL1914___91	c_000000000001	87032	88105	-	F	GC_00001064	1	persistent	2	0	0
KPL1914___92	c_000000000001	88102	89037	-	F	GC_00000655	1	persistent	2	0	0
KPL1914___93	c_000000000001	89052	90707	-	F	GC_00001156	1	persistent	2	0	0
KPL1914___94	c_000000000001	90760	91758	-	F	GC_00001302	1	persistent	2	0	0
KPL1914___95	c_000000000001	91789	92811	-	F	GC_00001160	1	persistent	2	0	0
KPL1914___96	c_000000000001	92812	93699	-	F	GC_00001093	1	persistent	2	0	0
