gene	contig	start	stop	strand	ori	family	nb_copy_in_org	partition	persistent_neighbors	shell_neighbors	cloud_neighbors
KPL3084___1	c_000000000001	1	1338	+	F	GC_00000444	1	persistent	2	0	0
KPL3084___2	c_000000000001	1569	2705	+	F	GC_00000336	1	persistent	2	0	0
KPL3084___3	c_000000000001	2922	3158	+	F	GC_00000607	1	persistent	2	0	0
KPL3084___4	c_000000000001	3161	4306	+	F	GC_00001106	1	persistent	2	0	0
KPL3084___5	c_000000000001	4309	6255	+	F	GC_00000126	1	persistent	3	0	0
KPL3084___6	c_000000000001	6350	9013	+	F	GC_00001181	1	persistent	2	0	0
KPL3084___7	c_000000000001	9160	9897	+	F	GC_00000591	1	persistent	2	0	0
KPL3084___8	c_000000000001	9993	11288	-	F	GC_00001127	1	persistent	3	0	0
KPL3084___9	c_000000000001	11550	12887	-	F	GC_00000748	1	persistent	3	0	0
KPL3084___10	c_000000000001	13208	13507	+	F	GC_00000291	1	persistent	2	0	0
KPL3084___11	c_000000000001	13562	14077	+	F	GC_00000389	1	persistent	2	0	0
KPL3084___12	c_000000000001	14107	14343	+	F	GC_00000223	1	persistent	3	0	0
KPL3084___13	c_000000000001	14652	15938	-	F	GC_00000003	7	persistent	67	8	12
KPL3084___14	c_000000000001	16197	18188	+	F	GC_00000704	1	persistent	3	0	0
KPL3084___15	c_000000000001	18204	18656	+	F	GC_00000477	1	persistent	2	0	0
KPL3084___16	c_000000000001	18837	20231	+	F	GC_00000425	1	persistent	2	1	0
KPL3084___17	c_000000000001	21175	21903	-	F	GC_00001550	1	shell	2	1	0
KPL3084___18	c_000000000001	21900	22355	-	F	GC_00001499	2	shell	0	3	1
KPL3084___19	c_000000000001	22388	22795	-	F	GC_00001499	2	shell	0	3	1
KPL3084___20	c_000000000001	22808	23113	-	F	GC_00001556	1	shell	0	2	1
KPL3084___21	c_000000000001	23097	23339	-	F	GC_00001557	1	shell	2	1	1
KPL3084___22	c_000000000001	23673	23801	+	F	GC_00000002	7	persistent	37	10	4
KPL3084___23	c_000000000001	23764	24717	-	F	GC_00000976	1	persistent	3	1	0
KPL3084___24	c_000000000001	24788	25168	+	F	GC_00000274	1	persistent	2	0	0
KPL3084___25	c_000000000001	25165	25869	+	F	GC_00000525	1	persistent	2	0	0
KPL3084___26	c_000000000001	26006	26398	+	F	GC_00000273	1	persistent	2	0	0
KPL3084___27	c_000000000001	26395	27099	+	F	GC_00000589	1	persistent	2	0	0
KPL3084___28	c_000000000001	27225	28331	+	F	GC_00000096	1	persistent	5	0	0
KPL3084___29	c_000000000001	28665	29042	-	F	GC_00000554	1	persistent	4	0	0
KPL3084___30	c_000000000001	29061	29504	-	F	GC_00000440	1	persistent	2	0	0
KPL3084___31	c_000000000001	29655	30173	+	F	GC_00000779	1	persistent	2	0	0
KPL3084___32	c_000000000001	30251	30961	+	F	GC_00000433	1	persistent	2	0	0
KPL3084___33	c_000000000001	30969	32840	+	F	GC_00000514	1	persistent	2	0	0
KPL3084___34	c_000000000001	32837	34159	+	F	GC_00000916	1	persistent	2	0	0
KPL3084___35	c_000000000001	34149	35012	+	F	GC_00000519	1	persistent	2	0	0
KPL3084___36	c_000000000001	35143	35955	+	F	GC_00000402	1	persistent	3	0	0
KPL3084___37	c_000000000001	36059	37261	+	F	GC_00000993	1	persistent	3	0	0
KPL3084___38	c_000000000001	37482	37961	+	F	GC_00000852	1	persistent	3	0	1
KPL3084___39	c_000000000001	38061	39407	+	F	GC_00000363	1	persistent	2	0	1
KPL3084___40	c_000000000001	39416	40867	+	F	GC_00000142	1	persistent	3	0	0
KPL3084___41	c_000000000001	40941	41495	-	F	GC_00001344	1	persistent	2	0	0
KPL3084___42	c_000000000001	41876	42376	+	F	GC_00000377	1	persistent	2	0	0
KPL3084___43	c_000000000001	42362	42814	-	F	GC_00000954	1	persistent	2	0	0
KPL3084___44	c_000000000001	42865	43506	+	F	GC_00000812	1	persistent	2	0	0
KPL3084___45	c_000000000001	43493	44362	-	F	GC_00001073	1	persistent	2	0	0
KPL3084___46	c_000000000001	44433	44960	-	F	GC_00000975	1	persistent	2	0	2
KPL3084___47	c_000000000001	45186	45464	+	F	GC_00001959	1	cloud	2	0	0
KPL3084___48	c_000000000001	45755	47413	+	F	GC_00000912	1	persistent	2	0	2
KPL3084___49	c_000000000001	47413	48261	+	F	GC_00001295	1	persistent	2	0	0
KPL3084___50	c_000000000001	48320	49909	+	F	GC_00000069	1	persistent	4	0	2
KPL3084___51	c_000000000001	50062	50646	+	F	GC_00001337	1	persistent	2	0	1
KPL3084___52	c_000000000001	50680	50871	+	F	GC_00000234	1	persistent	3	0	0
KPL3084___53	c_000000000001	50840	51256	+	F	GC_00000289	1	persistent	2	0	0
KPL3084___54	c_000000000001	51440	51757	-	F	GC_00000280	1	persistent	2	0	0
KPL3084___55	c_000000000001	51869	52081	-	F	GC_00000431	1	persistent	2	0	0
KPL3084___56	c_000000000001	52134	53264	-	F	GC_00001146	1	persistent	2	2	1
KPL3084___57	c_000000000001	53785	55986	+	F	GC_00001168	1	persistent	2	2	1
KPL3084___58	c_000000000001	55967	56530	+	F	GC_00000759	1	persistent	2	0	0
KPL3084___59	c_000000000001	56640	57569	-	F	GC_00000945	1	persistent	2	0	0
KPL3084___60	c_000000000001	57615	58289	-	F	GC_00000371	1	persistent	2	0	0
KPL3084___61	c_000000000001	58286	59020	-	F	GC_00000508	1	persistent	2	0	1
KPL3084___62	c_000000000001	59275	59688	+	F	GC_00000581	1	persistent	2	0	1
KPL3084___63	c_000000000001	59755	59976	-	F	GC_00000544	1	persistent	2	0	0
KPL3084___64	c_000000000001	60216	61880	+	F	GC_00000960	1	persistent	2	0	0
KPL3084___65	c_000000000001	62023	62874	+	F	GC_00001032	1	persistent	2	0	0
KPL3084___66	c_000000000001	62864	63448	+	F	GC_00001080	1	persistent	2	0	0
KPL3084___67	c_000000000001	63450	64073	+	F	GC_00001117	1	persistent	2	0	0
KPL3084___68	c_000000000001	64105	64692	+	F	GC_00001035	1	persistent	2	0	0
KPL3084___69	c_000000000001	64922	66052	-	F	GC_00001206	1	persistent	2	0	0
KPL3084___70	c_000000000001	66145	67506	+	F	GC_00001205	1	persistent	2	0	1
KPL3084___71	c_000000000001	67521	67727	+	F	GC_00000066	1	persistent	3	1	1
KPL3084___72	c_000000000001	67944	68660	+	F	GC_00001237	1	persistent	2	0	2
KPL3084___73	c_000000000001	68681	69445	+	F	GC_00000593	1	persistent	2	0	0
KPL3084___74	c_000000000001	69435	70358	+	F	GC_00001230	1	persistent	2	0	0
KPL3084___75	c_000000000001	70359	70547	+	F	GC_00000449	1	persistent	2	0	0
KPL3084___76	c_000000000001	70605	71705	+	F	GC_00000696	1	persistent	2	0	0
KPL3084___77	c_000000000001	71722	72405	+	F	GC_00000408	1	persistent	3	0	0
KPL3084___78	c_000000000001	72515	73033	-	F	GC_00001375	1	persistent	2	0	0
KPL3084___79	c_000000000001	73073	73516	-	F	GC_00000509	1	persistent	4	0	1
KPL3084___80	c_000000000001	73781	73903	+	F	GC_00001400	1	persistent	2	0	0
KPL3084___81	c_000000000001	74116	75693	+	F	GC_00000124	1	persistent	4	0	1
KPL3084___82	c_000000000001	75853	76809	+	F	GC_00000532	1	persistent	2	0	0
KPL3084___83	c_000000000001	76816	77643	+	F	GC_00000489	1	persistent	2	0	0
KPL3084___84	c_000000000001	77646	78617	+	F	GC_00001251	1	persistent	2	0	0
KPL3084___85	c_000000000001	78614	79369	+	F	GC_00000729	1	persistent	2	1	2
KPL3084___86	c_000000000001	79546	80664	+	F	GC_00000772	1	persistent	2	1	3
KPL3084___87	c_000000000001	80737	81882	+	F	GC_00001284	1	persistent	2	0	0
KPL3084___88	c_000000000001	81879	84947	+	F	GC_00000204	1	persistent	3	0	0
KPL3084___89	c_000000000001	84973	85701	+	F	GC_00000908	1	persistent	2	0	0
KPL3084___90	c_000000000001	85821	86132	-	F	GC_00000426	1	persistent	2	0	0
KPL3084___91	c_000000000001	86410	87519	+	F	GC_00000416	1	persistent	2	0	0
KPL3084___92	c_000000000001	87656	88192	+	F	GC_00000962	1	persistent	2	0	0
KPL3084___93	c_000000000001	88245	89621	+	F	GC_00000699	1	persistent	2	0	0
KPL3084___94	c_000000000001	89668	90771	+	F	GC_00000445	1	persistent	2	1	0
KPL3084___95	c_000000000001	90843	91217	-	F	GC_00001350	1	persistent	2	3	0
KPL3084___96	c_000000000001	91263	92015	-	F	GC_00001643	1	shell	2	2	0
KPL3084___97	c_000000000001	92832	93041	+	F	GC_00001393	1	persistent	2	5	2
KPL3084___98	c_000000000001	93692	94405	+	F	GC_00000701	1	persistent	3	3	1
KPL3084___99	c_000000000001	94421	96574	+	F	GC_00000125	1	shell	4	4	0
KPL3084___100	c_000000000001	96631	97368	-	F	GC_00000026	1	persistent	3	1	0
KPL3084___101	c_000000000001	97369	98688	-	F	GC_00000027	1	persistent	3	2	2
KPL3084___102	c_000000000001	99155	99958	+	F	GC_00000665	1	persistent	3	0	2
KPL3084___103	c_000000000001	99951	101615	+	F	GC_00000082	1	persistent	4	0	2
KPL3084___104	c_000000000001	101897	102037	+	F	GC_00000046	1	persistent	2	4	5
KPL3084___105	c_000000000001	102184	102315	-	F	GC_00001455	1	shell	2	1	2
KPL3084___106	c_000000000001	102695	102868	-	F	GC_00001887	1	cloud	1	2	0
KPL3084___107	c_000000000001	102861	103370	-	F	GC_00001561	1	shell	3	2	3
KPL3084___108	c_000000000001	104004	105476	+	F	GC_00000788	1	persistent	4	1	1
KPL3084___109	c_000000000001	105851	107425	+	F	GC_00000044	1	persistent	5	0	0
KPL3084___110	c_000000000001	107641	108990	+	F	GC_00000934	1	persistent	2	0	0
KPL3084___111	c_000000000001	108983	109546	+	F	GC_00000457	1	persistent	2	0	0
KPL3084___112	c_000000000001	109557	109919	+	F	GC_00000725	1	persistent	2	1	0
KPL3084___113	c_000000000001	110198	110917	+	F	GC_00000656	1	persistent	2	1	0
KPL3084___114	c_000000000001	110917	111879	+	F	GC_00000613	1	persistent	2	0	0
KPL3084___115	c_000000000001	111967	112614	+	F	GC_00000902	1	persistent	2	0	1
KPL3084___116	c_000000000001	112679	113041	-	F	GC_00000034	1	persistent	2	2	1
KPL3084___117	c_000000000001	113256	113393	-	F	GC_00001432	1	persistent	2	1	0
KPL3084___118	c_000000000001	113530	114360	-	F	GC_00001046	1	persistent	2	1	0
KPL3084___119	c_000000000001	114386	115072	-	F	GC_00000412	1	persistent	2	0	0
KPL3084___120	c_000000000001	115109	116191	-	F	GC_00000775	1	persistent	2	0	0
KPL3084___121	c_000000000001	117188	118465	+	F	GC_00000161	1	persistent	3	0	1
KPL3084___122	c_000000000001	118534	119415	-	F	GC_00001179	1	persistent	2	0	1
KPL3084___123	c_000000000001	119450	119920	-	F	GC_00000009	2	persistent	4	1	0
KPL3084___124	c_000000000001	120440	121195	-	F	GC_00001573	1	shell	2	0	0
KPL3084___125	c_000000000001	121284	121523	-	F	GC_00000056	2	persistent	5	4	2
KPL3084___126	c_000000000001	121520	121819	-	F	GC_00000056	2	persistent	5	4	2
KPL3084___127	c_000000000001	122824	123069	+	F	GC_00000085	2	shell	5	3	3
KPL3084___128	c_000000000001	123020	123934	+	F	GC_00000085	2	shell	5	3	3
KPL3084___129	c_000000000001	124048	124248	+	F	GC_00001389	1	persistent	2	4	5
KPL3084___130	c_000000000001	124409	124909	+	F	GC_00001440	1	shell	2	5	0
KPL3084___131	c_000000000001	125228	125626	+	F	GC_00001720	1	shell	0	4	0
KPL3084___132	c_000000000001	125654	125938	+	F	GC_00001812	1	shell	0	2	0
KPL3084___133	c_000000000001	126120	127763	+	F	GC_00001685	1	shell	1	4	0
KPL3084___134	c_000000000001	128154	128621	+	F	GC_00001698	1	shell	2	2	0
KPL3084___135	c_000000000001	128883	129968	-	F	GC_00001662	1	shell	0	3	0
KPL3084___136	c_000000000001	129982	130983	+	F	GC_00001693	1	shell	1	1	0
KPL3084___137	c_000000000001	131197	131952	-	F	GC_00000068	1	persistent	5	4	2
KPL3084___138	c_000000000001	131970	133280	-	F	GC_00001441	1	persistent	2	2	2
KPL3084___139	c_000000000001	133700	133837	+	F	GC_00001799	1	shell	2	1	0
KPL3084___140	c_000000000001	133850	134269	+	F	GC_00001359	1	persistent	2	2	1
KPL3084___141	c_000000000001	134253	135140	+	F	GC_00001358	1	persistent	2	0	0
KPL3084___142	c_000000000001	135133	135897	+	F	GC_00001347	1	persistent	2	0	0
KPL3084___143	c_000000000001	135924	136685	+	F	GC_00001369	1	persistent	4	1	0
KPL3084___144	c_000000000001	137271	137786	+	F	GC_00001260	1	persistent	2	1	0
KPL3084___145	c_000000000001	137805	138761	+	F	GC_00001130	1	persistent	2	2	2
KPL3084___146	c_000000000001	139048	139233	+	F	GC_00001417	1	persistent	2	3	0
KPL3084___147	c_000000000001	139815	140366	-	F	GC_00001431	1	persistent	3	3	2
KPL3084___148	c_000000000001	141058	141234	+	F	GC_00001784	1	shell	1	1	1
KPL3084___149	c_000000000001	141252	141422	+	F	GC_00001782	1	shell	1	1	0
KPL3084___150	c_000000000001	141571	142266	+	F	GC_00001394	1	persistent	3	2	2
KPL3084___151	c_000000000001	142641	142820	-	F	GC_00000077	1	shell	7	4	3
KPL3084___152	c_000000000001	143047	144483	+	F	GC_00001279	1	persistent	3	1	1
KPL3084___153	c_000000000001	144473	144880	+	F	GC_00000845	1	persistent	2	0	0
KPL3084___154	c_000000000001	144877	145623	+	F	GC_00000733	1	persistent	2	0	0
KPL3084___155	c_000000000001	145817	148105	+	F	GC_00000207	1	persistent	3	0	0
KPL3084___156	c_000000000001	148267	149136	+	F	GC_00001131	1	persistent	2	0	0
KPL3084___157	c_000000000001	149200	149931	-	F	GC_00001219	1	persistent	2	0	0
KPL3084___158	c_000000000001	149928	151175	-	F	GC_00001015	1	persistent	2	0	0
KPL3084___159	c_000000000001	151427	153001	+	F	GC_00001200	1	persistent	2	0	0
KPL3084___160	c_000000000001	153004	154617	+	F	GC_00001236	1	persistent	2	0	0
KPL3084___161	c_000000000001	154718	155128	-	F	GC_00000686	1	persistent	3	0	0
KPL3084___162	c_000000000001	155271	156743	+	F	GC_00000186	1	persistent	3	0	1
KPL3084___163	c_000000000001	156973	157500	-	F	GC_00001054	1	persistent	2	0	2
KPL3084___164	c_000000000001	157728	158678	-	F	GC_00000633	1	persistent	2	0	0
KPL3084___165	c_000000000001	158694	159491	-	F	GC_00000530	1	persistent	2	0	0
KPL3084___166	c_000000000001	159510	160487	-	F	GC_00000580	1	persistent	2	0	0
KPL3084___167	c_000000000001	160512	161003	-	F	GC_00000303	1	persistent	3	2	1
KPL3084___168	c_000000000001	161603	161767	+	F	GC_00001990	1	cloud	2	1	0
KPL3084___169	c_000000000001	161943	162200	-	F	GC_00000036	2	persistent	3	0	1
KPL3084___170	c_000000000001	162197	162463	-	F	GC_00000032	2	persistent	2	0	0
KPL3084___171	c_000000000001	162456	162698	-	F	GC_00000033	2	persistent	2	1	0
KPL3084___172	c_000000000001	162701	163021	-	F	GC_00001620	2	shell	1	3	0
KPL3084___173	c_000000000001	162984	163715	-	F	GC_00001620	2	shell	1	3	0
KPL3084___174	c_000000000001	164043	164492	+	F	GC_00001574	1	shell	0	4	3
KPL3084___175	c_000000000001	164732	165013	+	F	GC_00001660	1	shell	0	2	0
KPL3084___176	c_000000000001	165069	165233	+	F	GC_00001659	1	shell	1	2	0
KPL3084___177	c_000000000001	165465	165995	-	F	GC_00001498	1	shell	2	2	1
KPL3084___178	c_000000000001	166057	168822	-	F	GC_00001275	1	persistent	2	3	1
KPL3084___179	c_000000000001	168979	170259	-	F	GC_00000997	1	persistent	2	2	0
KPL3084___180	c_000000000001	170261	171265	-	F	GC_00001090	1	persistent	2	0	0
KPL3084___181	c_000000000001	171409	172365	-	F	GC_00001268	1	persistent	2	0	0
KPL3084___182	c_000000000001	172461	172790	-	F	GC_00000799	1	persistent	2	1	2
KPL3084___183	c_000000000001	172883	172990	-	F	GC_00001769	1	shell	2	0	0
KPL3084___184	c_000000000001	173097	173657	-	F	GC_00000913	1	persistent	2	1	3
KPL3084___185	c_000000000001	173803	174405	+	F	GC_00000619	1	persistent	3	0	0
KPL3084___186	c_000000000001	174681	175070	+	F	GC_00001056	1	persistent	3	0	0
KPL3084___187	c_000000000001	175119	176387	-	F	GC_00001259	1	persistent	3	0	0
KPL3084___188	c_000000000001	176938	177912	-	F	GC_00000309	1	persistent	3	0	0
KPL3084___189	c_000000000001	178230	178691	+	F	GC_00000446	1	persistent	2	0	0
KPL3084___190	c_000000000001	178697	179641	+	F	GC_00001123	1	persistent	2	0	0
KPL3084___191	c_000000000001	179681	179905	+	F	GC_00000313	1	persistent	2	0	0
KPL3084___192	c_000000000001	179928	180899	+	F	GC_00000924	1	persistent	2	0	0
KPL3084___193	c_000000000001	180948	181895	+	F	GC_00001095	1	persistent	2	0	0
KPL3084___194	c_000000000001	181892	182614	+	F	GC_00000650	1	persistent	2	0	0
KPL3084___195	c_000000000001	182614	183867	+	F	GC_00001265	1	persistent	2	0	0
KPL3084___196	c_000000000001	183869	184363	+	F	GC_00000787	1	persistent	2	0	0
KPL3084___197	c_000000000001	184364	184798	+	F	GC_00000462	1	persistent	2	0	0
KPL3084___198	c_000000000001	184800	186164	+	F	GC_00000853	1	persistent	2	0	0
KPL3084___199	c_000000000001	186187	186516	+	F	GC_00000160	2	persistent	3	0	0
KPL3084___200	c_000000000001	186470	187060	+	F	GC_00000160	2	persistent	3	0	0
KPL3084___201	c_000000000001	187047	187832	+	F	GC_00001002	1	persistent	2	0	0
KPL3084___202	c_000000000001	188278	188586	+	F	GC_00000290	1	persistent	2	0	0
KPL3084___203	c_000000000001	188630	189262	+	F	GC_00000435	1	persistent	2	0	0
KPL3084___204	c_000000000001	189291	189914	+	F	GC_00000323	1	persistent	2	0	0
KPL3084___205	c_000000000001	189914	190204	+	F	GC_00000281	1	persistent	2	0	0
KPL3084___206	c_000000000001	190246	191091	+	F	GC_00000475	1	persistent	2	0	0
KPL3084___207	c_000000000001	191138	191416	+	F	GC_00000214	1	persistent	2	0	0
