gene	contig	start	stop	strand	ori	family	nb_copy_in_org	partition	persistent_neighbors	shell_neighbors	cloud_neighbors
KPL3052___1	c_000000000001	1	1338	+	F	GC_00000444	1	persistent	2	0	0
KPL3052___2	c_000000000001	1569	2705	+	F	GC_00000336	1	persistent	2	0	0
KPL3052___3	c_000000000001	2921	3157	+	F	GC_00000607	1	persistent	2	0	0
KPL3052___4	c_000000000001	3160	4305	+	F	GC_00001106	1	persistent	2	0	0
KPL3052___5	c_000000000001	4308	6254	+	F	GC_00000126	1	persistent	3	0	0
KPL3052___6	c_000000000001	6349	9012	+	F	GC_00001181	1	persistent	2	0	0
KPL3052___7	c_000000000001	9159	9896	+	F	GC_00000591	1	persistent	2	0	0
KPL3052___8	c_000000000001	9991	11286	-	F	GC_00001127	1	persistent	3	0	0
KPL3052___9	c_000000000001	11548	12885	-	F	GC_00000748	1	persistent	3	0	0
KPL3052___10	c_000000000001	13204	13503	+	F	GC_00000291	1	persistent	2	0	0
KPL3052___11	c_000000000001	13558	14073	+	F	GC_00000389	1	persistent	2	0	0
KPL3052___12	c_000000000001	14103	14339	+	F	GC_00000223	1	persistent	3	0	0
KPL3052___13	c_000000000001	14489	16480	+	F	GC_00000704	1	persistent	3	0	0
KPL3052___14	c_000000000001	16496	16948	+	F	GC_00000477	1	persistent	2	0	0
KPL3052___15	c_000000000001	17129	18523	+	F	GC_00000425	1	persistent	2	1	0
KPL3052___16	c_000000000001	18590	19543	-	F	GC_00000976	1	persistent	3	1	0
KPL3052___17	c_000000000001	19614	19997	+	F	GC_00000274	1	persistent	2	0	0
KPL3052___18	c_000000000001	19990	20694	+	F	GC_00000525	1	persistent	2	0	0
KPL3052___19	c_000000000001	20831	21223	+	F	GC_00000273	1	persistent	2	0	0
KPL3052___20	c_000000000001	21220	21924	+	F	GC_00000589	1	persistent	2	0	0
KPL3052___21	c_000000000001	22050	23156	+	F	GC_00000096	1	persistent	5	0	0
KPL3052___22	c_000000000001	23490	23867	-	F	GC_00000554	1	persistent	4	0	0
KPL3052___23	c_000000000001	23886	24329	-	F	GC_00000440	1	persistent	2	0	0
KPL3052___24	c_000000000001	24480	24998	+	F	GC_00000779	1	persistent	2	0	0
KPL3052___25	c_000000000001	25076	25786	+	F	GC_00000433	1	persistent	2	0	0
KPL3052___26	c_000000000001	25794	27665	+	F	GC_00000514	1	persistent	2	0	0
KPL3052___27	c_000000000001	27662	28984	+	F	GC_00000916	1	persistent	2	0	0
KPL3052___28	c_000000000001	28974	29837	+	F	GC_00000519	1	persistent	2	0	0
KPL3052___29	c_000000000001	29968	30780	+	F	GC_00000402	1	persistent	3	0	0
KPL3052___30	c_000000000001	30884	32086	+	F	GC_00000993	1	persistent	3	0	0
KPL3052___31	c_000000000001	32307	32786	+	F	GC_00000852	1	persistent	3	0	1
KPL3052___32	c_000000000001	32886	34232	+	F	GC_00000363	1	persistent	2	0	1
KPL3052___33	c_000000000001	34241	35692	+	F	GC_00000142	1	persistent	3	0	0
KPL3052___34	c_000000000001	35762	36316	-	F	GC_00001344	1	persistent	2	0	0
KPL3052___35	c_000000000001	36696	37196	+	F	GC_00000377	1	persistent	2	0	0
KPL3052___36	c_000000000001	37182	37634	-	F	GC_00000954	1	persistent	2	0	0
