gene	contig	start	stop	strand	ori	family	nb_copy_in_org	partition	persistent_neighbors	shell_neighbors	cloud_neighbors
KPL1930_CDC2949_98___1	c_000000000006	186	1784	-	F	GC_00000090	1	persistent	4	0	0
KPL1930_CDC2949_98___2	c_000000000006	1968	2513	-	F	GC_00000119	1	persistent	2	0	0
KPL1930_CDC2949_98___3	c_000000000006	2659	4053	-	F	GC_00000106	1	persistent	2	0	0
KPL1930_CDC2949_98___4	c_000000000006	4073	4546	-	F	GC_00000095	1	persistent	2	0	0
KPL1930_CDC2949_98___5	c_000000000006	4533	5771	-	F	GC_00000195	1	persistent	2	0	0
KPL1930_CDC2949_98___6	c_000000000006	5768	7060	-	F	GC_00000150	1	persistent	2	0	0
KPL1930_CDC2949_98___7	c_000000000006	7073	7846	-	F	GC_00000094	1	persistent	2	0	0
KPL1930_CDC2949_98___8	c_000000000006	8054	8422	-	F	GC_00000129	1	persistent	2	0	0
KPL1930_CDC2949_98___9	c_000000000006	8440	9501	-	F	GC_00000048	1	persistent	3	0	0
KPL1930_CDC2949_98___10	c_000000000006	9511	9741	-	F	GC_00000104	1	persistent	3	0	0
KPL1930_CDC2949_98___11	c_000000000006	9814	10551	-	F	GC_00000847	1	persistent	2	0	0
KPL1930_CDC2949_98___12	c_000000000006	10613	11824	-	F	GC_00000047	1	persistent	4	0	0
KPL1930_CDC2949_98___13	c_000000000006	12835	13173	+	F	GC_00000139	1	persistent	3	0	0
KPL1930_CDC2949_98___14	c_000000000006	13265	13375	+	F	GC_00000008	2	persistent	8	8	9
KPL1930_CDC2949_98___15	c_000000000006	13560	14291	-	F	GC_00000014	1	persistent	5	1	0
KPL1930_CDC2949_98___16	c_000000000006	14284	15417	-	F	GC_00000152	1	persistent	2	0	0
KPL1930_CDC2949_98___17	c_000000000006	15437	16279	-	F	GC_00000183	1	persistent	2	0	0
KPL1930_CDC2949_98___18	c_000000000006	16292	17773	-	F	GC_00000079	1	persistent	3	0	1
KPL1930_CDC2949_98___19	c_000000000006	17770	18873	-	F	GC_00001086	1	persistent	2	0	0
KPL1930_CDC2949_98___20	c_000000000006	18873	19607	-	F	GC_00000928	1	persistent	2	0	0
KPL1930_CDC2949_98___21	c_000000000006	19700	20620	-	F	GC_00000801	1	persistent	2	0	0
KPL1930_CDC2949_98___22	c_000000000006	20755	21720	+	F	GC_00000791	1	persistent	2	0	0
KPL1930_CDC2949_98___23	c_000000000006	21704	22714	+	F	GC_00001280	1	persistent	3	0	0
KPL1930_CDC2949_98___24	c_000000000006	22746	23852	+	F	GC_00001379	1	persistent	2	0	0
KPL1930_CDC2949_98___25	c_000000000006	23810	24862	+	F	GC_00000870	1	persistent	4	0	0
KPL1930_CDC2949_98___26	c_000000000006	24972	25451	-	F	GC_00000839	1	persistent	4	0	0
KPL1930_CDC2949_98___27	c_000000000006	25651	25980	-	F	GC_00001341	1	persistent	2	0	0
