gene	contig	start	stop	strand	ori	family	nb_copy_in_org	partition	persistent_neighbors	shell_neighbors	cloud_neighbors
KPL3250___1	c_000000000001	1	1338	+	F	GC_00000444	1	persistent	2	0	0
KPL3250___2	c_000000000001	1569	2705	+	F	GC_00000336	1	persistent	2	0	0
KPL3250___3	c_000000000001	2922	3158	+	F	GC_00000607	1	persistent	2	0	0
KPL3250___4	c_000000000001	3161	4306	+	F	GC_00001106	1	persistent	2	0	0
KPL3250___5	c_000000000001	4309	6255	+	F	GC_00000126	1	persistent	3	0	0
KPL3250___6	c_000000000001	6350	9013	+	F	GC_00001181	1	persistent	2	0	0
KPL3250___7	c_000000000001	9160	9897	+	F	GC_00000591	1	persistent	2	0	0
KPL3250___8	c_000000000001	9992	11287	-	F	GC_00001127	1	persistent	3	0	0
KPL3250___9	c_000000000001	11548	12885	-	F	GC_00000748	1	persistent	3	0	0
KPL3250___10	c_000000000001	13206	13505	+	F	GC_00000291	1	persistent	2	0	0
KPL3250___11	c_000000000001	13560	14075	+	F	GC_00000389	1	persistent	2	0	0
KPL3250___12	c_000000000001	14105	14341	+	F	GC_00000223	1	persistent	3	0	0
KPL3250___13	c_000000000001	14491	16482	+	F	GC_00000704	1	persistent	3	0	0
KPL3250___14	c_000000000001	16498	16950	+	F	GC_00000477	1	persistent	2	0	0
KPL3250___15	c_000000000001	17131	18525	+	F	GC_00000425	1	persistent	2	1	0
KPL3250___16	c_000000000001	18592	19545	-	F	GC_00000976	1	persistent	3	1	0
KPL3250___17	c_000000000001	19616	19999	+	F	GC_00000274	1	persistent	2	0	0
KPL3250___18	c_000000000001	19992	20696	+	F	GC_00000525	1	persistent	2	0	0
KPL3250___19	c_000000000001	20833	21225	+	F	GC_00000273	1	persistent	2	0	0
KPL3250___20	c_000000000001	21222	21926	+	F	GC_00000589	1	persistent	2	0	0
KPL3250___21	c_000000000001	22052	23158	+	F	GC_00000096	1	persistent	5	0	0
KPL3250___22	c_000000000001	23491	23868	-	F	GC_00000554	1	persistent	4	0	0
KPL3250___23	c_000000000001	23887	24330	-	F	GC_00000440	1	persistent	2	0	0
KPL3250___24	c_000000000001	24481	24999	+	F	GC_00000779	1	persistent	2	0	0
KPL3250___25	c_000000000001	25077	25787	+	F	GC_00000433	1	persistent	2	0	0
KPL3250___26	c_000000000001	25795	27666	+	F	GC_00000514	1	persistent	2	0	0
KPL3250___27	c_000000000001	27663	28985	+	F	GC_00000916	1	persistent	2	0	0
KPL3250___28	c_000000000001	28975	29838	+	F	GC_00000519	1	persistent	2	0	0
KPL3250___29	c_000000000001	29969	30781	+	F	GC_00000402	1	persistent	3	0	0
KPL3250___30	c_000000000001	30885	32087	+	F	GC_00000993	1	persistent	3	0	0
KPL3250___31	c_000000000001	32308	32787	+	F	GC_00000852	1	persistent	3	0	1
KPL3250___32	c_000000000001	32887	34233	+	F	GC_00000363	1	persistent	2	0	1
KPL3250___33	c_000000000001	34242	35693	+	F	GC_00000142	1	persistent	3	0	0
KPL3250___34	c_000000000001	35767	36321	-	F	GC_00001344	1	persistent	2	0	0
KPL3250___35	c_000000000001	36702	37202	+	F	GC_00000377	1	persistent	2	0	0
KPL3250___36	c_000000000001	37188	37640	-	F	GC_00000954	1	persistent	2	0	0
KPL3250___37	c_000000000001	37691	38332	+	F	GC_00000812	1	persistent	2	0	0
KPL3250___38	c_000000000001	38319	39188	-	F	GC_00001073	1	persistent	2	0	0
KPL3250___39	c_000000000001	39259	39786	-	F	GC_00000975	1	persistent	2	0	2
KPL3250___40	c_000000000001	40578	42236	+	F	GC_00000912	1	persistent	2	0	2
KPL3250___41	c_000000000001	42236	43084	+	F	GC_00001295	1	persistent	2	0	0
KPL3250___42	c_000000000001	43134	44723	+	F	GC_00000069	1	persistent	4	0	2
KPL3250___43	c_000000000001	44876	45460	+	F	GC_00001337	1	persistent	2	0	1
KPL3250___44	c_000000000001	45494	45685	+	F	GC_00000234	1	persistent	3	0	0
KPL3250___45	c_000000000001	45654	46070	+	F	GC_00000289	1	persistent	2	0	0
KPL3250___46	c_000000000001	46254	46571	-	F	GC_00000280	1	persistent	2	0	0
