gene	contig	start	stop	strand	ori	family	nb_copy_in_org	partition	persistent_neighbors	shell_neighbors	cloud_neighbors
KPL3256___1	c_000000000001	677	868	+	F	GC_00002307	2	cloud	0	1	1
KPL3256___2	c_000000000001	829	1935	-	F	GC_00002280	2	cloud	0	0	2
KPL3256___3	c_000000000001	2076	3047	-	F	GC_00002292	2	cloud	0	0	2
KPL3256___4	c_000000000001	3077	3700	-	F	GC_00002036	2	cloud	0	0	6
KPL3256___5	c_000000000001	3889	4125	+	F	GC_00002219	2	cloud	0	0	2
KPL3256___6	c_000000000001	4215	4406	+	F	GC_00002137	2	cloud	0	0	4
KPL3256___7	c_000000000001	4539	4694	+	F	GC_00002151	2	cloud	0	0	4
KPL3256___8	c_000000000001	4696	4839	+	F	GC_00002227	2	cloud	0	0	2
KPL3256___9	c_000000000001	4816	5175	-	F	GC_00002237	2	cloud	0	0	2
KPL3256___10	c_000000000001	5275	5577	+	F	GC_00001807	2	cloud	0	0	6
KPL3256___11	c_000000000001	5578	5757	+	F	GC_00001739	2	cloud	0	0	7
KPL3256___12	c_000000000001	5750	5983	+	F	GC_00002304	2	cloud	0	0	2
KPL3256___13	c_000000000001	5970	7289	+	F	GC_00002325	2	cloud	0	0	2
KPL3256___14	c_000000000001	7289	8437	+	F	GC_00002329	2	cloud	0	0	2
KPL3256___15	c_000000000001	8440	8919	+	F	GC_00002302	2	cloud	0	0	2
KPL3256___16	c_000000000001	8931	10511	+	F	GC_00002448	2	cloud	0	0	2
KPL3256___17	c_000000000001	10523	12724	+	F	GC_00002451	2	cloud	0	0	3
KPL3256___18	c_000000000001	13108	13524	+	F	GC_00002771	1	cloud	0	0	2
KPL3256___19	c_000000000001	13525	13728	+	F	GC_00002611	1	cloud	0	0	2
KPL3256___20	c_000000000001	13780	13986	+	F	GC_00001853	1	cloud	0	0	8
KPL3256___21	c_000000000001	13983	14213	+	F	GC_00001980	1	cloud	0	0	3
KPL3256___22	c_000000000001	14194	14622	+	F	GC_00002157	1	cloud	0	0	3
KPL3256___23	c_000000000001	14622	14819	+	F	GC_00001865	1	cloud	0	0	6
KPL3256___24	c_000000000001	14842	15195	+	F	GC_00001984	1	cloud	0	0	6
KPL3256___25	c_000000000001	15188	15568	+	F	GC_00002131	1	cloud	0	0	4
KPL3256___26	c_000000000001	15579	16217	+	F	GC_00002044	1	cloud	0	0	5
KPL3256___27	c_000000000001	16246	16635	+	F	GC_00001747	1	cloud	0	0	10
KPL3256___28	c_000000000001	16647	16841	+	F	GC_00002331	1	cloud	0	0	4
KPL3256___29	c_000000000001	16831	17367	+	F	GC_00002404	1	cloud	0	0	3
KPL3256___30	c_000000000001	17382	17576	+	F	GC_00001923	1	cloud	0	0	6
KPL3256___31	c_000000000001	17576	17911	+	F	GC_00002051	1	cloud	0	0	5
KPL3256___32	c_000000000001	17911	18066	+	F	GC_00002172	1	cloud	0	0	4
KPL3256___33	c_000000000001	18063	18647	+	F	GC_00001777	1	cloud	0	0	9
KPL3256___34	c_000000000001	18830	19312	+	F	GC_00002175	1	cloud	0	0	3
KPL3256___35	c_000000000001	19371	20540	+	F	GC_00002188	1	cloud	0	0	2
KPL3256___36	c_000000000001	20540	21934	+	F	GC_00002205	1	cloud	0	0	4
KPL3256___37	c_000000000001	21927	23543	+	F	GC_00002463	1	cloud	0	0	2
KPL3256___38	c_000000000001	23518	23715	+	F	GC_00001989	2	cloud	2	1	3
KPL3256___39	c_000000000001	23909	24124	+	F	GC_00002069	1	cloud	0	0	7
KPL3256___40	c_000000000001	24245	24826	+	F	GC_00002189	1	cloud	0	0	3
KPL3256___41	c_000000000001	24830	25186	+	F	GC_00002130	1	cloud	0	0	2
KPL3256___42	c_000000000001	25190	26269	+	F	GC_00002208	1	cloud	0	0	2
KPL3256___43	c_000000000001	26282	26560	+	F	GC_00002170	1	cloud	0	0	2
KPL3256___44	c_000000000001	26550	26876	+	F	GC_00002168	1	cloud	0	0	2
KPL3256___45	c_000000000001	26873	27169	+	F	GC_00002145	1	cloud	0	0	2
KPL3256___46	c_000000000001	27170	27514	+	F	GC_00002169	1	cloud	0	0	2
KPL3256___47	c_000000000001	27514	27900	+	F	GC_00002162	1	cloud	0	0	2
KPL3256___48	c_000000000001	27912	28442	+	F	GC_00002095	1	cloud	0	0	2
KPL3256___49	c_000000000001	28507	28920	+	F	GC_00002126	1	cloud	0	0	2
KPL3256___50	c_000000000001	29001	29294	+	F	GC_00002174	1	cloud	0	0	2
KPL3256___51	c_000000000001	29295	32936	+	F	GC_00002195	1	cloud	0	0	2
KPL3256___52	c_000000000001	32951	33715	+	F	GC_00001979	1	cloud	0	0	3
KPL3256___53	c_000000000001	33712	35907	+	F	GC_00001983	1	cloud	0	0	3
KPL3256___54	c_000000000001	35908	37551	+	F	GC_00001924	1	cloud	0	0	4
KPL3256___55	c_000000000001	37555	37929	+	F	GC_00001919	1	cloud	0	0	2
KPL3256___56	c_000000000001	37974	38321	+	F	GC_00001858	1	cloud	0	0	4
KPL3256___57	c_000000000001	38341	40404	+	F	GC_00001862	1	cloud	0	0	4
KPL3256___58	c_000000000001	40391	40834	+	F	GC_00001922	1	cloud	0	0	2
KPL3256___59	c_000000000001	40838	41266	+	F	GC_00001920	1	cloud	0	0	2
KPL3256___60	c_000000000001	41268	41558	+	F	GC_00001918	1	cloud	0	0	2
KPL3256___61	c_000000000001	41607	41945	+	F	GC_00001910	1	cloud	0	0	2
KPL3256___62	c_000000000001	41942	42208	+	F	GC_00001843	1	cloud	0	0	6
KPL3256___63	c_000000000001	42212	43177	+	F	GC_00002073	1	cloud	0	0	3
KPL3256___64	c_000000000001	43181	44167	+	F	GC_00001781	1	cloud	1	1	13
KPL3256___65	c_000000000001	44247	44501	-	F	GC_00002428	1	cloud	0	1	3
KPL3256___66	c_000000000001	44593	44796	-	F	GC_00001453	2	shell	2	2	7
KPL3256___67	c_000000000001	44961	45071	-	F	GC_00002140	1	cloud	1	1	2
KPL3256___68	c_000000000001	45319	45663	-	F	GC_00002406	1	cloud	0	1	3
KPL3256___69	c_000000000001	45757	46221	-	F	GC_00001453	2	shell	2	2	7
KPL3256___70	c_000000000001	46208	46747	-	F	GC_00002374	1	cloud	0	1	1
KPL3256___71	c_000000000001	46744	48027	-	F	GC_00002340	1	cloud	0	0	2
KPL3256___72	c_000000000001	47996	49249	-	F	GC_00002335	1	cloud	0	0	2
KPL3256___73	c_000000000001	49234	49455	-	F	GC_00002409	1	cloud	0	0	2
KPL3256___74	c_000000000001	49457	49834	-	F	GC_00002370	1	cloud	0	0	2
KPL3256___75	c_000000000001	49849	50193	-	F	GC_00002268	1	cloud	0	0	2
KPL3256___76	c_000000000001	50376	50975	+	F	GC_00002057	1	cloud	4	0	3
KPL3256___77	c_000000000001	51304	51795	+	F	GC_00000470	1	persistent	3	0	2
KPL3256___78	c_000000000001	51830	52300	+	F	GC_00000009	2	persistent	4	1	0
KPL3256___79	c_000000000001	52436	54460	+	F	GC_00000963	1	persistent	3	0	0
KPL3256___80	c_000000000001	54638	56263	+	F	GC_00001036	1	persistent	3	0	0
KPL3256___81	c_000000000001	56580	57470	+	F	GC_00001030	1	persistent	2	0	0
KPL3256___82	c_000000000001	57646	58617	+	F	GC_00000823	1	persistent	2	0	0
KPL3256___83	c_000000000001	58759	60450	-	F	GC_00000636	1	persistent	2	0	0
KPL3256___84	c_000000000001	60764	61099	+	F	GC_00000473	1	persistent	2	1	0
KPL3256___85	c_000000000001	61307	62023	+	F	GC_00000288	1	persistent	2	1	0
KPL3256___86	c_000000000001	62026	63483	+	F	GC_00000481	1	persistent	2	0	0
KPL3256___87	c_000000000001	63507	64688	+	F	GC_00000736	1	persistent	2	0	0
