gene	contig	start	stop	strand	ori	family	nb_copy_in_org	partition	persistent_neighbors	shell_neighbors	cloud_neighbors
KPL3050___1	c_000000000001	1	1338	+	F	GC_00000444	1	persistent	2	0	0
KPL3050___2	c_000000000001	1569	2705	+	F	GC_00000336	1	persistent	2	0	0
KPL3050___3	c_000000000001	2920	3156	+	F	GC_00000607	1	persistent	2	0	0
KPL3050___4	c_000000000001	3159	4304	+	F	GC_00001106	1	persistent	2	0	0
KPL3050___5	c_000000000001	4307	6253	+	F	GC_00000126	1	persistent	3	0	0
KPL3050___6	c_000000000001	6348	9011	+	F	GC_00001181	1	persistent	2	0	0
KPL3050___7	c_000000000001	9158	9895	+	F	GC_00000591	1	persistent	2	0	0
KPL3050___8	c_000000000001	9991	11286	-	F	GC_00001127	1	persistent	3	0	0
KPL3050___9	c_000000000001	11548	12885	-	F	GC_00000748	1	persistent	3	0	0
KPL3050___10	c_000000000001	13204	13503	+	F	GC_00000291	1	persistent	2	0	0
KPL3050___11	c_000000000001	13558	14073	+	F	GC_00000389	1	persistent	2	0	0
KPL3050___12	c_000000000001	14103	14339	+	F	GC_00000223	1	persistent	3	0	0
KPL3050___13	c_000000000001	14489	16480	+	F	GC_00000704	1	persistent	3	0	0
KPL3050___14	c_000000000001	16496	16948	+	F	GC_00000477	1	persistent	2	0	0
KPL3050___15	c_000000000001	17129	18523	+	F	GC_00000425	1	persistent	2	1	0
KPL3050___16	c_000000000001	18590	19543	-	F	GC_00000976	1	persistent	3	1	0
KPL3050___17	c_000000000001	19614	19997	+	F	GC_00000274	1	persistent	2	0	0
KPL3050___18	c_000000000001	19990	20694	+	F	GC_00000525	1	persistent	2	0	0
KPL3050___19	c_000000000001	20831	21223	+	F	GC_00000273	1	persistent	2	0	0
KPL3050___20	c_000000000001	21220	21924	+	F	GC_00000589	1	persistent	2	0	0
KPL3050___21	c_000000000001	22050	23156	+	F	GC_00000096	1	persistent	5	0	0
KPL3050___22	c_000000000001	23489	23866	-	F	GC_00000554	1	persistent	4	0	0
KPL3050___23	c_000000000001	23885	24328	-	F	GC_00000440	1	persistent	2	0	0
KPL3050___24	c_000000000001	24479	24997	+	F	GC_00000779	1	persistent	2	0	0
KPL3050___25	c_000000000001	25075	25785	+	F	GC_00000433	1	persistent	2	0	0
KPL3050___26	c_000000000001	25793	27664	+	F	GC_00000514	1	persistent	2	0	0
KPL3050___27	c_000000000001	27661	28983	+	F	GC_00000916	1	persistent	2	0	0
KPL3050___28	c_000000000001	28973	29836	+	F	GC_00000519	1	persistent	2	0	0
KPL3050___29	c_000000000001	29967	30779	+	F	GC_00000402	1	persistent	3	0	0
KPL3050___30	c_000000000001	30883	32085	+	F	GC_00000993	1	persistent	3	0	0
KPL3050___31	c_000000000001	32307	32786	+	F	GC_00000852	1	persistent	3	0	1
KPL3050___32	c_000000000001	32886	34232	+	F	GC_00000363	1	persistent	2	0	1
KPL3050___33	c_000000000001	34241	35692	+	F	GC_00000142	1	persistent	3	0	0
KPL3050___34	c_000000000001	35762	36316	-	F	GC_00001344	1	persistent	2	0	0
KPL3050___35	c_000000000001	36696	37196	+	F	GC_00000377	1	persistent	2	0	0
KPL3050___36	c_000000000001	37182	37634	-	F	GC_00000954	1	persistent	2	0	0
KPL3050___37	c_000000000001	37685	38326	+	F	GC_00000812	1	persistent	2	0	0
KPL3050___38	c_000000000001	38313	39182	-	F	GC_00001073	1	persistent	2	0	0
KPL3050___39	c_000000000001	39253	39780	-	F	GC_00000975	1	persistent	2	0	2
KPL3050___40	c_000000000001	40572	42230	+	F	GC_00000912	1	persistent	2	0	2
KPL3050___41	c_000000000001	42230	43078	+	F	GC_00001295	1	persistent	2	0	0
KPL3050___42	c_000000000001	43137	44726	+	F	GC_00000069	1	persistent	4	0	2
