gene_callers_id	contig	start	stop	direction	partial	call_type	source	version
1	c_000000000001	512	866	f	0	1	Prodigal	002006
2	c_000000000001	897	1245	f	0	1	Prodigal	002006
3	c_000000000001	1342	2440	r	0	1	Prodigal	002006
4	c_000000000001	2612	3617	f	0	1	Prodigal	002006
5	c_000000000001	3930	5784	f	0	1	Prodigal	002006
6	c_000000000001	5860	8413	r	0	1	Prodigal	002006
7	c_000000000001	8747	8975	f	0	1	Prodigal	002006
8	c_000000000001	8971	9238	f	0	1	Prodigal	002006
9	c_000000000001	9348	10314	r	0	1	Prodigal	002006
10	c_000000000001	10449	12255	r	0	1	Prodigal	002006
11	c_000000000001	12408	12876	r	0	1	Prodigal	002006
12	c_000000000001	13277	14543	r	0	1	Prodigal	002006
13	c_000000000001	14587	15571	r	0	1	Prodigal	002006
14	c_000000000001	15692	17375	f	0	1	Prodigal	002006
15	c_000000000001	17468	18923	f	0	1	Prodigal	002006
16	c_000000000001	19013	19262	r	0	1	Prodigal	002006
17	c_000000000001	19697	20108	f	0	1	Prodigal	002006
18	c_000000000001	20288	20459	f	0	1	Prodigal	002006
19	c_000000000001	20866	21256	f	0	1	Prodigal	002006
20	c_000000000001	21252	21765	f	0	1	Prodigal	002006
21	c_000000000001	21748	22474	f	0	1	Prodigal	002006
22	c_000000000001	22486	23185	f	0	1	Prodigal	002006
23	c_000000000001	23189	24674	f	0	1	Prodigal	002006
24	c_000000000001	24654	25254	f	0	1	Prodigal	002006
25	c_000000000001	25381	25564	f	0	1	Prodigal	002006
26	c_000000000001	26086	26431	f	0	1	Prodigal	002006
27	c_000000000001	26507	26735	f	0	1	Prodigal	002006
28	c_000000000001	26851	27481	r	0	1	Prodigal	002006
29	c_000000000001	27617	28502	f	0	1	Prodigal	002006
30	c_000000000001	28741	29038	f	0	1	Prodigal	002006
31	c_000000000001	29129	31154	f	0	1	Prodigal	002006
32	c_000000000001	31153	31789	f	0	1	Prodigal	002006
33	c_000000000001	31976	32312	f	0	1	Prodigal	002006
34	c_000000000001	32688	35349	f	0	1	Prodigal	002006
35	c_000000000001	35387	36221	f	0	1	Prodigal	002006
36	c_000000000001	36220	36832	f	0	1	Prodigal	002006
37	c_000000000001	36916	37375	f	0	1	Prodigal	002006
38	c_000000000001	37387	38779	f	0	1	Prodigal	002006
39	c_000000000001	38778	39705	f	0	1	Prodigal	002006
40	c_000000000001	40010	41405	f	0	1	Prodigal	002006
41	c_000000000001	41613	42048	f	0	1	Prodigal	002006
42	c_000000000001	42277	44041	f	0	1	Prodigal	002006
43	c_000000000001	44030	45803	f	0	1	Prodigal	002006
44	c_000000000001	45860	46718	r	0	1	Prodigal	002006
45	c_000000000001	47038	47479	f	0	1	Prodigal	002006
46	c_000000000001	47468	48317	r	0	1	Prodigal	002006
47	c_000000000001	48489	49791	r	0	1	Prodigal	002006
48	c_000000000001	49872	51042	r	0	1	Prodigal	002006
49	c_000000000001	51058	51760	r	0	1	Prodigal	002006
50	c_000000000001	52153	52546	r	0	1	Prodigal	002006
51	c_000000000001	52604	52823	f	0	1	Prodigal	002006
52	c_000000000001	52909	53749	f	0	1	Prodigal	002006
53	c_000000000001	53874	54720	f	0	1	Prodigal	002006
54	c_000000000001	55099	55399	f	0	1	Prodigal	002006
55	c_000000000001	55512	56529	r	0	1	Prodigal	002006
56	c_000000000001	56650	57706	f	0	1	Prodigal	002006
57	c_000000000001	57728	58649	f	0	1	Prodigal	002006
58	c_000000000001	58661	59810	f	0	1	Prodigal	002006
59	c_000000000001	59802	61182	f	0	1	Prodigal	002006
60	c_000000000001	61236	62331	r	0	1	Prodigal	002006
61	c_000000000001	62581	63547	f	0	1	Prodigal	002006
62	c_000000000001	63568	64741	f	0	1	Prodigal	002006
63	c_000000000001	64760	65813	f	0	1	Prodigal	002006
64	c_000000000001	66036	68910	f	0	1	Prodigal	002006
65	c_000000000001	69044	69596	f	0	1	Prodigal	002006
66	c_000000000001	69573	70545	f	0	1	Prodigal	002006
67	c_000000000001	70544	71216	f	0	1	Prodigal	002006
68	c_000000000001	71315	73526	f	0	1	Prodigal	002006
69	c_000000000001	73576	74029	f	0	1	Prodigal	002006
70	c_000000000001	74189	74291	f	0	1	Prodigal	002006
71	c_000000000001	74331	74859	f	0	1	Prodigal	002006
72	c_000000000001	74987	75206	f	0	1	Prodigal	002006
73	c_000000000001	75206	76145	f	0	1	Prodigal	002006
74	c_000000000001	76131	80202	f	0	1	Prodigal	002006
75	c_000000000001	80274	81381	f	0	1	Prodigal	002006
76	c_000000000001	81382	82048	f	0	1	Prodigal	002006
77	c_000000000001	82022	82811	f	0	1	Prodigal	002006
78	c_000000000001	83208	84495	r	0	1	Prodigal	002006
79	c_000000000001	84653	85712	r	0	1	Prodigal	002006
80	c_000000000001	85997	86210	r	0	1	Prodigal	002006
