gene_callers_id	contig	start	stop	direction	partial	call_type	source	version
1	c_000000000001	0	1338	f	0	1	Prodigal	002006
2	c_000000000001	1568	2705	f	0	1	Prodigal	002006
3	c_000000000001	2921	3158	f	0	1	Prodigal	002006
4	c_000000000001	3160	4306	f	0	1	Prodigal	002006
5	c_000000000001	4308	6255	f	0	1	Prodigal	002006
6	c_000000000001	6349	9013	f	0	1	Prodigal	002006
7	c_000000000001	9159	9897	f	0	1	Prodigal	002006
8	c_000000000001	9992	11288	r	0	1	Prodigal	002006
9	c_000000000001	11549	12887	r	0	1	Prodigal	002006
10	c_000000000001	13207	13507	f	0	1	Prodigal	002006
11	c_000000000001	13561	14077	f	0	1	Prodigal	002006
12	c_000000000001	14106	14343	f	0	1	Prodigal	002006
13	c_000000000001	14651	15938	r	0	1	Prodigal	002006
14	c_000000000001	16196	18188	f	0	1	Prodigal	002006
15	c_000000000001	18203	18656	f	0	1	Prodigal	002006
16	c_000000000001	18836	20231	f	0	1	Prodigal	002006
17	c_000000000001	21174	21903	r	0	1	Prodigal	002006
18	c_000000000001	21899	22355	r	0	1	Prodigal	002006
19	c_000000000001	22387	22795	r	0	1	Prodigal	002006
20	c_000000000001	22807	23113	r	0	1	Prodigal	002006
21	c_000000000001	23096	23339	r	0	1	Prodigal	002006
22	c_000000000001	23672	23801	f	0	1	Prodigal	002006
23	c_000000000001	23763	24717	r	0	1	Prodigal	002006
24	c_000000000001	24787	25168	f	0	1	Prodigal	002006
25	c_000000000001	25164	25869	f	0	1	Prodigal	002006
26	c_000000000001	26005	26398	f	0	1	Prodigal	002006
27	c_000000000001	26394	27099	f	0	1	Prodigal	002006
28	c_000000000001	27224	28331	f	0	1	Prodigal	002006
29	c_000000000001	28566	28944	r	0	1	Prodigal	002006
30	c_000000000001	28962	29406	r	0	1	Prodigal	002006
31	c_000000000001	29556	30075	f	0	1	Prodigal	002006
32	c_000000000001	30152	30863	f	0	1	Prodigal	002006
33	c_000000000001	30870	32742	f	0	1	Prodigal	002006
34	c_000000000001	32738	34061	f	0	1	Prodigal	002006
35	c_000000000001	34050	34914	f	0	1	Prodigal	002006
36	c_000000000001	35044	35857	f	0	1	Prodigal	002006
37	c_000000000001	35960	37163	f	0	1	Prodigal	002006
38	c_000000000001	37383	37863	f	0	1	Prodigal	002006
39	c_000000000001	37962	39309	f	0	1	Prodigal	002006
40	c_000000000001	39317	40769	f	0	1	Prodigal	002006
41	c_000000000001	40842	41397	r	0	1	Prodigal	002006
42	c_000000000001	41777	42278	f	0	1	Prodigal	002006
43	c_000000000001	42263	42716	r	0	1	Prodigal	002006
44	c_000000000001	42766	43408	f	0	1	Prodigal	002006
45	c_000000000001	43394	44264	r	0	1	Prodigal	002006
46	c_000000000001	44334	44862	r	0	1	Prodigal	002006
47	c_000000000001	45087	45366	f	0	1	Prodigal	002006
48	c_000000000001	45656	47315	f	0	1	Prodigal	002006
49	c_000000000001	47314	48163	f	0	1	Prodigal	002006
50	c_000000000001	48221	49811	f	0	1	Prodigal	002006
51	c_000000000001	49963	50548	f	0	1	Prodigal	002006
52	c_000000000001	50581	50773	f	0	1	Prodigal	002006
53	c_000000000001	50741	51158	f	0	1	Prodigal	002006
54	c_000000000001	51341	51659	r	0	1	Prodigal	002006
55	c_000000000001	51770	51983	r	0	1	Prodigal	002006
56	c_000000000001	52035	53166	r	0	1	Prodigal	002006
57	c_000000000001	53686	55888	f	0	1	Prodigal	002006
