gene_callers_id	contig	start	stop	direction	partial	call_type	source	version
1	c_000000000001	0	1338	f	0	1	Prodigal	002006
2	c_000000000001	1568	2705	f	0	1	Prodigal	002006
3	c_000000000001	2920	3157	f	0	1	Prodigal	002006
4	c_000000000001	3159	4305	f	0	1	Prodigal	002006
5	c_000000000001	4307	6254	f	0	1	Prodigal	002006
6	c_000000000001	6348	9012	f	0	1	Prodigal	002006
7	c_000000000001	9158	9896	f	0	1	Prodigal	002006
8	c_000000000001	9991	11287	r	0	1	Prodigal	002006
9	c_000000000001	11548	12886	r	0	1	Prodigal	002006
10	c_000000000001	13204	13504	f	0	1	Prodigal	002006
11	c_000000000001	13558	14068	f	0	1	Prodigal	002006
12	c_000000000001	14097	14334	f	0	1	Prodigal	002006
13	c_000000000001	14483	16475	f	0	1	Prodigal	002006
14	c_000000000001	16490	16943	f	0	1	Prodigal	002006
15	c_000000000001	17123	18518	f	0	1	Prodigal	002006
16	c_000000000001	19460	20189	r	0	1	Prodigal	002006
17	c_000000000001	20185	21082	r	0	1	Prodigal	002006
18	c_000000000001	21094	21400	r	0	1	Prodigal	002006
19	c_000000000001	21383	21626	r	0	1	Prodigal	002006
20	c_000000000001	21959	22088	f	0	1	Prodigal	002006
21	c_000000000001	22050	23004	r	0	1	Prodigal	002006
22	c_000000000001	23074	23455	f	0	1	Prodigal	002006
23	c_000000000001	23451	24156	f	0	1	Prodigal	002006
24	c_000000000001	24292	24685	f	0	1	Prodigal	002006
25	c_000000000001	24681	25386	f	0	1	Prodigal	002006
26	c_000000000001	25511	26618	f	0	1	Prodigal	002006
27	c_000000000001	27255	28551	f	0	1	Prodigal	002006
28	c_000000000001	28824	29202	r	0	1	Prodigal	002006
29	c_000000000001	29220	29664	r	0	1	Prodigal	002006
30	c_000000000001	29814	30333	f	0	1	Prodigal	002006
31	c_000000000001	30410	31121	f	0	1	Prodigal	002006
32	c_000000000001	31128	33000	f	0	1	Prodigal	002006
33	c_000000000001	32996	34319	f	0	1	Prodigal	002006
34	c_000000000001	34308	35172	f	0	1	Prodigal	002006
35	c_000000000001	35302	36115	f	0	1	Prodigal	002006
36	c_000000000001	36218	37421	f	0	1	Prodigal	002006
37	c_000000000001	37641	38121	f	0	1	Prodigal	002006
38	c_000000000001	38220	39567	f	0	1	Prodigal	002006
39	c_000000000001	39575	41027	f	0	1	Prodigal	002006
40	c_000000000001	41096	41651	r	0	1	Prodigal	002006
41	c_000000000001	42031	42532	f	0	1	Prodigal	002006
42	c_000000000001	42517	42970	r	0	1	Prodigal	002006
43	c_000000000001	43020	43662	f	0	1	Prodigal	002006
44	c_000000000001	43648	44518	r	0	1	Prodigal	002006
45	c_000000000001	44588	45116	r	0	1	Prodigal	002006
46	c_000000000001	45910	47569	f	0	1	Prodigal	002006
47	c_000000000001	47568	48417	f	0	1	Prodigal	002006
48	c_000000000001	48475	50065	f	0	1	Prodigal	002006
49	c_000000000001	50358	50802	f	0	1	Prodigal	002006
50	c_000000000001	50835	51027	f	0	1	Prodigal	002006
51	c_000000000001	50995	51412	f	0	1	Prodigal	002006
52	c_000000000001	51595	51913	r	0	1	Prodigal	002006
53	c_000000000001	52024	52237	r	0	1	Prodigal	002006
54	c_000000000001	52295	53426	r	0	1	Prodigal	002006
55	c_000000000001	53964	54720	r	0	1	Prodigal	002006
56	c_000000000001	55054	55513	r	0	1	Prodigal	002006
57	c_000000000001	55509	55611	r	0	1	Prodigal	002006
