gene_callers_id	contig	start	stop	direction	partial	call_type	source	version
1	c_000000000001	70	1372	f	0	1	Prodigal	002006
2	c_000000000001	1711	7231	f	0	1	Prodigal	002006
3	c_000000000005	253	2224	r	0	1	Prodigal	002006
4	c_000000000005	2374	2695	r	0	1	Prodigal	002006
5	c_000000000005	2708	3026	r	0	1	Prodigal	002006
6	c_000000000005	3027	4212	r	0	1	Prodigal	002006
7	c_000000000005	4224	5124	r	0	1	Prodigal	002006
8	c_000000000005	5365	7180	r	0	1	Prodigal	002006
9	c_000000000005	7198	8974	r	0	1	Prodigal	002006
10	c_000000000005	8976	10368	r	0	1	Prodigal	002006
11	c_000000000005	10396	11674	r	0	1	Prodigal	002006
12	c_000000000005	12005	13466	r	0	1	Prodigal	002006
13	c_000000000005	13782	14172	f	0	1	Prodigal	002006
14	c_000000000005	14290	15649	r	0	1	Prodigal	002006
15	c_000000000005	15850	16408	f	0	1	Prodigal	002006
16	c_000000000005	16404	16971	f	0	1	Prodigal	002006
17	c_000000000005	17031	18096	r	0	1	Prodigal	002006
18	c_000000000005	18098	19427	r	0	1	Prodigal	002006
19	c_000000000005	19709	20183	r	0	1	Prodigal	002006
20	c_000000000005	20291	21266	r	0	1	Prodigal	002006
21	c_000000000005	21349	22723	r	0	1	Prodigal	002006
22	c_000000000005	22852	23674	r	0	1	Prodigal	002006
23	c_000000000005	23786	27227	r	0	1	Prodigal	002006
24	c_000000000005	27631	30256	f	0	1	Prodigal	002006
25	c_000000000005	30363	30702	f	0	1	Prodigal	002006
26	c_000000000005	30942	31155	f	0	1	Prodigal	002006
27	c_000000000005	31238	32564	r	0	1	Prodigal	002006
28	c_000000000005	32663	33530	r	0	1	Prodigal	002006
29	c_000000000005	33544	34435	r	0	1	Prodigal	002006
30	c_000000000005	34431	35490	r	0	1	Prodigal	002006
31	c_000000000005	35723	37526	r	0	1	Prodigal	002006
32	c_000000000005	37682	39272	r	0	1	Prodigal	002006
33	c_000000000005	39268	40570	r	0	1	Prodigal	002006
34	c_000000000005	40727	41648	f	0	1	Prodigal	002006
35	c_000000000005	41692	42550	r	0	1	Prodigal	002006
36	c_000000000005	42555	44817	r	0	1	Prodigal	002006
37	c_000000000005	44999	46199	r	0	1	Prodigal	002006
38	c_000000000005	46268	47189	r	0	1	Prodigal	002006
39	c_000000000005	47383	47647	r	0	1	Prodigal	002006
40	c_000000000005	47837	49130	r	0	1	Prodigal	002006
41	c_000000000005	49436	49724	f	0	1	Prodigal	002006
42	c_000000000005	49852	53890	r	0	1	Prodigal	002006
43	c_000000000005	53899	54601	r	0	1	Prodigal	002006
44	c_000000000005	54730	55333	f	0	1	Prodigal	002006
45	c_000000000005	55643	56324	f	0	1	Prodigal	002006
46	c_000000000005	56330	56918	f	0	1	Prodigal	002006
47	c_000000000005	57008	57566	r	0	1	Prodigal	002006
48	c_000000000005	57565	58339	r	0	1	Prodigal	002006
49	c_000000000005	58434	59616	r	0	1	Prodigal	002006
50	c_000000000005	59639	61097	r	0	1	Prodigal	002006
51	c_000000000005	61099	61816	r	0	1	Prodigal	002006
52	c_000000000005	61848	61989	r	0	1	Prodigal	002006
53	c_000000000005	62022	62358	r	0	1	Prodigal	002006
54	c_000000000005	62670	64362	f	0	1	Prodigal	002006
55	c_000000000005	64504	65476	r	0	1	Prodigal	002006
56	c_000000000005	65651	66542	r	0	1	Prodigal	002006
57	c_000000000005	66855	68439	r	0	1	Prodigal	002006
58	c_000000000005	68658	70683	r	0	1	Prodigal	002006
59	c_000000000005	70818	71289	r	0	1	Prodigal	002006
60	c_000000000005	71323	71815	r	0	1	Prodigal	002006
