gene_callers_id	contig	start	stop	direction	partial	call_type	source	version
1	c_000000000002	107	278	f	0	1	Prodigal	002006
2	c_000000000002	314	467	f	0	1	Prodigal	002006
3	c_000000000002	503	656	f	0	1	Prodigal	002006
4	c_000000000003	193	1303	r	0	1	Prodigal	002006
5	c_000000000003	1406	2045	f	0	1	Prodigal	002006
6	c_000000000003	2189	3308	f	0	1	Prodigal	002006
7	c_000000000003	3382	3913	r	0	1	Prodigal	002006
8	c_000000000003	3945	4158	r	0	1	Prodigal	002006
9	c_000000000003	4213	4819	f	0	1	Prodigal	002006
10	c_000000000003	5508	10647	f	0	1	Prodigal	002006
11	c_000000000003	10913	12437	r	0	1	Prodigal	002006
12	c_000000000004	194	554	r	0	1	Prodigal	002006
13	c_000000000004	1994	2870	r	0	1	Prodigal	002006
14	c_000000000004	2866	4285	r	0	1	Prodigal	002006
15	c_000000000004	4305	4617	r	0	1	Prodigal	002006
16	c_000000000004	4791	5241	f	0	1	Prodigal	002006
17	c_000000000004	5318	6557	f	0	1	Prodigal	002006
18	c_000000000004	6637	7261	r	0	1	Prodigal	002006
19	c_000000000004	7253	7694	r	0	1	Prodigal	002006
20	c_000000000004	7781	8633	r	0	1	Prodigal	002006
21	c_000000000004	8866	10351	r	0	1	Prodigal	002006
22	c_000000000004	10367	11033	r	0	1	Prodigal	002006
23	c_000000000004	11143	11464	r	0	1	Prodigal	002006
24	c_000000000004	11466	12300	r	0	1	Prodigal	002006
25	c_000000000004	12438	12879	r	0	1	Prodigal	002006
26	c_000000000004	13034	13844	r	0	1	Prodigal	002006
27	c_000000000004	13840	14728	r	0	1	Prodigal	002006
28	c_000000000004	14729	15704	r	0	1	Prodigal	002006
29	c_000000000004	16048	16822	r	0	1	Prodigal	002006
30	c_000000000004	16802	17675	r	0	1	Prodigal	002006
31	c_000000000004	17817	18435	r	0	1	Prodigal	002006
32	c_000000000004	18474	19947	r	0	1	Prodigal	002006
33	c_000000000004	20022	20733	r	0	1	Prodigal	002006
34	c_000000000004	20749	20977	r	0	1	Prodigal	002006
35	c_000000000004	21002	21617	r	0	1	Prodigal	002006
36	c_000000000005	413	722	r	0	1	Prodigal	002006
37	c_000000000005	721	1048	r	0	1	Prodigal	002006
38	c_000000000005	1052	2390	r	0	1	Prodigal	002006
39	c_000000000005	2772	4200	r	0	1	Prodigal	002006
40	c_000000000005	4201	4429	r	0	1	Prodigal	002006
41	c_000000000007	27	600	f	0	1	Prodigal	002006
42	c_000000000009	2807	7142	r	0	1	Prodigal	002006
43	c_000000000009	7311	8898	r	0	1	Prodigal	002006
44	c_000000000009	9215	10838	r	0	1	Prodigal	002006
45	c_000000000009	11091	12117	r	0	1	Prodigal	002006
46	c_000000000009	12225	14556	r	0	1	Prodigal	002006
47	c_000000000009	14577	15225	r	0	1	Prodigal	002006
48	c_000000000009	15374	16670	f	0	1	Prodigal	002006
49	c_000000000009	16734	17946	r	0	1	Prodigal	002006
50	c_000000000009	17956	19126	r	0	1	Prodigal	002006
51	c_000000000009	19283	20201	r	0	1	Prodigal	002006
52	c_000000000009	20193	21504	r	0	1	Prodigal	002006
53	c_000000000009	21547	22435	r	0	1	Prodigal	002006
54	c_000000000009	22523	22724	r	0	1	Prodigal	002006
55	c_000000000009	22749	24114	r	0	1	Prodigal	002006
56	c_000000000009	24289	24910	r	0	1	Prodigal	002006
57	c_000000000009	24902	25601	r	0	1	Prodigal	002006
58	c_000000000009	25762	28258	r	0	1	Prodigal	002006
59	c_000000000009	28620	29919	r	0	1	Prodigal	002006
60	c_000000000009	30092	30926	f	0	1	Prodigal	002006
61	c_000000000009	31054	32239	f	0	1	Prodigal	002006
62	c_000000000009	32241	32979	f	0	1	Prodigal	002006
63	c_000000000009	33026	33860	r	0	1	Prodigal	002006
64	c_000000000009	34010	35054	r	0	1	Prodigal	002006
65	c_000000000009	35191	35566	r	0	1	Prodigal	002006
66	c_000000000009	35692	36607	r	0	1	Prodigal	002006
67	c_000000000009	36819	38052	r	0	1	Prodigal	002006
68	c_000000000009	38086	38785	r	0	1	Prodigal	002006
69	c_000000000009	38781	40248	r	0	1	Prodigal	002006
70	c_000000000009	40254	40821	r	0	1	Prodigal	002006
71	c_000000000009	40813	41443	r	0	1	Prodigal	002006
72	c_000000000009	41812	43033	r	0	1	Prodigal	002006
73	c_000000000009	43508	44288	r	0	1	Prodigal	002006
74	c_000000000009	44284	45061	r	0	1	Prodigal	002006
75	c_000000000009	45053	46016	r	0	1	Prodigal	002006
76	c_000000000009	46575	48126	r	0	1	Prodigal	002006
77	c_000000000009	48339	49089	r	0	1	Prodigal	002006
78	c_000000000009	49072	49816	r	0	1	Prodigal	002006
79	c_000000000009	49796	50729	r	0	1	Prodigal	002006
80	c_000000000009	50917	51628	f	0	1	Prodigal	002006
81	c_000000000009	51629	52982	f	0	1	Prodigal	002006
82	c_000000000009	53194	54139	f	0	1	Prodigal	002006
83	c_000000000009	54230	54812	r	0	1	Prodigal	002006
84	c_000000000009	54934	55630	r	0	1	Prodigal	002006
85	c_000000000009	55622	56981	r	0	1	Prodigal	002006
86	c_000000000009	57110	57971	r	0	1	Prodigal	002006
87	c_000000000009	58088	58724	f	0	1	Prodigal	002006
88	c_000000000009	58753	60706	f	0	1	Prodigal	002006
89	c_000000000009	60782	61364	f	0	1	Prodigal	002006
90	c_000000000009	61402	62434	f	0	1	Prodigal	002006
91	c_000000000009	62486	63494	r	0	1	Prodigal	002006
92	c_000000000009	63539	64130	r	0	1	Prodigal	002006
93	c_000000000009	64092	64833	r	0	1	Prodigal	002006
94	c_000000000009	64845	66336	r	0	1	Prodigal	002006
95	c_000000000009	66586	67282	f	0	1	Prodigal	002006
96	c_000000000009	67618	68191	f	0	1	Prodigal	002006
97	c_000000000009	68487	68577	r	0	1	Prodigal	002006
98	c_000000000009	68651	69449	f	0	1	Prodigal	002006
99	c_000000000009	69483	69672	r	0	1	Prodigal	002006
100	c_000000000009	69786	70008	r	0	1	Prodigal	002006
101	c_000000000009	70183	70309	r	0	1	Prodigal	002006
102	c_000000000009	70401	71097	f	0	1	Prodigal	002006
103	c_000000000009	71147	72161	f	0	1	Prodigal	002006
104	c_000000000009	72162	72588	f	0	1	Prodigal	002006
105	c_000000000009	72693	73476	f	0	1	Prodigal	002006
106	c_000000000009	74267	74936	f	0	1	Prodigal	002006
107	c_000000000009	75067	75856	r	0	1	Prodigal	002006
108	c_000000000009	75971	77321	r	0	1	Prodigal	002006
109	c_000000000009	77354	78326	r	0	1	Prodigal	002006
110	c_000000000009	78322	79165	r	0	1	Prodigal	002006
111	c_000000000009	79675	79945	r	0	1	Prodigal	002006
112	c_000000000009	79958	80699	r	0	1	Prodigal	002006
113	c_000000000009	80947	82537	f	0	1	Prodigal	002006
114	c_000000000009	82571	83123	f	0	1	Prodigal	002006
115	c_000000000009	83207	84953	r	0	1	Prodigal	002006
116	c_000000000009	85245	85827	r	0	1	Prodigal	002006
117	c_000000000009	85804	86842	r	0	1	Prodigal	002006
118	c_000000000009	87026	89663	r	0	1	Prodigal	002006
119	c_000000000009	89881	90439	f	0	1	Prodigal	002006
120	c_000000000009	90458	91358	f	0	1	Prodigal	002006
121	c_000000000009	91431	92325	r	0	1	Prodigal	002006
122	c_000000000009	92351	92519	r	0	1	Prodigal	002006
123	c_000000000009	92515	94681	r	0	1	Prodigal	002006
124	c_000000000009	94750	95626	r	0	1	Prodigal	002006
125	c_000000000009	95637	96528	r	0	1	Prodigal	002006
126	c_000000000009	96612	97980	r	0	1	Prodigal	002006
127	c_000000000009	98191	99277	r	0	1	Prodigal	002006
128	c_000000000009	99432	100266	f	0	1	Prodigal	002006
129	c_000000000009	100357	101680	r	0	1	Prodigal	002006
130	c_000000000009	101892	103185	f	0	1	Prodigal	002006
131	c_000000000009	103240	103912	r	0	1	Prodigal	002006
132	c_000000000009	104009	104144	r	0	1	Prodigal	002006
133	c_000000000009	104158	104647	r	0	1	Prodigal	002006
134	c_000000000009	104826	105747	f	0	1	Prodigal	002006
135	c_000000000009	105812	106700	r	0	1	Prodigal	002006
136	c_000000000009	106689	107376	r	0	1	Prodigal	002006
137	c_000000000009	107608	108481	r	0	1	Prodigal	002006
138	c_000000000009	108690	111882	r	0	1	Prodigal	002006
139	c_000000000009	112106	114515	r	0	1	Prodigal	002006
140	c_000000000009	114847	115870	r	0	1	Prodigal	002006
141	c_000000000009	116084	118553	r	0	1	Prodigal	002006
142	c_000000000009	118729	119653	r	0	1	Prodigal	002006
143	c_000000000009	119828	120344	f	0	1	Prodigal	002006
144	c_000000000009	120779	121925	f	0	1	Prodigal	002006
145	c_000000000009	121925	122651	r	0	1	Prodigal	002006
146	c_000000000009	122663	124190	r	0	1	Prodigal	002006
147	c_000000000009	124371	125751	r	0	1	Prodigal	002006
148	c_000000000009	125756	127649	r	0	1	Prodigal	002006
149	c_000000000009	127658	127907	r	0	1	Prodigal	002006
