gene_callers_id	contig	start	stop	direction	partial	call_type	source	version
1	c_000000000004	651	1152	f	0	1	Prodigal	002006
2	c_000000000004	1137	1590	r	0	1	Prodigal	002006
3	c_000000000004	1640	2282	f	0	1	Prodigal	002006
4	c_000000000004	2268	3138	r	0	1	Prodigal	002006
5	c_000000000004	3208	3736	r	0	1	Prodigal	002006
6	c_000000000004	4529	6188	f	0	1	Prodigal	002006
7	c_000000000004	6187	7036	f	0	1	Prodigal	002006
8	c_000000000004	7100	8690	f	0	1	Prodigal	002006
9	c_000000000004	8842	9427	f	0	1	Prodigal	002006
10	c_000000000004	9460	9652	f	0	1	Prodigal	002006
11	c_000000000004	9620	10037	f	0	1	Prodigal	002006
12	c_000000000004	10220	10538	r	0	1	Prodigal	002006
13	c_000000000004	10649	10862	r	0	1	Prodigal	002006
14	c_000000000004	10920	12051	r	0	1	Prodigal	002006
15	c_000000000004	12571	14773	f	0	1	Prodigal	002006
16	c_000000000004	14753	15317	f	0	1	Prodigal	002006
17	c_000000000004	15426	16356	r	0	1	Prodigal	002006
18	c_000000000004	16401	17076	r	0	1	Prodigal	002006
19	c_000000000004	17072	17807	r	0	1	Prodigal	002006
20	c_000000000004	18061	18475	f	0	1	Prodigal	002006
21	c_000000000004	18540	18762	r	0	1	Prodigal	002006
22	c_000000000004	19001	20666	f	0	1	Prodigal	002006
23	c_000000000004	20807	21659	f	0	1	Prodigal	002006
24	c_000000000004	21648	22233	f	0	1	Prodigal	002006
25	c_000000000004	22234	22858	f	0	1	Prodigal	002006
26	c_000000000004	22889	23477	f	0	1	Prodigal	002006
27	c_000000000004	23706	24837	r	0	1	Prodigal	002006
28	c_000000000004	24929	26291	f	0	1	Prodigal	002006
29	c_000000000004	26757	26907	f	0	1	Prodigal	002006
30	c_000000000004	27528	28260	f	0	1	Prodigal	002006
31	c_000000000004	28243	28993	f	0	1	Prodigal	002006
32	c_000000000004	29289	30006	f	0	1	Prodigal	002006
33	c_000000000004	30026	30791	f	0	1	Prodigal	002006
34	c_000000000004	30780	31704	f	0	1	Prodigal	002006
35	c_000000000004	31704	31893	f	0	1	Prodigal	002006
36	c_000000000004	31950	33051	f	0	1	Prodigal	002006
37	c_000000000004	33067	33751	f	0	1	Prodigal	002006
38	c_000000000004	33860	34379	r	0	1	Prodigal	002006
39	c_000000000004	34418	34862	r	0	1	Prodigal	002006
40	c_000000000004	35126	35249	f	0	1	Prodigal	002006
41	c_000000000004	35461	37039	f	0	1	Prodigal	002006
42	c_000000000004	37198	38155	f	0	1	Prodigal	002006
43	c_000000000004	38161	38989	f	0	1	Prodigal	002006
44	c_000000000004	38991	39963	f	0	1	Prodigal	002006
45	c_000000000004	39959	40715	f	0	1	Prodigal	002006
46	c_000000000004	40891	42010	f	0	1	Prodigal	002006
47	c_000000000004	42082	43228	f	0	1	Prodigal	002006
48	c_000000000004	43224	46293	f	0	1	Prodigal	002006
49	c_000000000004	46318	47047	f	0	1	Prodigal	002006
50	c_000000000004	47165	47477	r	0	1	Prodigal	002006
51	c_000000000004	47754	48864	f	0	1	Prodigal	002006
52	c_000000000004	49000	49537	f	0	1	Prodigal	002006
53	c_000000000004	49589	50966	f	0	1	Prodigal	002006
54	c_000000000004	51012	52116	f	0	1	Prodigal	002006
