gene_callers_id	contig	start	stop	direction	partial	call_type	source	version
1	c_000000000006	185	1784	r	0	1	Prodigal	002006
2	c_000000000006	1967	2513	r	0	1	Prodigal	002006
3	c_000000000006	2658	4053	r	0	1	Prodigal	002006
4	c_000000000006	4072	4546	r	0	1	Prodigal	002006
5	c_000000000006	4532	5771	r	0	1	Prodigal	002006
6	c_000000000006	5767	7060	r	0	1	Prodigal	002006
7	c_000000000006	7072	7846	r	0	1	Prodigal	002006
8	c_000000000006	8053	8422	r	0	1	Prodigal	002006
9	c_000000000006	8439	9501	r	0	1	Prodigal	002006
10	c_000000000006	9510	9741	r	0	1	Prodigal	002006
11	c_000000000006	9813	10551	r	0	1	Prodigal	002006
12	c_000000000006	10612	11824	r	0	1	Prodigal	002006
13	c_000000000006	12834	13173	f	0	1	Prodigal	002006
14	c_000000000006	13264	13375	f	0	1	Prodigal	002006
15	c_000000000006	13559	14291	r	0	1	Prodigal	002006
16	c_000000000006	14283	15417	r	0	1	Prodigal	002006
17	c_000000000006	15436	16279	r	0	1	Prodigal	002006
18	c_000000000006	16291	17773	r	0	1	Prodigal	002006
19	c_000000000006	17769	18873	r	0	1	Prodigal	002006
20	c_000000000006	18872	19607	r	0	1	Prodigal	002006
21	c_000000000006	19699	20620	r	0	1	Prodigal	002006
22	c_000000000006	20754	21720	f	0	1	Prodigal	002006
23	c_000000000006	21703	22714	f	0	1	Prodigal	002006
24	c_000000000006	22745	23852	f	0	1	Prodigal	002006
25	c_000000000006	23809	24862	f	0	1	Prodigal	002006
26	c_000000000006	24971	25451	r	0	1	Prodigal	002006
27	c_000000000006	25650	25980	r	0	1	Prodigal	002006
28	c_000000000006	25972	26665	r	0	1	Prodigal	002006
29	c_000000000006	26674	27997	r	0	1	Prodigal	002006
30	c_000000000006	28160	29768	r	0	1	Prodigal	002006
31	c_000000000006	29912	30779	f	0	1	Prodigal	002006
32	c_000000000006	31039	32233	f	0	1	Prodigal	002006
33	c_000000000006	32311	32986	r	0	1	Prodigal	002006
34	c_000000000006	33015	33924	r	0	1	Prodigal	002006
35	c_000000000006	34301	40367	r	0	1	Prodigal	002006
36	c_000000000007	33	279	f	0	1	Prodigal	002006
37	c_000000000012	116	263	r	0	1	Prodigal	002006
38	c_000000000012	357	1161	r	0	1	Prodigal	002006
39	c_000000000012	1160	2084	r	0	1	Prodigal	002006
40	c_000000000012	2448	6927	f	0	1	Prodigal	002006
41	c_000000000012	7062	7761	f	0	1	Prodigal	002006
42	c_000000000012	7841	8069	f	0	1	Prodigal	002006
43	c_000000000012	8061	9303	f	0	1	Prodigal	002006
44	c_000000000012	9370	10513	r	0	1	Prodigal	002006
45	c_000000000012	10603	10729	r	0	1	Prodigal	002006
46	c_000000000012	11146	12253	f	0	1	Prodigal	002006
47	c_000000000012	12299	13571	f	0	1	Prodigal	002006
48	c_000000000012	13817	14708	f	0	1	Prodigal	002006
49	c_000000000012	14792	16337	f	0	1	Prodigal	002006
50	c_000000000012	16339	16780	f	0	1	Prodigal	002006
51	c_000000000012	16849	17692	f	0	1	Prodigal	002006
52	c_000000000012	17678	18356	f	0	1	Prodigal	002006
53	c_000000000012	18367	19255	f	0	1	Prodigal	002006
54	c_000000000012	19393	19816	r	0	1	Prodigal	002006
55	c_000000000012	19940	20081	r	0	1	Prodigal	002006
56	c_000000000012	20430	22305	f	0	1	Prodigal	002006
57	c_000000000012	22397	22613	f	0	1	Prodigal	002006
58	c_000000000012	22723	23617	f	0	1	Prodigal	002006
59	c_000000000012	23732	25106	f	0	1	Prodigal	002006
60	c_000000000012	25181	26543	f	0	1	Prodigal	002006
61	c_000000000013	20	890	f	0	1	Prodigal	002006
62	c_000000000015	1803	3447	r	0	1	Prodigal	002006
63	c_000000000015	3685	4723	r	0	1	Prodigal	002006
64	c_000000000015	4832	7163	r	0	1	Prodigal	002006
65	c_000000000015	7184	7832	r	0	1	Prodigal	002006
66	c_000000000015	7981	9277	f	0	1	Prodigal	002006
67	c_000000000015	9341	10553	r	0	1	Prodigal	002006
68	c_000000000015	10563	11733	r	0	1	Prodigal	002006
69	c_000000000015	11891	12809	r	0	1	Prodigal	002006
70	c_000000000015	12801	14112	r	0	1	Prodigal	002006
71	c_000000000015	14155	15043	r	0	1	Prodigal	002006
72	c_000000000015	15131	15332	r	0	1	Prodigal	002006
73	c_000000000015	15357	16713	r	0	1	Prodigal	002006
74	c_000000000015	16887	17508	r	0	1	Prodigal	002006
75	c_000000000015	17500	18199	r	0	1	Prodigal	002006
76	c_000000000015	18360	20850	r	0	1	Prodigal	002006
77	c_000000000015	21213	22524	r	0	1	Prodigal	002006
78	c_000000000015	22697	23531	f	0	1	Prodigal	002006
79	c_000000000015	23659	24844	f	0	1	Prodigal	002006
80	c_000000000015	24846	25584	f	0	1	Prodigal	002006
81	c_000000000015	25631	26465	r	0	1	Prodigal	002006
82	c_000000000015	26616	26922	r	0	1	Prodigal	002006
83	c_000000000015	26878	27661	r	0	1	Prodigal	002006
84	c_000000000015	27798	28173	r	0	1	Prodigal	002006
85	c_000000000015	28299	29214	r	0	1	Prodigal	002006
86	c_000000000015	29426	30659	r	0	1	Prodigal	002006
87	c_000000000015	30684	31383	r	0	1	Prodigal	002006
88	c_000000000015	31379	32846	r	0	1	Prodigal	002006
89	c_000000000015	32852	33419	r	0	1	Prodigal	002006
90	c_000000000015	33411	34041	r	0	1	Prodigal	002006
91	c_000000000015	34413	35634	r	0	1	Prodigal	002006
92	c_000000000015	36110	36890	r	0	1	Prodigal	002006
93	c_000000000015	36886	37663	r	0	1	Prodigal	002006
94	c_000000000015	37655	38618	r	0	1	Prodigal	002006
95	c_000000000015	39177	40833	r	0	1	Prodigal	002006
96	c_000000000015	40949	41699	r	0	1	Prodigal	002006
97	c_000000000015	41682	42426	r	0	1	Prodigal	002006
98	c_000000000015	42406	43339	r	0	1	Prodigal	002006
99	c_000000000015	43528	44239	f	0	1	Prodigal	002006
100	c_000000000015	44240	45593	f	0	1	Prodigal	002006
101	c_000000000015	45805	46750	f	0	1	Prodigal	002006
102	c_000000000015	46841	47423	r	0	1	Prodigal	002006
103	c_000000000015	47545	48241	r	0	1	Prodigal	002006
104	c_000000000015	48233	49592	r	0	1	Prodigal	002006
105	c_000000000015	49720	50581	r	0	1	Prodigal	002006
106	c_000000000015	50698	51334	f	0	1	Prodigal	002006
107	c_000000000015	51363	53316	f	0	1	Prodigal	002006
108	c_000000000015	53392	53974	f	0	1	Prodigal	002006
109	c_000000000015	54012	55044	f	0	1	Prodigal	002006
110	c_000000000015	55097	56105	r	0	1	Prodigal	002006
111	c_000000000015	56150	56741	r	0	1	Prodigal	002006
112	c_000000000015	56703	57444	r	0	1	Prodigal	002006
113	c_000000000015	57456	58947	r	0	1	Prodigal	002006
114	c_000000000015	59197	59893	f	0	1	Prodigal	002006
115	c_000000000015	60553	60736	r	0	1	Prodigal	002006
116	c_000000000015	60762	61518	r	0	1	Prodigal	002006
117	c_000000000015	61525	62386	r	0	1	Prodigal	002006
118	c_000000000021	168	2043	r	0	1	Prodigal	002006
119	c_000000000021	2042	3761	r	0	1	Prodigal	002006
120	c_000000000021	3765	4392	r	0	1	Prodigal	002006
121	c_000000000021	4676	4919	f	0	1	Prodigal	002006
122	c_000000000021	4911	5178	f	0	1	Prodigal	002006
123	c_000000000021	5174	5432	f	0	1	Prodigal	002006
124	c_000000000021	5593	6766	r	0	1	Prodigal	002006
125	c_000000000021	6893	7925	f	0	1	Prodigal	002006
126	c_000000000021	8050	8605	r	0	1	Prodigal	002006
127	c_000000000021	8624	9509	r	0	1	Prodigal	002006
128	c_000000000021	9492	9828	r	0	1	Prodigal	002006
129	c_000000000021	9820	10573	r	0	1	Prodigal	002006
130	c_000000000021	10572	10920	r	0	1	Prodigal	002006
131	c_000000000021	11019	12006	r	0	1	Prodigal	002006
132	c_000000000021	12026	12356	r	0	1	Prodigal	002006
133	c_000000000021	12400	13063	r	0	1	Prodigal	002006
134	c_000000000021	13129	13729	r	0	1	Prodigal	002006
135	c_000000000021	13768	14089	r	0	1	Prodigal	002006
136	c_000000000021	14127	15867	r	0	1	Prodigal	002006
137	c_000000000021	16085	17756	f	0	1	Prodigal	002006
138	c_000000000021	17966	19361	f	0	1	Prodigal	002006
139	c_000000000021	19562	20276	f	0	1	Prodigal	002006
140	c_000000000021	20349	20562	f	0	1	Prodigal	002006
141	c_000000000021	20602	21112	f	0	1	Prodigal	002006
142	c_000000000021	21104	21434	f	0	1	Prodigal	002006
143	c_000000000021	21448	22975	f	0	1	Prodigal	002006
144	c_000000000021	22984	23917	f	0	1	Prodigal	002006
145	c_000000000021	23938	25393	f	0	1	Prodigal	002006
146	c_000000000021	25463	25928	f	0	1	Prodigal	002006
147	c_000000000024	118	1450	r	0	1	Prodigal	002006
148	c_000000000024	1515	2052	r	0	1	Prodigal	002006
149	c_000000000024	2083	2686	r	0	1	Prodigal	002006
150	c_000000000024	2711	3785	r	0	1	Prodigal	002006
151	c_000000000024	3986	4325	f	0	1	Prodigal	002006
152	c_000000000024	4407	5067	r	0	1	Prodigal	002006
153	c_000000000024	5110	5899	r	0	1	Prodigal	002006
154	c_000000000024	6067	7273	r	0	1	Prodigal	002006
155	c_000000000024	7279	8011	r	0	1	Prodigal	002006
156	c_000000000024	8129	8567	f	0	1	Prodigal	002006
157	c_000000000024	8563	8908	f	0	1	Prodigal	002006
158	c_000000000024	9002	10097	r	0	1	Prodigal	002006
159	c_000000000024	10228	11176	r	0	1	Prodigal	002006
160	c_000000000024	11168	13880	r	0	1	Prodigal	002006
161	c_000000000024	13891	15109	r	0	1	Prodigal	002006
162	c_000000000024	15200	15608	r	0	1	Prodigal	002006
163	c_000000000024	15672	17760	r	0	1	Prodigal	002006
164	c_000000000024	17854	18823	r	0	1	Prodigal	002006
165	c_000000000024	18841	20140	r	0	1	Prodigal	002006
166	c_000000000024	20151	21339	r	0	1	Prodigal	002006
167	c_000000000024	21429	22929	r	0	1	Prodigal	002006
168	c_000000000024	22925	23618	r	0	1	Prodigal	002006
169	c_000000000024	23780	24143	r	0	1	Prodigal	002006
170	c_000000000024	24154	24811	r	0	1	Prodigal	002006
171	c_000000000024	24991	26431	r	0	1	Prodigal	002006
172	c_000000000024	26572	26701	f	0	1	Prodigal	002006
