gene_callers_id	contig	start	stop	direction	partial	call_type	source	version
1	c_000000000001	0	1338	f	0	1	Prodigal	002006
2	c_000000000001	1568	2705	f	0	1	Prodigal	002006
3	c_000000000001	2921	3158	f	0	1	Prodigal	002006
4	c_000000000001	3160	4306	f	0	1	Prodigal	002006
5	c_000000000001	4308	6255	f	0	1	Prodigal	002006
6	c_000000000001	6349	9013	f	0	1	Prodigal	002006
7	c_000000000001	9159	9897	f	0	1	Prodigal	002006
8	c_000000000001	9991	11287	r	0	1	Prodigal	002006
9	c_000000000001	11548	12886	r	0	1	Prodigal	002006
10	c_000000000001	13206	13506	f	0	1	Prodigal	002006
11	c_000000000001	13560	14076	f	0	1	Prodigal	002006
12	c_000000000001	14105	14342	f	0	1	Prodigal	002006
13	c_000000000001	14491	16483	f	0	1	Prodigal	002006
14	c_000000000001	16498	16951	f	0	1	Prodigal	002006
15	c_000000000001	17131	18526	f	0	1	Prodigal	002006
16	c_000000000001	18592	19546	r	0	1	Prodigal	002006
17	c_000000000001	19616	19997	f	0	1	Prodigal	002006
18	c_000000000001	19993	20698	f	0	1	Prodigal	002006
19	c_000000000001	20834	21227	f	0	1	Prodigal	002006
20	c_000000000001	21223	21928	f	0	1	Prodigal	002006
21	c_000000000001	22053	22251	f	0	1	Prodigal	002006
22	c_000000000001	22244	23159	f	0	1	Prodigal	002006
23	c_000000000001	23492	23870	r	0	1	Prodigal	002006
24	c_000000000001	23888	24332	r	0	1	Prodigal	002006
25	c_000000000001	24482	25001	f	0	1	Prodigal	002006
26	c_000000000001	25078	25789	f	0	1	Prodigal	002006
27	c_000000000001	25796	27668	f	0	1	Prodigal	002006
28	c_000000000001	27664	28987	f	0	1	Prodigal	002006
29	c_000000000001	28976	29840	f	0	1	Prodigal	002006
30	c_000000000001	29970	30783	f	0	1	Prodigal	002006
31	c_000000000001	30886	32089	f	0	1	Prodigal	002006
32	c_000000000001	32309	32789	f	0	1	Prodigal	002006
33	c_000000000001	32888	34235	f	0	1	Prodigal	002006
34	c_000000000001	34243	35032	f	0	1	Prodigal	002006
35	c_000000000001	35028	35694	f	0	1	Prodigal	002006
36	c_000000000001	35763	36318	r	0	1	Prodigal	002006
37	c_000000000001	36697	37198	f	0	1	Prodigal	002006
38	c_000000000001	37183	37636	r	0	1	Prodigal	002006
39	c_000000000001	37689	38331	f	0	1	Prodigal	002006
40	c_000000000001	38317	39187	r	0	1	Prodigal	002006
41	c_000000000001	39257	39785	r	0	1	Prodigal	002006
42	c_000000000001	40432	42091	f	0	1	Prodigal	002006
43	c_000000000001	42090	42939	f	0	1	Prodigal	002006
44	c_000000000001	42997	44587	f	0	1	Prodigal	002006
45	c_000000000001	44739	45324	f	0	1	Prodigal	002006
46	c_000000000001	45357	45549	f	0	1	Prodigal	002006
47	c_000000000001	45517	45934	f	0	1	Prodigal	002006
48	c_000000000001	46117	46435	r	0	1	Prodigal	002006
49	c_000000000001	46546	46759	r	0	1	Prodigal	002006
50	c_000000000001	46817	47948	r	0	1	Prodigal	002006
51	c_000000000001	48469	50671	f	0	1	Prodigal	002006
52	c_000000000001	50651	51215	f	0	1	Prodigal	002006
53	c_000000000001	51323	52253	r	0	1	Prodigal	002006
54	c_000000000001	52298	52973	r	0	1	Prodigal	002006
55	c_000000000001	52969	53704	r	0	1	Prodigal	002006
56	c_000000000001	53958	54372	f	0	1	Prodigal	002006
57	c_000000000001	54438	54660	r	0	1	Prodigal	002006
