gene_callers_id	contig	start	stop	direction	partial	call_type	source	version
1	c_000000000001	0	1338	f	0	1	Prodigal	002006
2	c_000000000001	1568	2705	f	0	1	Prodigal	002006
3	c_000000000001	2920	3157	f	0	1	Prodigal	002006
4	c_000000000001	3159	4305	f	0	1	Prodigal	002006
5	c_000000000001	4307	6254	f	0	1	Prodigal	002006
6	c_000000000001	6348	9012	f	0	1	Prodigal	002006
7	c_000000000001	9158	9896	f	0	1	Prodigal	002006
8	c_000000000001	9990	11286	r	0	1	Prodigal	002006
9	c_000000000001	11547	12885	r	0	1	Prodigal	002006
10	c_000000000001	13203	13503	f	0	1	Prodigal	002006
11	c_000000000001	13557	14073	f	0	1	Prodigal	002006
12	c_000000000001	14102	14339	f	0	1	Prodigal	002006
13	c_000000000001	14488	16480	f	0	1	Prodigal	002006
14	c_000000000001	16495	16948	f	0	1	Prodigal	002006
15	c_000000000001	17128	18523	f	0	1	Prodigal	002006
16	c_000000000001	18589	19543	r	0	1	Prodigal	002006
17	c_000000000001	19613	19997	f	0	1	Prodigal	002006
18	c_000000000001	19989	20694	f	0	1	Prodigal	002006
19	c_000000000001	20830	21223	f	0	1	Prodigal	002006
20	c_000000000001	21219	21924	f	0	1	Prodigal	002006
21	c_000000000001	22049	23156	f	0	1	Prodigal	002006
22	c_000000000001	23489	23867	r	0	1	Prodigal	002006
23	c_000000000001	23885	24329	r	0	1	Prodigal	002006
24	c_000000000001	24479	24998	f	0	1	Prodigal	002006
25	c_000000000001	25075	25786	f	0	1	Prodigal	002006
26	c_000000000001	25793	27665	f	0	1	Prodigal	002006
27	c_000000000001	27661	28984	f	0	1	Prodigal	002006
28	c_000000000001	28973	29837	f	0	1	Prodigal	002006
29	c_000000000001	29967	30780	f	0	1	Prodigal	002006
30	c_000000000001	30883	32086	f	0	1	Prodigal	002006
31	c_000000000001	32306	32786	f	0	1	Prodigal	002006
32	c_000000000001	32885	34232	f	0	1	Prodigal	002006
33	c_000000000001	34240	35692	f	0	1	Prodigal	002006
34	c_000000000001	35761	36316	r	0	1	Prodigal	002006
35	c_000000000001	36695	37196	f	0	1	Prodigal	002006
36	c_000000000001	37181	37634	r	0	1	Prodigal	002006
37	c_000000000001	37684	38326	f	0	1	Prodigal	002006
38	c_000000000001	38312	39182	r	0	1	Prodigal	002006
39	c_000000000001	39236	39764	r	0	1	Prodigal	002006
40	c_000000000001	40090	40402	f	0	1	Prodigal	002006
41	c_000000000001	40554	42213	f	0	1	Prodigal	002006
42	c_000000000001	42212	43061	f	0	1	Prodigal	002006
43	c_000000000001	43119	44709	f	0	1	Prodigal	002006
44	c_000000000001	44861	45446	f	0	1	Prodigal	002006
45	c_000000000001	45479	45671	f	0	1	Prodigal	002006
46	c_000000000001	45639	46056	f	0	1	Prodigal	002006
47	c_000000000001	46239	46557	r	0	1	Prodigal	002006
48	c_000000000001	46668	46881	r	0	1	Prodigal	002006
49	c_000000000001	46939	48070	r	0	1	Prodigal	002006
50	c_000000000001	48591	50793	f	0	1	Prodigal	002006
51	c_000000000001	50773	51337	f	0	1	Prodigal	002006
52	c_000000000001	51447	52377	r	0	1	Prodigal	002006
53	c_000000000001	52422	53097	r	0	1	Prodigal	002006
54	c_000000000001	53093	53828	r	0	1	Prodigal	002006
55	c_000000000001	54082	54496	f	0	1	Prodigal	002006
56	c_000000000001	54561	54783	r	0	1	Prodigal	002006
57	c_000000000001	55022	56687	f	0	1	Prodigal	002006
