gene_callers_id	contig	start	stop	direction	partial	call_type	source	version
1	c_000000000001	676	868	f	0	1	Prodigal	002006
2	c_000000000001	828	1935	r	0	1	Prodigal	002006
3	c_000000000001	2075	3047	r	0	1	Prodigal	002006
4	c_000000000001	3076	3700	r	0	1	Prodigal	002006
5	c_000000000001	3888	4125	f	0	1	Prodigal	002006
6	c_000000000001	4214	4406	f	0	1	Prodigal	002006
7	c_000000000001	4538	4694	f	0	1	Prodigal	002006
8	c_000000000001	4695	4839	f	0	1	Prodigal	002006
9	c_000000000001	4815	5175	r	0	1	Prodigal	002006
10	c_000000000001	5274	5577	f	0	1	Prodigal	002006
11	c_000000000001	5577	5757	f	0	1	Prodigal	002006
12	c_000000000001	5749	5983	f	0	1	Prodigal	002006
13	c_000000000001	5969	7289	f	0	1	Prodigal	002006
14	c_000000000001	7288	8437	f	0	1	Prodigal	002006
15	c_000000000001	8439	8919	f	0	1	Prodigal	002006
16	c_000000000001	8930	10511	f	0	1	Prodigal	002006
17	c_000000000001	10522	12724	f	0	1	Prodigal	002006
18	c_000000000001	13107	13524	f	0	1	Prodigal	002006
19	c_000000000001	13524	13728	f	0	1	Prodigal	002006
20	c_000000000001	13779	13986	f	0	1	Prodigal	002006
21	c_000000000001	13982	14213	f	0	1	Prodigal	002006
22	c_000000000001	14193	14622	f	0	1	Prodigal	002006
23	c_000000000001	14621	14819	f	0	1	Prodigal	002006
24	c_000000000001	14841	15195	f	0	1	Prodigal	002006
25	c_000000000001	15187	15568	f	0	1	Prodigal	002006
26	c_000000000001	15578	16217	f	0	1	Prodigal	002006
27	c_000000000001	16245	16635	f	0	1	Prodigal	002006
28	c_000000000001	16646	16841	f	0	1	Prodigal	002006
29	c_000000000001	16830	17367	f	0	1	Prodigal	002006
30	c_000000000001	17381	17576	f	0	1	Prodigal	002006
31	c_000000000001	17575	17911	f	0	1	Prodigal	002006
32	c_000000000001	17910	18066	f	0	1	Prodigal	002006
33	c_000000000001	18062	18647	f	0	1	Prodigal	002006
34	c_000000000001	18829	19312	f	0	1	Prodigal	002006
35	c_000000000001	19370	20540	f	0	1	Prodigal	002006
36	c_000000000001	20539	21934	f	0	1	Prodigal	002006
37	c_000000000001	21926	23543	f	0	1	Prodigal	002006
38	c_000000000001	23517	23715	f	0	1	Prodigal	002006
39	c_000000000001	23908	24124	f	0	1	Prodigal	002006
40	c_000000000001	24244	24826	f	0	1	Prodigal	002006
41	c_000000000001	24829	25186	f	0	1	Prodigal	002006
