GC_00000001 ATCC_51524___900
GC_00000001 KPL1914___1178
GC_00000001 KPL1914___475
GC_00000001 KPL1922_CDC39_95___1080
GC_00000001 KPL1922_CDC39_95___135
GC_00000001 KPL1922_CDC39_95___134
GC_00000001 KPL1930_CDC2949_98___280
GC_00000001 KPL1931_CDC4294_98___1192
GC_00000001 KPL1931_CDC4294_98___779
GC_00000001 KPL1932_CDC4420_98___432
GC_00000001 KPL1932_CDC4420_98___690
GC_00000001 KPL1933_CDC4545_98___209
GC_00000001 KPL1933_CDC4545_98___319
GC_00000001 KPL1934_CDC4709_98___70
GC_00000001 KPL1934_CDC4709_98___397
GC_00000001 KPL1934_CDC4709_98___498
GC_00000001 KPL1934_CDC4709_98___662
GC_00000001 KPL1934_CDC4709_98___1130
GC_00000001 KPL1934_CDC4709_98___1338
GC_00000001 KPL1934_CDC4709_98___1563
GC_00000001 KPL1934_CDC4709_98___1223
GC_00000001 KPL1934_CDC4709_98___606
GC_00000001 KPL1934_CDC4709_98___1418
GC_00000001 KPL1934_CDC4709_98___1681
GC_00000001 KPL1937_CDC4199_99___1007
GC_00000001 KPL1937_CDC4199_99___884
GC_00000001 KPL1937_CDC4199_99___1053
GC_00000001 KPL1937_CDC4199_99___895
GC_00000001 KPL1937_CDC4199_99___885
GC_00000001 KPL1938_CDC4791_99___1194
GC_00000001 KPL1938_CDC4791_99___915
GC_00000001 KPL1939_CDC4792_99___947
GC_00000001 KPL1939_CDC4792_99___1243
GC_00000001 KPL1939_CDC4792_99___798
GC_00000001 KPL3033___1709
GC_00000001 KPL3033___1692
GC_00000001 KPL3033___1485
GC_00000001 KPL3033___1584
GC_00000001 KPL3033___876
GC_00000001 KPL3033___875
GC_00000001 KPL3033___1048
GC_00000001 KPL3043___119
GC_00000001 KPL3043___441
GC_00000001 KPL3043___823
GC_00000001 KPL3043___1019
GC_00000001 KPL3043___1208
GC_00000001 KPL3043___1273
GC_00000001 KPL3043___1559
GC_00000001 KPL3043___1615
GC_00000001 KPL3043___27
GC_00000001 KPL3043___151
GC_00000001 KPL3050___245
GC_00000001 KPL3050___1118
GC_00000001 KPL3050___1163
GC_00000001 KPL3050___1040
GC_00000001 KPL3050___1276
GC_00000001 KPL3050___1526
GC_00000001 KPL3050___1717
GC_00000001 KPL3050___815
GC_00000001 KPL3050___254
GC_00000001 KPL3050___1238
GC_00000001 KPL3050___105
GC_00000001 KPL3052___996
GC_00000001 KPL3052___1128
GC_00000001 KPL3052___1556
GC_00000001 KPL3052___1558
GC_00000001 KPL3065___106
GC_00000001 KPL3065___357
GC_00000001 KPL3065___1192
GC_00000001 KPL3065___1538
GC_00000001 KPL3065___1594
GC_00000001 KPL3065___1634
GC_00000001 KPL3065___27
GC_00000001 KPL3065___136
GC_00000001 KPL3069___1458
GC_00000001 KPL3069___1460
GC_00000001 KPL3069___816
GC_00000001 KPL3069___815
GC_00000001 KPL3070___1363
GC_00000001 KPL3070___957
GC_00000001 KPL3070___1626
GC_00000001 KPL3070___1700
GC_00000001 KPL3070___1301
GC_00000001 KPL3077___1050
GC_00000001 KPL3077___777
GC_00000001 KPL3077___1305
GC_00000001 KPL3084___975
GC_00000001 KPL3084___1646
GC_00000001 KPL3084___1720
GC_00000001 KPL3084___1402
GC_00000001 KPL3084___518
GC_00000001 KPL3084___1325
GC_00000001 KPL3086___106
GC_00000001 KPL3086___355
GC_00000001 KPL3086___1204
GC_00000001 KPL3086___1552
GC_00000001 KPL3086___1607
GC_00000001 KPL3086___27
GC_00000001 KPL3086___136
GC_00000001 KPL3090___12
GC_00000001 KPL3090___245
GC_00000001 KPL3090___688
GC_00000001 KPL3090___1141
GC_00000001 KPL3090___1749
GC_00000001 KPL3090___934
GC_00000001 KPL3090___27
GC_00000001 KPL3090___404
GC_00000001 KPL3090___1048
GC_00000001 KPL3090___1253
GC_00000001 KPL3090___1292
GC_00000001 KPL3090___1566
GC_00000001 KPL3090___1778
GC_00000001 KPL3090___1419
GC_00000001 KPL3246___267
GC_00000001 KPL3246___740
GC_00000001 KPL3246___309
GC_00000001 KPL3246___342
GC_00000001 KPL3246___1369
GC_00000001 KPL3246___1146
GC_00000001 KPL3246___1312
GC_00000001 KPL3246___1638
GC_00000001 KPL3250___723
GC_00000001 KPL3250___933
GC_00000001 KPL3250___1369
GC_00000001 KPL3250___1414
GC_00000001 KPL3250___1173
GC_00000001 KPL3250___1671
GC_00000001 KPL3250___1592
GC_00000001 KPL3250___288
GC_00000001 KPL3250___216
GC_00000001 KPL3256___779
GC_00000001 KPL3256___1200
GC_00000001 KPL3256___904
